,Date,Discharge cubic feet per second
167,1987-07-15,3800.0
168,1987-07-16,3800.0
169,1987-07-17,3630.0
170,1987-07-18,3740.0
171,1987-07-19,3740.0
172,1987-07-20,3740.0
173,1987-07-21,3690.0
174,1987-07-22,3600.0
175,1987-07-23,3560.0
176,1987-07-24,3480.0
177,1987-07-25,3430.0
178,1987-07-26,3430.0
179,1987-07-27,3430.0
180,1987-07-28,3480.0
181,1987-07-29,3510.0
182,1987-07-30,3510.0
183,1987-07-31,3660.0
184,1987-08-01,3470.0
185,1987-08-02,3460.0
186,1987-08-03,3460.0
187,1987-08-04,3470.0
188,1987-08-05,3460.0
189,1987-08-06,3460.0
190,1987-08-07,3440.0
191,1987-08-08,3410.0
192,1987-08-09,3410.0
193,1987-08-10,3430.0
194,1987-08-11,3440.0
195,1987-08-12,3440.0
196,1987-08-13,3420.0
197,1987-08-14,3320.0
198,1987-08-15,3220.0
199,1987-08-16,3200.0
200,1987-08-17,3150.0
201,1987-08-18,3120.0
202,1987-08-19,3110.0
203,1987-08-20,3120.0
204,1987-08-21,2990.0
205,1987-08-22,2970.0
206,1987-08-23,2970.0
207,1987-08-24,2950.0
208,1987-08-25,2920.0
209,1987-08-26,2910.0
210,1987-08-27,2900.0
211,1987-08-28,2860.0
212,1987-08-29,2830.0
213,1987-08-30,2810.0
214,1987-08-31,2790.0
215,1987-09-01,2760.0
216,1987-09-02,2760.0
217,1987-09-03,2760.0
218,1987-09-04,2720.0
219,1987-09-05,2700.0
220,1987-09-06,2700.0
221,1987-09-07,2700.0
222,1987-09-08,2590.0
223,1987-09-09,2570.0
224,1987-09-10,2570.0
225,1987-09-11,2520.0
226,1987-09-12,2460.0
227,1987-09-13,2440.0
228,1987-09-14,2390.0
229,1987-09-15,2330.0
230,1987-09-16,2310.0
231,1987-09-17,2310.0
232,1987-09-18,2190.0
233,1987-09-19,2090.0
234,1987-09-20,2070.0
235,1987-09-21,2060.0
236,1987-09-22,2050.0
237,1987-09-23,2050.0
238,1987-09-24,2020.0
239,1987-09-25,1720.0
240,1987-09-26,1600.0
241,1987-09-27,1630.0
242,1987-09-28,1630.0
243,1987-09-29,1630.0
244,1987-09-30,1630.0
245,1987-10-01,2040.0
246,1987-10-02,1630.0
247,1987-10-03,1590.0
248,1987-10-04,1590.0
249,1987-10-05,1620.0
250,1987-10-06,1510.0
251,1987-10-07,1440.0
252,1987-10-08,1440.0
253,1987-10-09,1290.0
254,1987-10-10,322.0
255,1987-10-11,291.0
256,1987-10-12,207.0
257,1987-10-13,175.0
258,1987-10-14,154.0
259,1987-10-15,154.0
260,1987-10-16,154.0
261,1987-10-17,154.0
262,1987-10-18,154.0
263,1987-10-19,172.0
264,1987-10-20,175.0
265,1987-10-21,160.0
266,1987-10-22,136.0
267,1987-10-23,150.0
268,1987-10-24,152.0
269,1987-10-25,142.0
270,1987-10-26,142.0
271,1987-10-27,140.0
272,1987-10-28,140.0
273,1987-10-29,145.0
274,1987-10-30,145.0
275,1987-10-31,146.0
276,1987-11-01,150.0
277,1987-11-02,150.0
278,1987-11-03,152.0
279,1987-11-04,150.0
280,1987-11-05,146.0
281,1987-11-06,150.0
282,1987-11-07,146.0
283,1987-11-08,146.0
284,1987-11-09,152.0
285,1987-11-10,152.0
286,1987-11-11,150.0
287,1987-11-12,155.0
288,1987-11-13,160.0
289,1987-11-14,152.0
290,1987-11-15,150.0
291,1987-11-16,150.0
292,1987-11-17,146.0
293,1987-11-18,142.0
294,1987-11-19,146.0
295,1987-11-20,150.0
296,1987-11-21,152.0
297,1987-11-22,152.0
298,1987-11-23,152.0
299,1987-11-24,150.0
300,1987-11-25,152.0
301,1987-11-26,154.0
302,1987-11-27,154.0
303,1987-11-28,154.0
304,1987-11-29,155.0
305,1987-11-30,156.0
306,1987-12-01,160.0
307,1987-12-02,160.0
308,1987-12-03,152.0
309,1987-12-04,152.0
310,1987-12-05,152.0
311,1987-12-06,152.0
312,1987-12-07,152.0
313,1987-12-08,154.0
314,1987-12-09,158.0
315,1987-12-10,156.0
316,1987-12-11,150.0
317,1987-12-12,148.0
318,1987-12-13,148.0
319,1987-12-14,148.0
320,1987-12-15,144.0
321,1987-12-16,142.0
322,1987-12-17,142.0
323,1987-12-18,140.0
324,1987-12-19,140.0
325,1987-12-20,138.0
326,1987-12-21,140.0
327,1987-12-22,140.0
328,1987-12-23,140.0
329,1987-12-24,140.0
330,1987-12-25,138.0
331,1987-12-26,138.0
332,1987-12-27,138.0
333,1987-12-28,138.0
334,1987-12-29,140.0
335,1987-12-30,140.0
336,1987-12-31,130.0
337,1988-01-01,125.0
338,1988-01-02,126.0
339,1988-01-03,127.0
340,1988-01-04,130.0
341,1988-01-05,125.0
342,1988-01-06,126.0
343,1988-01-07,122.0
344,1988-01-08,122.0
345,1988-01-09,123.0
346,1988-01-10,122.0
347,1988-01-11,123.0
348,1988-01-12,123.0
349,1988-01-13,121.0
350,1988-01-14,120.0
351,1988-01-15,117.0
352,1988-01-16,116.0
353,1988-01-17,116.0
354,1988-01-18,118.0
355,1988-01-19,122.0
356,1988-01-20,126.0
357,1988-01-21,122.0
358,1988-01-22,120.0
359,1988-01-23,120.0
360,1988-01-24,121.0
361,1988-01-25,142.0
362,1988-01-26,128.0
363,1988-01-27,120.0
364,1988-01-28,121.0
365,1988-01-29,120.0
366,1988-01-30,121.0
367,1988-01-31,121.0
368,1988-02-01,119.0
369,1988-02-02,120.0
370,1988-02-03,123.0
371,1988-02-04,121.0
372,1988-02-05,121.0
373,1988-02-06,121.0
374,1988-02-07,121.0
375,1988-02-08,121.0
376,1988-02-09,121.0
377,1988-02-10,121.0
378,1988-02-11,121.0
379,1988-02-12,121.0
380,1988-02-13,122.0
381,1988-02-14,121.0
382,1988-02-15,123.0
383,1988-02-16,124.0
384,1988-02-17,126.0
385,1988-02-18,134.0
386,1988-02-19,134.0
387,1988-02-20,134.0
388,1988-02-21,134.0
389,1988-02-22,135.0
390,1988-02-23,136.0
391,1988-02-24,138.0
392,1988-02-25,140.0
393,1988-02-26,142.0
394,1988-02-27,145.0
395,1988-02-28,146.0
396,1988-02-29,145.0
397,1988-03-01,142.0
398,1988-03-02,146.0
399,1988-03-03,146.0
400,1988-03-04,152.0
401,1988-03-05,150.0
402,1988-03-06,156.0
403,1988-03-07,499.0
404,1988-03-08,566.0
405,1988-03-09,566.0
406,1988-03-10,566.0
407,1988-03-11,566.0
408,1988-03-12,566.0
409,1988-03-13,566.0
410,1988-03-14,566.0
411,1988-03-15,566.0
412,1988-03-16,566.0
413,1988-03-17,566.0
414,1988-03-18,699.0
415,1988-03-19,812.0
416,1988-03-20,812.0
417,1988-03-21,825.0
418,1988-03-22,838.0
419,1988-03-23,840.0
420,1988-03-24,842.0
421,1988-03-25,845.0
422,1988-03-26,849.0
423,1988-03-27,864.0
424,1988-03-28,875.0
425,1988-03-29,741.0
426,1988-03-30,700.0
427,1988-03-31,674.0
428,1988-04-01,617.0
429,1988-04-02,570.0
430,1988-04-03,570.0
431,1988-04-04,581.0
432,1988-04-05,747.0
433,1988-04-06,832.0
434,1988-04-07,842.0
435,1988-04-08,940.0
436,1988-04-09,998.0
437,1988-04-10,1020.0
438,1988-04-11,1210.0
439,1988-04-12,1310.0
440,1988-04-13,1580.0
441,1988-04-14,1800.0
442,1988-04-15,1960.0
443,1988-04-16,2080.0
444,1988-04-17,2100.0
445,1988-04-18,2270.0
446,1988-04-19,2510.0
447,1988-04-20,2610.0
448,1988-04-21,2610.0
449,1988-04-22,2730.0
450,1988-04-23,2730.0
451,1988-04-24,2730.0
452,1988-04-25,2710.0
453,1988-04-26,2740.0
454,1988-04-27,2780.0
455,1988-04-28,2790.0
456,1988-04-29,2770.0
457,1988-04-30,2780.0
458,1988-05-01,2790.0
459,1988-05-02,2770.0
460,1988-05-03,2820.0
461,1988-05-04,2880.0
462,1988-05-05,2900.0
463,1988-05-06,2880.0
464,1988-05-07,2880.0
465,1988-05-08,2880.0
466,1988-05-09,2910.0
467,1988-05-10,3040.0
468,1988-05-11,3080.0
469,1988-05-12,3120.0
470,1988-05-13,3280.0
471,1988-05-14,3360.0
472,1988-05-15,3380.0
473,1988-05-16,3440.0
474,1988-05-17,3540.0
475,1988-05-18,3590.0
476,1988-05-19,3570.0
477,1988-05-20,3540.0
478,1988-05-21,3540.0
479,1988-05-22,3540.0
480,1988-05-23,3580.0
481,1988-05-24,3630.0
482,1988-05-25,3670.0
483,1988-05-26,3700.0
484,1988-05-27,3680.0
485,1988-05-28,3680.0
486,1988-05-29,3680.0
487,1988-05-30,3630.0
488,1988-05-31,3560.0
489,1988-06-01,3460.0
490,1988-06-02,3340.0
491,1988-06-03,3260.0
492,1988-06-04,3250.0
493,1988-06-05,3240.0
494,1988-06-06,3270.0
495,1988-06-07,3340.0
496,1988-06-08,3400.0
497,1988-06-09,3420.0
498,1988-06-10,3410.0
499,1988-06-11,3420.0
500,1988-06-12,3420.0
501,1988-06-13,3410.0
502,1988-06-14,3450.0
503,1988-06-15,3500.0
504,1988-06-16,3500.0
505,1988-06-17,3530.0
506,1988-06-18,3570.0
507,1988-06-19,3570.0
508,1988-06-20,3600.0
509,1988-06-21,3650.0
510,1988-06-22,3710.0
511,1988-06-23,3750.0
512,1988-06-24,3800.0
513,1988-06-25,3810.0
514,1988-06-26,3830.0
515,1988-06-27,3780.0
516,1988-06-28,3680.0
517,1988-06-29,3620.0
518,1988-06-30,3570.0
519,1988-07-01,3440.0
520,1988-07-02,3440.0
521,1988-07-03,3440.0
522,1988-07-04,3420.0
523,1988-07-05,3390.0
524,1988-07-06,3360.0
525,1988-07-07,3330.0
526,1988-07-08,3400.0
527,1988-07-09,3410.0
528,1988-07-10,3420.0
529,1988-07-11,3380.0
530,1988-07-12,3370.0
531,1988-07-13,3350.0
532,1988-07-14,3340.0
533,1988-07-15,3350.0
534,1988-07-16,3350.0
535,1988-07-17,3360.0
536,1988-07-18,3350.0
537,1988-07-19,3350.0
538,1988-07-20,3360.0
539,1988-07-21,3350.0
540,1988-07-22,3380.0
541,1988-07-23,3370.0
542,1988-07-24,3370.0
543,1988-07-25,3370.0
544,1988-07-26,3400.0
545,1988-07-27,3430.0
546,1988-07-28,3430.0
547,1988-07-29,3400.0
548,1988-07-30,3400.0
549,1988-07-31,3410.0
550,1988-08-01,3420.0
551,1988-08-02,3410.0
552,1988-08-03,3360.0
553,1988-08-04,3330.0
554,1988-08-05,3320.0
555,1988-08-06,3300.0
556,1988-08-07,3310.0
557,1988-08-08,3310.0
558,1988-08-09,3310.0
559,1988-08-10,3300.0
560,1988-08-11,3290.0
561,1988-08-12,3260.0
562,1988-08-13,3210.0
563,1988-08-14,3180.0
564,1988-08-15,3200.0
565,1988-08-16,3170.0
566,1988-08-17,3170.0
567,1988-08-18,3180.0
568,1988-08-19,3100.0
569,1988-08-20,3100.0
570,1988-08-21,3090.0
571,1988-08-22,3080.0
572,1988-08-23,3050.0
573,1988-08-24,3040.0
574,1988-08-25,3030.0
575,1988-08-26,3010.0
576,1988-08-27,3000.0
577,1988-08-28,2980.0
578,1988-08-29,2950.0
579,1988-08-30,2510.0
580,1988-08-31,2230.0
581,1988-09-01,2140.0
582,1988-09-02,2070.0
583,1988-09-03,2040.0
584,1988-09-04,2030.0
585,1988-09-05,2000.0
586,1988-09-06,2000.0
587,1988-09-07,1870.0
588,1988-09-08,1860.0
589,1988-09-09,1890.0
590,1988-09-10,1910.0
591,1988-09-11,1900.0
592,1988-09-12,1920.0
593,1988-09-13,1930.0
594,1988-09-14,1990.0
595,1988-09-15,1980.0
596,1988-09-16,2040.0
597,1988-09-17,2010.0
598,1988-09-18,1980.0
599,1988-09-19,1980.0
600,1988-09-20,1970.0
601,1988-09-21,1950.0
602,1988-09-22,1670.0
603,1988-09-23,1090.0
604,1988-09-24,836.0
605,1988-09-25,217.0
606,1988-09-26,245.0
607,1988-09-27,236.0
608,1988-09-28,240.0
609,1988-09-29,244.0
610,1988-09-30,242.0
611,1988-10-01,258.0
612,1988-10-02,258.0
613,1988-10-03,260.0
614,1988-10-04,262.0
615,1988-10-05,262.0
616,1988-10-06,261.0
617,1988-10-07,259.0
618,1988-10-08,260.0
619,1988-10-09,259.0
620,1988-10-10,257.0
621,1988-10-11,256.0
622,1988-10-12,240.0
623,1988-10-13,202.0
624,1988-10-14,185.0
625,1988-10-15,181.0
626,1988-10-16,180.0
627,1988-10-17,176.0
628,1988-10-18,174.0
629,1988-10-19,176.0
630,1988-10-20,171.0
631,1988-10-21,166.0
632,1988-10-22,159.0
633,1988-10-23,161.0
634,1988-10-24,161.0
635,1988-10-25,155.0
636,1988-10-26,163.0
637,1988-10-27,169.0
638,1988-10-28,168.0
639,1988-10-29,152.0
640,1988-10-30,147.0
641,1988-10-31,143.0
642,1988-11-01,140.0
643,1988-11-02,141.0
644,1988-11-03,141.0
645,1988-11-04,140.0
646,1988-11-05,142.0
647,1988-11-06,141.0
648,1988-11-07,141.0
649,1988-11-08,141.0
650,1988-11-09,140.0
651,1988-11-10,142.0
652,1988-11-11,142.0
653,1988-11-12,143.0
654,1988-11-13,143.0
655,1988-11-14,143.0
656,1988-11-15,143.0
657,1988-11-16,145.0
658,1988-11-17,147.0
659,1988-11-18,155.0
660,1988-11-19,156.0
661,1988-11-20,157.0
662,1988-11-21,157.0
663,1988-11-22,157.0
664,1988-11-23,157.0
665,1988-11-24,156.0
666,1988-11-25,156.0
667,1988-11-26,157.0
668,1988-11-27,156.0
669,1988-11-28,157.0
670,1988-11-29,156.0
671,1988-11-30,152.0
672,1988-12-01,148.0
673,1988-12-02,149.0
674,1988-12-03,150.0
675,1988-12-04,151.0
676,1988-12-05,152.0
677,1988-12-06,152.0
678,1988-12-07,152.0
679,1988-12-08,152.0
680,1988-12-09,152.0
681,1988-12-10,152.0
682,1988-12-11,153.0
683,1988-12-12,155.0
684,1988-12-13,156.0
685,1988-12-14,149.0
686,1988-12-15,153.0
687,1988-12-16,162.0
688,1988-12-17,157.0
689,1988-12-18,154.0
690,1988-12-19,149.0
691,1988-12-20,141.0
692,1988-12-21,142.0
693,1988-12-22,140.0
694,1988-12-23,140.0
695,1988-12-24,143.0
696,1988-12-25,145.0
697,1988-12-26,145.0
698,1988-12-27,147.0
699,1988-12-28,148.0
700,1988-12-29,148.0
701,1988-12-30,146.0
702,1988-12-31,147.0
703,1989-01-01,148.0
704,1989-01-02,150.0
705,1989-01-03,153.0
706,1989-01-04,157.0
707,1989-01-05,157.0
708,1989-01-06,154.0
709,1989-01-07,154.0
710,1989-01-08,154.0
711,1989-01-09,156.0
712,1989-01-10,157.0
713,1989-01-11,157.0
714,1989-01-12,157.0
715,1989-01-13,158.0
716,1989-01-14,159.0
717,1989-01-15,160.0
718,1989-01-16,160.0
719,1989-01-17,157.0
720,1989-01-18,159.0
721,1989-01-19,154.0
722,1989-01-20,151.0
723,1989-01-21,152.0
724,1989-01-22,152.0
725,1989-01-23,153.0
726,1989-01-24,151.0
727,1989-01-25,152.0
728,1989-01-26,152.0
729,1989-01-27,150.0
730,1989-01-28,150.0
731,1989-01-29,151.0
732,1989-01-30,153.0
733,1989-01-31,151.0
734,1989-02-01,148.0
735,1989-02-02,147.0
736,1989-02-03,147.0
737,1989-02-04,147.0
738,1989-02-05,139.0
739,1989-02-06,134.0
740,1989-02-07,140.0
741,1989-02-08,140.0
742,1989-02-09,142.0
743,1989-02-10,143.0
744,1989-02-11,143.0
745,1989-02-12,144.0
746,1989-02-13,144.0
747,1989-02-14,145.0
748,1989-02-15,145.0
749,1989-02-16,145.0
750,1989-02-17,147.0
751,1989-02-18,147.0
752,1989-02-19,147.0
753,1989-02-20,147.0
754,1989-02-21,153.0
755,1989-02-22,148.0
756,1989-02-23,274.0
757,1989-02-24,761.0
758,1989-02-25,789.0
759,1989-02-26,792.0
760,1989-02-27,806.0
761,1989-02-28,1080.0
762,1989-03-01,1150.0
763,1989-03-02,1110.0
764,1989-03-03,1240.0
765,1989-03-04,1230.0
766,1989-03-05,1220.0
767,1989-03-06,1180.0
768,1989-03-07,1180.0
769,1989-03-08,1170.0
770,1989-03-09,1170.0
771,1989-03-10,1170.0
772,1989-03-11,1180.0
773,1989-03-12,1190.0
774,1989-03-13,1180.0
775,1989-03-14,1180.0
776,1989-03-15,1170.0
777,1989-03-16,1170.0
778,1989-03-17,1180.0
779,1989-03-18,1180.0
780,1989-03-19,1190.0
781,1989-03-20,1190.0
782,1989-03-21,1190.0
783,1989-03-22,1180.0
784,1989-03-23,1180.0
785,1989-03-24,1180.0
786,1989-03-25,1180.0
787,1989-03-26,1180.0
788,1989-03-27,588.0
789,1989-03-28,160.0
790,1989-03-29,157.0
791,1989-03-30,160.0
792,1989-03-31,163.0
793,1989-04-01,165.0
794,1989-04-02,166.0
795,1989-04-03,166.0
796,1989-04-04,164.0
797,1989-04-05,174.0
798,1989-04-06,183.0
799,1989-04-07,171.0
800,1989-04-08,162.0
801,1989-04-09,155.0
802,1989-04-10,163.0
803,1989-04-11,200.0
804,1989-04-12,890.0
805,1989-04-13,1940.0
806,1989-04-14,2960.0
807,1989-04-15,3740.0
808,1989-04-16,4360.0
809,1989-04-17,5530.0
810,1989-04-18,6960.0
811,1989-04-19,7200.0
812,1989-04-20,7430.0
813,1989-04-21,7910.0
814,1989-04-22,8000.0
815,1989-04-23,8270.0
816,1989-04-24,8270.0
817,1989-04-25,8500.0
818,1989-04-26,8650.0
819,1989-04-27,8680.0
820,1989-04-28,8680.0
821,1989-04-29,7930.0
822,1989-04-30,6640.0
823,1989-05-01,5960.0
824,1989-05-02,5950.0
825,1989-05-03,5360.0
826,1989-05-04,4940.0
827,1989-05-05,4950.0
828,1989-05-06,4950.0
829,1989-05-07,4960.0
830,1989-05-08,4970.0
831,1989-05-09,4960.0
832,1989-05-10,4660.0
833,1989-05-11,4480.0
834,1989-05-12,4430.0
835,1989-05-13,4380.0
836,1989-05-14,4390.0
837,1989-05-15,4340.0
838,1989-05-16,4270.0
839,1989-05-17,4240.0
840,1989-05-18,4240.0
841,1989-05-19,4270.0
842,1989-05-20,4290.0
843,1989-05-21,4300.0
844,1989-05-22,4310.0
845,1989-05-23,4310.0
846,1989-05-24,4390.0
847,1989-05-25,4390.0
848,1989-05-26,4380.0
849,1989-05-27,4370.0
850,1989-05-28,4370.0
851,1989-05-29,4370.0
852,1989-05-30,4330.0
853,1989-05-31,4290.0
854,1989-06-01,4260.0
855,1989-06-02,4240.0
856,1989-06-03,4240.0
857,1989-06-04,4230.0
858,1989-06-05,4270.0
859,1989-06-06,4300.0
860,1989-06-07,4340.0
861,1989-06-08,4340.0
862,1989-06-09,4270.0
863,1989-06-10,4260.0
864,1989-06-11,4250.0
865,1989-06-12,4260.0
866,1989-06-13,4270.0
867,1989-06-14,4290.0
868,1989-06-15,4300.0
869,1989-06-16,4300.0
870,1989-06-17,4300.0
871,1989-06-18,4300.0
872,1989-06-19,4300.0
873,1989-06-20,4320.0
874,1989-06-21,4300.0
875,1989-06-22,4260.0
876,1989-06-23,4260.0
877,1989-06-24,4240.0
878,1989-06-25,4300.0
879,1989-06-26,4280.0
880,1989-06-27,4300.0
881,1989-06-28,4320.0
882,1989-06-29,4310.0
883,1989-06-30,4310.0
884,1989-07-01,4310.0
885,1989-07-02,4310.0
886,1989-07-03,4280.0
887,1989-07-04,4270.0
888,1989-07-05,4270.0
889,1989-07-06,4260.0
890,1989-07-07,4260.0
891,1989-07-08,4270.0
892,1989-07-09,4270.0
893,1989-07-10,4270.0
894,1989-07-11,4270.0
895,1989-07-12,4280.0
896,1989-07-13,4270.0
897,1989-07-14,4270.0
898,1989-07-15,4280.0
899,1989-07-16,4280.0
900,1989-07-17,4250.0
901,1989-07-18,4200.0
902,1989-07-19,4180.0
903,1989-07-20,4170.0
904,1989-07-21,4160.0
905,1989-07-22,4160.0
906,1989-07-23,4170.0
907,1989-07-24,4170.0
908,1989-07-25,4170.0
909,1989-07-26,4170.0
910,1989-07-27,4170.0
911,1989-07-28,4180.0
912,1989-07-29,4180.0
913,1989-07-30,4180.0
914,1989-07-31,4180.0
915,1989-08-01,4190.0
916,1989-08-02,4200.0
917,1989-08-03,4200.0
918,1989-08-04,4200.0
919,1989-08-05,4190.0
920,1989-08-06,4200.0
921,1989-08-07,4180.0
922,1989-08-08,4150.0
923,1989-08-09,4160.0
924,1989-08-10,4130.0
925,1989-08-11,4120.0
926,1989-08-12,4100.0
927,1989-08-13,4050.0
928,1989-08-14,4050.0
929,1989-08-15,4040.0
930,1989-08-16,4030.0
931,1989-08-17,4030.0
932,1989-08-18,4010.0
933,1989-08-19,4000.0
934,1989-08-20,4000.0
935,1989-08-21,4000.0
936,1989-08-22,3990.0
937,1989-08-23,3930.0
938,1989-08-24,3800.0
939,1989-08-25,3680.0
940,1989-08-26,3550.0
941,1989-08-27,3500.0
942,1989-08-28,3510.0
943,1989-08-29,3470.0
944,1989-08-30,3450.0
945,1989-08-31,3410.0
946,1989-09-01,3390.0
947,1989-09-02,3400.0
948,1989-09-03,3400.0
949,1989-09-04,3400.0
950,1989-09-05,3400.0
951,1989-09-06,3400.0
952,1989-09-07,3390.0
953,1989-09-08,3390.0
954,1989-09-09,3390.0
955,1989-09-10,3390.0
956,1989-09-11,3390.0
957,1989-09-12,3380.0
958,1989-09-13,3380.0
959,1989-09-14,3340.0
960,1989-09-15,3300.0
961,1989-09-16,3290.0
962,1989-09-17,3260.0
963,1989-09-18,3200.0
964,1989-09-19,3050.0
965,1989-09-20,2920.0
966,1989-09-21,2860.0
967,1989-09-22,2810.0
968,1989-09-23,2800.0
969,1989-09-24,2790.0
970,1989-09-25,2790.0
971,1989-09-26,2800.0
972,1989-09-27,2770.0
973,1989-09-28,2690.0
974,1989-09-29,2620.0
975,1989-09-30,2610.0
976,1989-10-01,2650.0
977,1989-10-02,2300.0
978,1989-10-03,1990.0
979,1989-10-04,1880.0
980,1989-10-05,1800.0
981,1989-10-06,1790.0
982,1989-10-07,1750.0
983,1989-10-08,1740.0
984,1989-10-09,1740.0
985,1989-10-10,1740.0
986,1989-10-11,1170.0
987,1989-10-12,300.0
988,1989-10-13,226.0
989,1989-10-14,195.0
990,1989-10-15,198.0
991,1989-10-16,199.0
992,1989-10-17,193.0
993,1989-10-18,187.0
994,1989-10-19,179.0
995,1989-10-20,172.0
996,1989-10-21,172.0
997,1989-10-22,170.0
998,1989-10-23,170.0
999,1989-10-24,173.0
1000,1989-10-25,175.0
1001,1989-10-26,174.0
1002,1989-10-27,172.0
1003,1989-10-28,166.0
1004,1989-10-29,165.0
1005,1989-10-30,165.0
1006,1989-10-31,165.0
1007,1989-11-01,162.0
1008,1989-11-02,157.0
1009,1989-11-03,160.0
1010,1989-11-04,165.0
1011,1989-11-05,165.0
1012,1989-11-06,162.0
1013,1989-11-07,157.0
1014,1989-11-08,156.0
1015,1989-11-09,158.0
1016,1989-11-10,162.0
1017,1989-11-11,162.0
1018,1989-11-12,162.0
1019,1989-11-13,162.0
1020,1989-11-14,161.0
1021,1989-11-15,160.0
1022,1989-11-16,160.0
1023,1989-11-17,160.0
1024,1989-11-18,159.0
1025,1989-11-19,157.0
1026,1989-11-20,157.0
1027,1989-11-21,157.0
