datetime,00010_2_Mean,00010_2_Mean_cd,site_no,00060_Mean,00060_Mean_cd
2003-01-23 00:00:00+00:00,,,13010065,317.0,A
2003-01-24 00:00:00+00:00,,,13010065,318.0,A
2003-01-25 00:00:00+00:00,,,13010065,315.0,A
2003-01-26 00:00:00+00:00,,,13010065,319.0,A
2003-01-27 00:00:00+00:00,,,13010065,345.0,A
2003-01-28 00:00:00+00:00,,,13010065,369.0,A
2003-01-29 00:00:00+00:00,,,13010065,362.0,A
2003-01-30 00:00:00+00:00,,,13010065,378.0,A
2003-01-31 00:00:00+00:00,,,13010065,363.0,A
2003-02-01 00:00:00+00:00,,,13010065,428.0,A
2003-02-02 00:00:00+00:00,,,13010065,438.0,A
2003-02-03 00:00:00+00:00,,,13010065,404.0,A
2003-02-04 00:00:00+00:00,,,13010065,393.0,A
2003-02-05 00:00:00+00:00,,,13010065,387.0,A
2003-02-06 00:00:00+00:00,,,13010065,370.0,"A, e"
2003-02-07 00:00:00+00:00,,,13010065,330.0,"A, e"
2003-02-08 00:00:00+00:00,,,13010065,340.0,"A, e"
2003-02-09 00:00:00+00:00,,,13010065,353.0,A
2003-02-10 00:00:00+00:00,,,13010065,351.0,A
2003-02-11 00:00:00+00:00,,,13010065,346.0,A
2003-02-12 00:00:00+00:00,,,13010065,344.0,A
2003-02-13 00:00:00+00:00,,,13010065,331.0,A
2003-02-14 00:00:00+00:00,,,13010065,335.0,A
2003-02-15 00:00:00+00:00,,,13010065,331.0,A
2003-02-16 00:00:00+00:00,,,13010065,327.0,A
2003-02-17 00:00:00+00:00,,,13010065,340.0,A
2003-02-18 00:00:00+00:00,,,13010065,336.0,A
2003-02-19 00:00:00+00:00,,,13010065,338.0,A
2003-02-20 00:00:00+00:00,,,13010065,336.0,A
2003-02-21 00:00:00+00:00,,,13010065,333.0,A
2003-02-22 00:00:00+00:00,,,13010065,339.0,A
2003-02-23 00:00:00+00:00,,,13010065,334.0,A
2003-02-24 00:00:00+00:00,,,13010065,320.0,"A, e"
2003-02-25 00:00:00+00:00,,,13010065,300.0,"A, e"
2003-02-26 00:00:00+00:00,,,13010065,310.0,"A, e"
2003-02-27 00:00:00+00:00,,,13010065,318.0,A
2003-02-28 00:00:00+00:00,,,13010065,308.0,A
2003-03-01 00:00:00+00:00,,,13010065,304.0,A
2003-03-02 00:00:00+00:00,,,13010065,299.0,A
2003-03-03 00:00:00+00:00,,,13010065,300.0,A
2003-03-04 00:00:00+00:00,,,13010065,303.0,A
2003-03-05 00:00:00+00:00,,,13010065,300.0,A
2003-03-06 00:00:00+00:00,,,13010065,316.0,A
2003-03-07 00:00:00+00:00,,,13010065,308.0,A
2003-03-08 00:00:00+00:00,,,13010065,323.0,A
2003-03-09 00:00:00+00:00,,,13010065,332.0,A
2003-03-10 00:00:00+00:00,,,13010065,348.0,A
2003-03-11 00:00:00+00:00,,,13010065,365.0,A
2003-03-12 00:00:00+00:00,,,13010065,367.0,A
2003-03-13 00:00:00+00:00,,,13010065,378.0,A
2003-03-14 00:00:00+00:00,,,13010065,397.0,A
2003-03-15 00:00:00+00:00,,,13010065,386.0,A
2003-03-16 00:00:00+00:00,,,13010065,383.0,A
2003-03-17 00:00:00+00:00,,,13010065,370.0,A
2003-03-18 00:00:00+00:00,,,13010065,357.0,A
2003-03-19 00:00:00+00:00,,,13010065,341.0,A
2003-03-20 00:00:00+00:00,,,13010065,340.0,A
2003-03-21 00:00:00+00:00,,,13010065,334.0,A
2003-03-22 00:00:00+00:00,,,13010065,327.0,A
2003-03-23 00:00:00+00:00,,,13010065,355.0,A
2003-03-24 00:00:00+00:00,,,13010065,358.0,A
2003-03-25 00:00:00+00:00,,,13010065,343.0,A
2003-03-26 00:00:00+00:00,,,13010065,368.0,A
2003-03-27 00:00:00+00:00,,,13010065,367.0,A
2003-03-28 00:00:00+00:00,,,13010065,360.0,A
2003-03-29 00:00:00+00:00,,,13010065,353.0,A
2003-03-30 00:00:00+00:00,,,13010065,353.0,A
2003-03-31 00:00:00+00:00,,,13010065,358.0,A
2003-04-01 00:00:00+00:00,,,13010065,377.0,A
2003-04-02 00:00:00+00:00,,,13010065,382.0,A
2003-04-03 00:00:00+00:00,,,13010065,377.0,A
2003-04-04 00:00:00+00:00,,,13010065,373.0,A
2003-04-05 00:00:00+00:00,,,13010065,353.0,A
2003-04-06 00:00:00+00:00,,,13010065,362.0,A
2003-04-07 00:00:00+00:00,,,13010065,344.0,A
2003-04-08 00:00:00+00:00,,,13010065,341.0,A
2003-04-09 00:00:00+00:00,,,13010065,357.0,A
2003-04-10 00:00:00+00:00,,,13010065,395.0,A
2003-04-11 00:00:00+00:00,,,13010065,445.0,A
2003-04-12 00:00:00+00:00,,,13010065,513.0,A
2003-04-13 00:00:00+00:00,,,13010065,638.0,A
2003-04-14 00:00:00+00:00,,,13010065,760.0,A
2003-04-15 00:00:00+00:00,,,13010065,895.0,A
2003-04-16 00:00:00+00:00,,,13010065,752.0,A
2003-04-17 00:00:00+00:00,,,13010065,671.0,A
2003-04-18 00:00:00+00:00,,,13010065,663.0,A
2003-04-19 00:00:00+00:00,,,13010065,603.0,A
2003-04-20 00:00:00+00:00,,,13010065,669.0,A
2003-04-21 00:00:00+00:00,,,13010065,854.0,A
2003-04-22 00:00:00+00:00,,,13010065,1010.0,A
2003-04-23 00:00:00+00:00,,,13010065,1090.0,A
2003-04-24 00:00:00+00:00,,,13010065,1000.0,A
2003-04-25 00:00:00+00:00,,,13010065,1270.0,A
2003-04-26 00:00:00+00:00,,,13010065,1510.0,A
2003-04-27 00:00:00+00:00,,,13010065,1090.0,A
2003-04-28 00:00:00+00:00,,,13010065,1010.0,A
2003-04-29 00:00:00+00:00,,,13010065,991.0,A
2003-04-30 00:00:00+00:00,,,13010065,1130.0,A
2003-05-01 00:00:00+00:00,,,13010065,1100.0,A
2003-05-02 00:00:00+00:00,,,13010065,1000.0,A
2003-05-03 00:00:00+00:00,,,13010065,1140.0,A
2003-05-04 00:00:00+00:00,,,13010065,1190.0,A
2003-05-05 00:00:00+00:00,,,13010065,1150.0,A
2003-05-06 00:00:00+00:00,,,13010065,1030.0,A
2003-05-07 00:00:00+00:00,,,13010065,997.0,A
2003-05-08 00:00:00+00:00,,,13010065,1110.0,A
2003-05-09 00:00:00+00:00,,,13010065,1190.0,A
2003-05-10 00:00:00+00:00,,,13010065,1150.0,A
2003-05-11 00:00:00+00:00,,,13010065,1220.0,A
2003-05-12 00:00:00+00:00,,,13010065,1280.0,A
2003-05-13 00:00:00+00:00,,,13010065,1870.0,A
2003-05-14 00:00:00+00:00,,,13010065,2310.0,A
2003-05-15 00:00:00+00:00,,,13010065,2750.0,A
2003-05-16 00:00:00+00:00,,,13010065,3260.0,A
2003-05-17 00:00:00+00:00,,,13010065,3670.0,A
2003-05-18 00:00:00+00:00,,,13010065,3510.0,A
2003-05-19 00:00:00+00:00,,,13010065,2600.0,A
2003-05-20 00:00:00+00:00,,,13010065,2570.0,A
2003-05-21 00:00:00+00:00,,,13010065,2980.0,A
2003-05-22 00:00:00+00:00,,,13010065,3830.0,A
2003-05-23 00:00:00+00:00,,,13010065,4890.0,A
2003-05-24 00:00:00+00:00,,,13010065,6020.0,A
2003-05-25 00:00:00+00:00,,,13010065,6460.0,A
2003-05-26 00:00:00+00:00,,,13010065,6510.0,A
2003-05-27 00:00:00+00:00,,,13010065,5900.0,A
2003-05-28 00:00:00+00:00,,,13010065,6620.0,A
2003-05-29 00:00:00+00:00,,,13010065,7010.0,A
2003-05-30 00:00:00+00:00,,,13010065,6910.0,A
2003-05-31 00:00:00+00:00,,,13010065,6460.0,A
2003-06-01 00:00:00+00:00,,,13010065,5700.0,A
2003-06-02 00:00:00+00:00,,,13010065,4720.0,A
2003-06-03 00:00:00+00:00,,,13010065,4050.0,A
2003-06-04 00:00:00+00:00,,,13010065,3680.0,A
2003-06-05 00:00:00+00:00,,,13010065,3380.0,A
2003-06-06 00:00:00+00:00,,,13010065,3140.0,A
2003-06-07 00:00:00+00:00,,,13010065,2820.0,A
2003-06-08 00:00:00+00:00,,,13010065,2880.0,A
2003-06-09 00:00:00+00:00,,,13010065,2970.0,A
2003-06-10 00:00:00+00:00,,,13010065,2930.0,A
2003-06-11 00:00:00+00:00,,,13010065,2870.0,A
2003-06-12 00:00:00+00:00,,,13010065,2620.0,A
2003-06-13 00:00:00+00:00,,,13010065,2380.0,A
2003-06-14 00:00:00+00:00,,,13010065,2170.0,A
2003-06-15 00:00:00+00:00,,,13010065,2160.0,A
2003-06-16 00:00:00+00:00,,,13010065,2200.0,A
2003-06-17 00:00:00+00:00,,,13010065,2010.0,A
2003-06-18 00:00:00+00:00,,,13010065,1860.0,A
2003-06-19 00:00:00+00:00,,,13010065,1720.0,A
2003-06-20 00:00:00+00:00,,,13010065,1600.0,A
2003-06-21 00:00:00+00:00,,,13010065,1650.0,A
2003-06-22 00:00:00+00:00,,,13010065,1380.0,A
2003-06-23 00:00:00+00:00,,,13010065,1240.0,A
2003-06-24 00:00:00+00:00,,,13010065,1140.0,A
2003-06-25 00:00:00+00:00,,,13010065,1060.0,A
2003-06-26 00:00:00+00:00,,,13010065,1020.0,A
2003-06-27 00:00:00+00:00,,,13010065,976.0,A
2003-06-28 00:00:00+00:00,,,13010065,945.0,A
2003-06-29 00:00:00+00:00,,,13010065,925.0,A
2003-06-30 00:00:00+00:00,,,13010065,875.0,A
2003-07-01 00:00:00+00:00,,,13010065,840.0,A
2003-07-02 00:00:00+00:00,,,13010065,787.0,A
2003-07-03 00:00:00+00:00,,,13010065,739.0,A
2003-07-04 00:00:00+00:00,,,13010065,698.0,A
2003-07-05 00:00:00+00:00,,,13010065,662.0,A
2003-07-06 00:00:00+00:00,,,13010065,631.0,A
2003-07-07 00:00:00+00:00,,,13010065,604.0,A
2003-07-08 00:00:00+00:00,,,13010065,576.0,A
2003-07-09 00:00:00+00:00,,,13010065,554.0,A
2003-07-10 00:00:00+00:00,,,13010065,533.0,A
2003-07-11 00:00:00+00:00,,,13010065,518.0,A
2003-07-12 00:00:00+00:00,,,13010065,501.0,A
2003-07-13 00:00:00+00:00,,,13010065,479.0,A
2003-07-14 00:00:00+00:00,,,13010065,461.0,A
2003-07-15 00:00:00+00:00,,,13010065,449.0,A
2003-07-16 00:00:00+00:00,,,13010065,437.0,A
2003-07-17 00:00:00+00:00,,,13010065,427.0,A
2003-07-18 00:00:00+00:00,,,13010065,419.0,A
2003-07-19 00:00:00+00:00,,,13010065,409.0,A
2003-07-20 00:00:00+00:00,,,13010065,403.0,A
2003-07-21 00:00:00+00:00,,,13010065,394.0,A
