sids,uid,state,ll,name,elev
['USR0000CLSF 6'],66058,CA,"[-117.4389, 33.2889]",LAS FLORES CALIFORNIA,100.0
['USR0000CLST 6'],66059,CA,"[-120.9242, 35.6564]",LAS TABLAS CALIFORNIA,994.0
['USR0000CLTU 6'],66060,CA,"[-118.3608, 34.2936]",LITTLE TUJUNGA CALIFORNIA,1390.0
['USR0000CLVR 6'],66062,CA,"[-121.8136, 37.7119]",LIVERMORE CALIFORNIA,800.0
['USR0000CLYO 6'],66063,CA,"[-123.0736, 39.1258]",LYONS VALLEY CALIFORNIA,3200.0
['USR0000CLYT 6'],66064,CA,"[-117.4803, 34.2339]",LYTLE CREEK CALIFORNIA,2792.0
['USR0000CMAD 6'],66065,CA,"[-123.5239, 40.4633]",MAD RIVER CALIFORNIA,2775.0
['USR0000CMAL 6'],66066,CA,"[-118.6333, 34.0583]",MALIBU HILLS CALIFORNIA,1575.0
['USR0000CMAN 6'],66067,CA,"[-121.5803, 40.54]",MANZANITA LAKE CALIFORNIA,5660.0
['USR0000CMAP 6'],66068,CA,"[-123.9367, 40.7964]",MAPLE CREEK CALIFORNIA,1680.0
['USR0000CMAR 6'],66069,CA,"[-119.6047, 37.5128]",MARIPOSA GROVE CALIFORNIA,6400.0
['USR0000CMCB 6'],66070,CA,"[-117.0347, 34.0836]",MILL CREEK (BDF) CALIFORNIA,2950.0
['USR0000CMCG 6'],66072,CA,"[-123.6011, 39.3528]",MCGUIRES CALIFORNIA,593.0
['USR0000CMEA 6'],66073,CA,"[-116.5169, 34.3906]",MEANS LAKE CALIFORNIA,2900.0
['USR0000CMEN 6'],66074,CA,"[-122.945, 39.8075]",MENDOCINO PASS CALIFORNIA,5420.0
['USR0000CMER 6'],66075,CA,"[-120.0883, 37.6528]",MERCED RIVER CALIFORNIA,2600.0
['USR0000CMET 6'],66077,CA,"[-119.7681, 37.4094]",METCALF GAP CALIFORNIA,3077.0
['USR0000CMEY 6'],66078,CA,"[-120.0181, 38.8489]",MEYERS CALIFORNIA,6310.0
['USR0000CMID 6'],66079,CA,"[-115.4114, 35.1231]",MID HILLS CALIFORNIA,5413.0
['USR0000CMIL 6'],66080,CA,"[-118.0825, 34.3903]",MILL CREEK (ANF) CALIFORNIA,5021.0
['USR0000CMIO 6'],66081,CA,"[-118.8689, 36.2314]",MILO CALIFORNIA,1923.0
['USR0000CMLR 6'],66082,CA,"[-121.7789, 37.8172]",MALLORY RIDGE CALIFORNIA,2040.0
['USR0000CMNC 6'],66083,CA,"[-119.6481, 34.4614]",MONTECITO CALIFORNIA,1500.0
['USR0000CMOD 6'],66084,CA,"[-120.3536, 41.4589]",MODOC NWR CALIFORNIA,4380.0
['USR0000CMOJ 6'],66085,CA,"[-116.0794, 35.0531]",MOJAVE RIVER SINK CALIFORNIA,950.0
['USR0000CMOR 6'],66086,CA,"[-117.5019, 34.3175]",MORMON ROCK CALIFORNIA,3300.0
['USR0000CMOU 6'],66087,CA,"[-119.3711, 37.0544]",MOUNTAIN REST CALIFORNIA,4100.0
['USR0000CMRK 6'],66089,CA,"[-119.7667, 38.6833]",MARKLEEVILLE CALIFORNIA,5501.0
['USR0000CMS2 6'],66090,CA,"[-122.3156, 41.3156]",MT. SHASTA CALIFORNIA,
['USR0000CMSA 6'],66091,CA,"[-119.9869, 37.5042]",MARIPOSA CALIFORNIA,2231.0
['USR0000CMTD 6'],66092,CA,"[-121.9142, 37.8817]",MT. DIABLO CALIFORNIA,3849.0
['USR0000CMTZ 6'],66093,CA,"[-120.6511, 38.3894]",MOUNT ZION CALIFORNIA,2960.0
['USR0000CNFO 6'],66095,CA,"[-119.5047, 37.2331]",NORTH FORK CALIFORNIA,2720.0
['USR0000COAB 6'],66098,CA,"[-122.6056, 40.6506]",OAK BOTTOM CALIFORNIA,1326.0
['USR0000COAK 6'],66099,CA,"[-122.85, 41.8386]",OAK KNOLL CALIFORNIA,1940.0
['USR0000COAM 6'],66100,CA,"[-121.9833, 41.0064]",OAK MOUNTAIN CALIFORNIA,1700.0
['USR0000COCR 6'],66101,CA,"[-118.2594, 36.8425]",OAK CREEK CALIFORNIA,4855.0
['USR0000COJA 6'],66102,CA,"[-119.2303, 34.4483]",OJAI CALIFORNIA,765.0
['USR0000COKG 6'],66103,CA,"[-116.795, 33.3933]",OAK GROVE CALIFORNIA,2752.0
['USR0000COKN 6'],66104,CA,"[-122.2208, 37.865]",OAKLAND NORTH CALIFORNIA,1403.0
['USR0000COKO 6'],66105,CA,"[-118.7017, 36.1753]",OAK OPENING CALIFORNIA,3240.0
['USR0000COKS 6'],66106,CA,"[-122.1447, 37.7861]",OAKLAND SOUTH CALIFORNIA,1095.0
['USR0000COPA 6'],66107,CA,"[-117.1756, 35.1542]",OPAL MOUNTAIN CALIFORNIA,3240.0
['USR0000COWE 6'],66109,CA,"[-120.245, 38.7333]",OWENS CAMP LOC CALIFORNIA,5240.0
['USR0000COWV 6'],66110,CA,"[-118.5506, 37.39]",OWENS VALLEY CALIFORNIA,4640.0
['USR0000COZE 6'],66111,CA,"[-119.3539, 34.6819]",OZENA CALIFORNIA,3670.0
['USR0000CPAN 6'],66112,CA,"[-117.0878, 36.1203]",PANAMINT CALIFORNIA,6880.0
['USR0000CPAR 6'],66113,CA,"[-120.4319, 35.8989]",PARKFIELD CALIFORNIA,1535.0
['USR0000CPAT 6'],66114,CA,"[-122.8667, 40.295]",PATTY MOCUS CALIFORNIA,3500.0
['USR0000CPHI 6'],66117,CA,"[-116.6339, 33.0164]",PINE HILLS CALIFORNIA,
['USR0000CPIC 6'],66118,CA,"[-114.7322, 32.95]",PICACHO WASH CALIFORNIA,840.0
['USR0000CPIE 6'],66119,CA,"[-120.6422, 40.2461]",PIERCE CALIFORNIA,5700.0
['USR0000CPIH 6'],66120,CA,"[-119.0, 36.6853]",PINEHURST CALIFORNIA,4060.0
['USR0000CPIK 6'],66121,CA,"[-121.2025, 39.475]",PIKE COUNTY LOOKOUT CALIFORNIA,3714.0
['USR0000CPIL 6'],66122,CA,"[-121.0086, 38.8325]",PILOT HILL CALIFORNIA,1200.0
['USR0000CPIR 6'],66124,CA,"[-118.81, 34.4044]",PIRU CALIFORNIA,614.0
['USR0000CPKR 6'],66125,CA,"[-118.9425, 36.7242]",PARK RIDGE CALIFORNIA,7540.0
['USR0000CPNN 6'],66126,CA,"[-121.1472, 36.4708]",PINNACLES CALIFORNIA,1322.0
['USR0000CPOP 6'],66128,CA,"[-118.3833, 34.7325]",POPPY PARK CALIFORNIA,2760.0
['USR0000CPOT 6'],66130,CA,"[-116.6089, 32.6058]",POTRERO CALIFORNIA,2345.0
['USR0000CPOV 6'],66131,CA,"[-121.7706, 37.4431]",POVERTY CALIFORNIA,2066.0
['USR0000CPRD 6'],66132,CA,"[-120.7658, 36.7269]",PANOCHE ROAD CALIFORNIA,2032.0
['USR0000CPUL 6'],66133,CA,"[-122.2981, 37.475]",PULGAS CALIFORNIA,644.0
['USR0000CQUA 6'],66134,CA,"[-122.9336, 41.5992]",QUARTZ HILL CALIFORNIA,4225.0
['USR0000CQUI 6'],66135,CA,"[-120.9419, 39.9733]",QUINCY RD CALIFORNIA,3500.0
['USR0000CRAV 6'],66138,CA,"[-120.3164, 40.7308]",RAVENDALE CALIFORNIA,5298.0
['USR0000CRCH 6'],66139,CA,"[-116.4975, 33.2222]",RANCHITA CALIFORNIA,4415.0
['USR0000CRDR 6'],66140,CA,"[-121.1172, 39.3036]",READER RANCH CALIFORNIA,1968.0
['USR0000CREA 6'],66142,CA,"[-122.2906, 40.5158]",REDDING AIRPORT CALIFORNIA,500.0
['USR0000CRIC 6'],66145,CA,"[-114.7322, 34.0608]",RICE VALLEY CALIFORNIA,820.0
['USR0000CROC 6'],66147,CA,"[-118.6672, 37.5514]",ROCK CREEK,7040.0
['USR0000CROD 6'],66148,CA,"[-123.3211, 39.6681]",RODEO VALLEY,2428.0
['USR0000CROS 6'],66149,CA,"[-119.1842, 34.5431]",ROSE VALLEY CALIFORNIA,3331.0
['USR0000CROU 6'],66150,CA,"[-121.4639, 41.4272]",ROUND MOUNTAIN,5258.0
['USR0000CRSP 6'],66151,CA,"[-121.7355, 37.5019]",ROSE PEAK CALIFORNIA,3060.0
['USR0000CRTL 6'],66152,CA,"[-118.4217, 36.4069]",RATTLESNAKE CALIFORNIA,8600.0
['USR0000CRUS 6'],66153,CA,"[-120.8639, 41.2944]",RUSH CREEK CALIFORNIA,4800.0
['USR0000CRUT 6'],66154,CA,"[-123.3158, 40.2506]",RUTH CALIFORNIA,2732.0
['USR0000CSAC 6'],66155,CA,"[-122.1825, 39.4172]",SACRAMENTO NWR CALIFORNIA,120.0
['USR0000CSAD 6'],66156,CA,"[-117.8208, 34.6847]",SADDLEBACK BUTTE CALIFORNIA,2590.0
['USR0000CSAU 6'],66159,CA,"[-118.525, 34.425]",SAUGUS CALIFORNIA,1450.0
['USR0000CSAW 6'],66160,CA,"[-123.1322, 41.3003]",SAWYERS BAR CALIFORNIA,2192.0
['USR0000CSBB 6'],66161,CA,"[-119.0333, 33.4833]",SANTA BARBARA ISLAND CALIFORNI,176.0
['USR0000CSCI 6'],66162,CA,"[-119.7222, 33.9958]",SANTA CRUZ ISLAND CALIFORNIA,250.0
['USR0000CSCN 6'],66163,CA,"[-122.6967, 41.1117]",SCORPION CALIFORNIA,4400.0
['USR0000CSDC 6'],66164,CA,"[-122.9772, 39.425]",SODA CREEK CALIFORNIA,1773.0
['USR0000CSDD 6'],66165,CA,"[-120.8653, 39.6375]",SADDLEBACK CALIFORNIA,6670.0
['USR0000CSEC 6'],66166,CA,"[-120.8847, 39.1836]",SECRET TOWN CALIFORNIA,2826.0
['USR0000CSFD 6'],66167,CA,"[-117.9458, 34.1208]",SANTA FE DAM CALIFORNIA,500.0
['USR0000CSHA 6'],66168,CA,"[-119.2561, 37.135]",SHAVER CALIFORNIA,5746.0
['USR0000CSHH 6'],66169,CA,"[-123.9056, 41.1383]",SCHOOL HOUSE CALIFORNIA,2640.0
['USR0000CSHI 6'],66170,CA,"[-123.7917, 41.7358]",SHIP MTN. CALIFORNIA,5300.0
['USR0000CSHQ 6'],66171,CA,"[-118.9556, 36.5672]",SHADEQUARTER CALIFORNIA,4069.0
['USR0000CSIM 6'],66172,CA,"[-122.3733, 41.075]",SIMS CALIFORNIA,2400.0
['USR0000CSIV 6'],66173,CA,"[-118.8144, 34.2911]",SIMI VALLEY CALIFORNIA,914.0
['USR0000CSLA 6'],66175,CA,"[-123.3525, 41.8586]",SLATER BUTTE CALIFORNIA,4670.0
['USR0000CSMI 6'],66177,CA,"[-116.9736, 32.685]",SAN MIGUEL CALIFORNIA,425.0
['USR0000CSNL 6'],66178,CA,"[-120.7939, 37.1822]",SAN LUIS NWR CALIFORNIA,65.0
['USR0000CSNR 6'],66179,CA,"[-120.5978, 36.3478]",SANTA RITA CALIFORNIA,5000.0
['USR0000CSOL 6'],66181,CA,"[-121.5856, 40.9258]",SOLDIER MOUNTAIN CALIFORNIA,3710.0
['USR0000CSOM 6'],66182,CA,"[-123.4958, 41.39]",SOMES BAR CALIFORNIA,920.0
['USR0000CSQS 6'],66183,CA,"[-117.5683, 35.37]",SQUAW SPRINGS CALIFORNIA,3620.0
['USR0000CSQU 6'],66184,CA,"[-114.4944, 32.9083]",SQUAW LAKE CALIFORNIA,300.0
['USR0000CSRI 6'],66185,CA,"[-120.0778, 33.9778]",SANTA ROSA ISLAND CALIFORNIA,1298.0
['USR0000CSRO 6'],66186,CA,"[-117.2306, 33.5286]",SANTA ROSA PLATEAU CALIFORNIA,1980.0
['USR0000CSRS 6'],66187,CA,"[-122.7119, 38.4786]",SANTA ROSA CALIFORNIA,576.0
['USR0000CSTA 6'],66188,CA,"[-120.075, 39.4833]",STAMPEDE CALIFORNIA,6867.0
['USR0000CSTO 6'],66189,CA,"[-122.575, 39.3669]",STONYFORD CALIFORNIA,1200.0
['USR0000CSUF 6'],66190,CA,"[-122.4383, 40.9167]",SUGARLOAF (SHF) CALIFORNIA,4200.0
['USR0000CSUG 6'],66191,CA,"[-118.675, 36.7267]",SUGARLOAF CALIFORNIA,8120.0
['USR0000CSVA 6'],66192,CA,"[-122.4364, 37.5625]",SPRING VALLEY CALIFORNIA,1075.0
['USR0000CTAL 6'],66193,CA,"[-117.4858, 33.4781]",TALEGA CALIFORNIA,1203.0
['USR0000CTAN 6'],66194,CA,"[-117.7606, 34.2069]",TANBARK CALIFORNIA,2600.0
['USR0000CTAR 6'],66195,CA,"[-117.3589, 33.3722]",TARGET RANGE CALIFORNIA,918.0
['USR0000CTE2 6'],66197,CA,"[-118.7556, 34.4806]",TEMESCAL (LPF) CALIFORNIA,1140.0
['USR0000CTEM 6'],66198,CA,"[-118.6, 34.4833]",TEMESCAL CALIFORNIA,1060.0
['USR0000CTHO 6'],66200,CA,"[-122.6097, 39.8644]",THOMES CREEK CALIFORNIA,1040.0
['USR0000CTHS 6'],66201,CA,"[-118.87, 34.21]",THOUSAND OAKS CALIFORNIA,795.0
['USR0000CTIM 6'],66202,CA,"[-121.2981, 41.6294]",TIMBER MOUNTAIN CALIFORNIA,4960.0
['USR0000CTM2 6'],66203,CA,"[-117.4828, 33.7625]",TEMESCAL (CNF) CALIFORNIA,1125.0
['USR0000CTOM 6'],66204,CA,"[-119.1783, 37.3761]",MOUNT TOM CALIFORNIA,9018.0
['USR0000CTRA 6'],66205,CA,"[-122.0669, 37.8339]",LAS TRAMPAS CALIFORNIA,1760.0
['USR0000CTRI 6'],66206,CA,"[-122.8045, 40.7864]",TRINITY CAMP CALIFORNIA,3308.0
['USR0000CTRM 6'],66207,CA,"[-119.305, 36.9111]",TRIMMER CALIFORNIA,1540.0
['USR0000CTUO 6'],66208,CA,"[-119.3183, 37.8683]",GAYLOR MEADOW CALIFORNIA,9270.0
['USR0000CUHL 6'],66209,CA,"[-118.6333, 35.8889]",UHL / HOT SPRINGS,3720.0
['USR0000CUND 6'],66210,CA,"[-123.4953, 40.7219]",UNDERWOOD CALIFORNIA,2600.0
['USR0000CVAL 6'],66211,CA,"[-117.0086, 33.2372]",VALLEY CENTER CALIFORNIA,1483.0
['USR0000CVAN 6'],66212,CA,"[-121.7939, 41.6431]",VAN BREMMER CALIFORNIA,4928.0
['USR0000CVAY 6'],66213,CA,"[-117.8511, 34.4456]",VALYERMO CALIFORNIA,3780.0
['USR0000CVND 6'],66214,CA,"[-120.4861, 34.7586]",VANDENBERG CALIFORNIA,1050.0
['USR0000CWAK 6'],66215,CA,"[-119.4592, 38.5653]",WALKER CALIFORNIA,5440.0
['USR0000CWAL 6'],66216,CA,"[-118.0569, 35.6647]",WALKER PASS CALIFORNIA,5572.0
['USR0000CWAR 6'],66217,CA,"[-118.5786, 34.5958]",WARM SPRINGS CALIFORNIA,4930.0
['USR0000CWEA 6'],66219,CA,"[-122.9433, 40.735]",WEAVERVILLE CALIFORNIA,2100.0
['USR0000CWEE 6'],66220,CA,"[-122.4539, 41.4789]",WEED AIRPORT CALIFORNIA,2930.0
['USR0000CWES 6'],66221,CA,"[-120.9, 40.3067]",WESTWOOD CALIFORNIA,5800.0
['USR0000CWHC 6'],66222,CA,"[-120.8375, 39.3167]",WHITE CLOUD CALIFORNIA,4320.0
['USR0000CWHH 6'],66223,CA,"[-118.01, 33.9839]",WHITTIER HILLS CALIFORNIA,950.0
['USR0000CWHT 6'],66224,CA,"[-121.8994, 40.6194]",WHITMORE CALIFORNIA,2417.0
['USR0000CWIL 6'],66225,CA,"[-118.8408, 34.3717]",WILEY RIDGE CALIFORNIA,1645.0
['USR0000CWOF 6'],66226,CA,"[-118.4989, 35.7217]",WOFFORD HEIGHTS CALIFORNIA,3150.0
['USR0000CWOL 6'],66227,CA,"[-118.7033, 36.445]",WOLVERTON CALIFORNIA,5240.0
['USR0000CWOO 6'],66228,CA,"[-122.6447, 37.9906]",WOODACRE CALIFORNIA,1400.0
['USR0000CWPK 6'],66229,CA,"[-118.7403, 34.5686]",WHITAKER PEAK CALIFORNIA,4120.0
['USR0000CWWO 6'],66232,CA,"[-119.65, 37.8511]",WHITE WOLF CALIFORNIA,8025.0
['USR0000CYOL 6'],66233,CA,"[-123.0656, 40.3375]",YOLLA BOLLA CALIFORNIA,4524.0
['USR0000CYUC 6'],66234,CA,"[-116.4078, 34.1233]",YUCCA VALLEY CALIFORNIA,3260.0
['USR0000CYUR 6'],66235,CA,"[-123.8575, 41.2897]",YUROK CALIFORNIA,495.0
['USS0019L03S 6'],67638,CA,"[-119.94, 38.85]",HAGAN'S MEADOW,7776.0
['USS0019L05S 6'],67639,CA,"[-119.92, 38.61]",BLUE LAKES,8057.0
['USS0019L06S 6'],67640,CA,"[-119.63, 38.51]",POISON FLAT,7736.0
['USS0019L07S 6'],67641,CA,"[-119.6, 38.31]",SONORA PASS,8827.0
['USS0019L08S 6'],67642,CA,"[-119.55, 38.3]",LEAVITT MEADOWS,7198.0
['USS0019L13S 6'],67643,CA,"[-119.23, 38.07]",VIRGINIA LAKES RIDGE,9445.0
['USS0019L17S 6'],67644,CA,"[-119.37, 38.44]",LOBDELL LAKE,9233.0
['USS0019L19S 6'],67645,CA,"[-119.8, 38.55]",EBBETTS PASS,8765.0
['USS0019L24S 6'],67646,CA,"[-119.92, 38.92]",HEAVENLY VALLEY,8582.0
['USS0019L38S 6'],67647,CA,"[-119.61, 38.28]",LEAVITT LAKE,9617.0
['USS0019L39S 6'],67648,CA,"[-119.82, 38.67]",SPRATT CREEK,6115.0
['USS0019L40S 6'],67649,CA,"[-119.61, 38.67]",MONITOR PASS,8310.0
['USS0019L41S 6'],67650,CA,"[-119.89, 38.72]",BURNSIDE LAKE,8129.0
['USS0019L42S 6'],67651,CA,"[-119.54, 38.4]",SUMMIT MEADOW,9313.0
['USS0019L43S 6'],67652,CA,"[-119.96, 38.68]",FORESTDALE CREEK,8017.0
['USS0019L44S 6'],67653,CA,"[-119.89, 38.84]",HORSE MEADOW,8557.0
['USS0019L45S 6'],67654,CA,"[-119.99, 38.69]",CARSON PASS,8353.0
['USS0020H02S 6'],67672,CA,"[-120.75, 41.89]",CROWDER FLAT,5170.0
['USS0020H06S 6'],67673,CA,"[-120.3, 41.58]",CEDAR PASS,7030.0
['USS0020H12S 6'],67674,CA,"[-120.18, 41.99]",DISMAL SWAMP,7360.0
['USS0020H13S 6'],67675,CA,"[-120.79, 41.24]",ADIN MTN,6190.0
['USS0020K03S 6'],67676,CA,"[-120.28, 39.49]",INDEPENDENCE CREEK,6456.0
['USS0020K04S 6'],67677,CA,"[-120.29, 39.45]",INDEPENDENCE CAMP,7003.0
['USS0020K05S 6'],67678,CA,"[-120.31, 39.43]",INDEPENDENCE LAKE,8352.0
['USS0020K13S 6'],67679,CA,"[-120.18, 39.3]",TRUCKEE #2,6509.0
['USS0020K25S 6'],67680,CA,"[-120.22, 39.14]",WARD CREEK #3,6655.0
['USS0020K27S 6'],67681,CA,"[-120.15, 39.17]",TAHOE CITY CROSS,6797.0
['USS0020K30S 6'],67682,CA,"[-120.26, 39.19]",SQUAW VALLEY G.C.,8029.0
['USS0020K31S 6'],67683,CA,"[-120.37, 39.33]",CSS LAB,6855.0
['USS0020L02S 6'],67684,CA,"[-120.13, 39.0]",RUBICON #2,7689.0
['USS0020L06S 6'],67685,CA,"[-120.08, 38.85]",ECHO PEAK,7670.0
['USS0020L10S 6'],67686,CA,"[-120.05, 38.93]",FALLEN LEAF,6236.0
"['043257 2', 'USW00093193 6']",67772,CA,"[-119.8, 36.73333]",FRESNO,287.0
"['045377 2', 'USC00045377 6']",67777,CA,"[-122.13333, 38.01667]",MARTINEZ FIRE STATION,26.0
"['040503 2', 'USC00040503 6', 'BERC1 7']",67806,CA,"[-118.6438, 35.1658]",BEAR VALLEY F.D.,4100.0
['043955 2'],67811,CA,"[-122.9, 38.93333]",HIGHLAND SPRINGS RANCH,1480.0
['044708 2'],67866,CA,"[-122.38333, 40.86667]",LAKESHORE NO 2,1075.0
"['US1CABT0018 6', 'CABT0018 10']",69126,CA,"[-121.69257, 39.36913]",GRIDLEY 0.4 NNE,86.0
"['US1CAKN0017 6', 'CAKN0017 10']",69127,CA,"[-119.34834, 35.58318]",WASCO 0.8 SSW,325.0
"['US1CANV0041 6', 'CANV0041 10']",69128,CA,"[-121.00577, 39.23842]",NEVADA CITY 1.7 SSE,3168.0
"['US1CASD0090 6', 'CASD0090 10']",69129,CA,"[-116.97881, 32.76984]",LA MESA 2.6E,1014.0
"['US1CATH0024 6', 'CATH0024 10']",69130,CA,"[-122.19008, 40.02212]",GERBER-LAS FLORES 3.5 SW,272.0
"['US1CAAL0017 6', 'CAAL0017 10']",69615,CA,"[-122.19778, 37.84137]",OAKLAND 5.0 NNE,1312.0
"['US1CAAL0018 6', 'CAAL0018 10']",69616,CA,"[-122.22561, 37.85747]",BERKELEY 4.0 E,1148.0
"['US1CAPM0003 6', 'CAPM0003 10']",69617,CA,"[-121.22494, 40.31135]",CHESTER 0.9 NNE,4532.0
"['US1CASD0086 6', 'CASD0086 10']",69618,CA,"[-117.33075, 33.16575]",CARLSBAD 1.3ENE,194.0
"['US1CASD0091 6', 'CASD0091 10']",69619,CA,"[-116.917, 32.824]",EL CAJON 2.9 ENE,843.0
"['US1CASM0017 6', 'CASM0017 10']",69620,CA,"[-122.3295, 37.55035]",SAN MATEO 1.2 SW,114.0
"['US1CATH0030 6', 'CATH0030 10']",69621,CA,"[-122.1747, 40.12365]",RED BLUFF 4.9 SE,265.0
"['US1CABT0019 6', 'CABT0019 10']",69907,CA,"[-121.80277, 39.75254]",CHICO 0.2 ESE,257.0
"['US1CADN0008 6', 'CADN0008 10']",69908,CA,"[-124.14373, 41.86169]",CRESCENT CITY 7.8 NNE,95.0
"['US1CAOR0033 6', 'CAOR0033 10']",69909,CA,"[-117.81105, 33.69083]",IRVINE 2.2 NNW,62.0
"['US1CAOR0035 6', 'CAOR0035 10']",69910,CA,"[-117.62636, 33.66453]",MISSION VIEJO 3.9 NNE,1051.0
"['US1CASD0093 6', 'CASD0093 10']",69911,CA,"[-116.80879, 33.05623]",RAMONA 3.8 ENE,2018.0
"['US1CASH0064 6', 'CASH0064 10']",69912,CA,"[-122.4522, 40.4746]",ANDERSON 8.5 WNW,819.0
"['US1CASJ0011 6', 'CASJ0011 10']",69913,CA,"[-121.36648, 38.00111]",STOCKTON 2.5 NE,1.0
"['US1CASM0019 6', 'CASM0019 10']",69914,CA,"[-122.43829, 37.45502]",HALF MOON BAY 1.0 S,65.0
"['US1CAMT0031 6', 'CAMT0031 10']",70364,CA,"[-121.18884, 36.05978]",KING CITY 11.1 SSW,1354.0
"['US1CAOR0034 6', 'CAOR0034 10']",70365,CA,"[-117.69092, 33.63209]",LAKE FOREST 1.0 S,461.0
"['US1CASD0092 6', 'CASD0092 10']",70366,CA,"[-117.24503, 32.99071]",SOLANA BEACH 1.5E,291.0
"['US1CASK0011 6', 'CASK0011 10']",70367,CA,"[-122.30313, 41.29877]",MOUNT SHASTA 1.7 SSE,3593.0
"['US1CATH0037 6', 'CATH0037 10']",70368,CA,"[-122.34611, 40.16115]",RED BLUFF 5.7 W,490.0
"['US1CAAL0015 6', 'CAAL0015 10']",70589,CA,"[-122.21243, 37.78166]",OAKLAND 1.0 NE,129.0
"['US1CAAM0009 6', 'CAAM0009 10']",70590,CA,"[-120.6313, 38.4882]",VOLCANO 3.2 N,2426.0
"['US1CABT0011 6', 'CABT0011 10']",70591,CA,"[-121.79842, 39.73872]",CHICO 1.1 SSE,248.0
"['US1CAED0017 6', 'CAED0017 10']",70592,CA,"[-120.711, 38.73384]",CAMINO 2.0 WSW,2910.0
"['US1CAED0018 6', 'CAED0018 10']",70593,CA,"[-120.60462, 38.7575]",POLLOCK PINES 1.9 WNW,3849.0
"['US1CAHM0046 6', 'CAHM0046 10']",70594,CA,"[-124.12397, 41.0614]",TRINIDAD 1.0 ENE,287.0
"['US1CAHM0047 6', 'CAHM0047 10']",70595,CA,"[-123.9245, 40.6578]",HYDESVILLE 11.4 NE,2446.0
"['US1CASO0006 6', 'CASO0006 10']",70596,CA,"[-122.15704, 38.08642]",BENICIA 1.0 N,246.0
"['US1CASZ0027 6', 'CASZ0027 10']",70597,CA,"[-121.9811, 37.0572]",SANTA CRUZ 6.3 NNE,400.0
"['US1CATH0036 6', 'CATH0036 10']",70598,CA,"[-121.85593, 40.4375]",MANTON 0.8 ENE,2113.0
"['US1CATH0038 6', 'CATH0038 10']",70599,CA,"[-122.4149, 39.92904]",FLOURNOY 1.3 NE,533.0
"['US1CATH0039 6', 'CATH0039 10']",70600,CA,"[-122.11106, 40.09225]",LOS MOLINOS 4.5 N,235.0
"['US1CATH0042 6', 'CATH0042 10']",70601,CA,"[-122.5346, 40.01558]",RED BLUFF 19.0 SW,773.0
"['US1CATH0043 6', 'CATH0043 10']",70602,CA,"[-122.2047, 40.21606]",RED BLUFF 3.5 NNE,345.0
"['US1CAHM0048 6', 'CAHM0048 10']",70920,CA,"[-123.62789, 40.94729]",WILLOW CREEK 4.9 NNE,501.0
"['US1CALA0043 6', 'CALA0043 10']",70921,CA,"[-118.10733, 34.16192]",PASADENA 1.8 E,911.0
"['US1CALA0044 6', 'CALA0044 10']",70922,CA,"[-118.32809, 33.83396]",TORRANCE 0.7 E,92.0
"['US1CAMA0005 6', 'CAMA0005 10']",70923,CA,"[-119.71376, 37.25797]",COARSEGOLD 0.8 WSW,2296.0
"['US1CAOR0028 6', 'CAOR0028 10']",70924,CA,"[-117.94621, 33.77528]",GARDEN GROVE 0.8 ESE,85.0
"['US1CARV0028 6', 'CARV0028 10']",70925,CA,"[-117.58157, 33.92537]",NORCO 1.7 W,626.0
"['US1CASD0051 6', 'CASD0051 10']",70926,CA,"[-116.62554, 32.90577]",DESCANSO 3.7 NNW,3278.0
"['US1CASD0059 6', 'CASD0059 10']",70927,CA,"[-117.0656, 33.1474]",ESCONDIDO 0.8 NNE,734.0
"['US1CASD0061 6', 'CASD0061 10']",70928,CA,"[-116.91972, 32.77235]",EL CAJON 2.8SE,686.0
"['US1CASD0076 6', 'CASD0076 10']",70929,CA,"[-117.25587, 33.24987]",OCEANSIDE 8.1ENE,189.0
"['US1CASD0077 6', 'CASD0077 10']",70930,CA,"[-117.3439, 33.20541]",OCEANSIDE 2.2ENE,241.0
"['US1CASD0081 6', 'CASD0081 10']",70931,CA,"[-117.14963, 32.7441]",SAN DIEGO 2NNE,295.0
"['US1CASD0094 6', 'CASD0094 10']",70932,CA,"[-117.07872, 33.14734]",ESCONDIDO 2NNE,729.0
"['US1CASD0096 6', 'CASD0096 10']",70933,CA,"[-117.21059, 33.14657]",SAN MARCOS 2.6W,657.0
"['US1CASD0097 6', 'CASD0097 10']",70934,CA,"[-117.24189, 33.07942]",CARLSBAD 8.3SE,222.0
"['US1CASD0098 6', 'CASD0098 10']",70935,CA,"[-117.23677, 33.0487]",ENCINITAS 3.33ESE,207.0
"['US1CASO0004 6', 'CASO0004 10']",70936,CA,"[-122.08086, 38.41529]",VACAVILLE 7.2 WNW,1427.0
"['US1CAAL0020 6', 'CAAL0020 10']",71072,CA,"[-122.28749, 37.87764]",BERKELEY 0.9 NE,89.0
"['US1CAAL0022 6', 'CAAL0022 10']",71073,CA,"[-121.96907, 37.51302]",FREMONT 1.9 SE,32.0
"['US1CABT0013 6', 'CABT0013 10']",71074,CA,"[-121.48859, 39.53114]",OROVILLE 4.6 ENE,394.0
"['US1CADN0009 6', 'CADN0009 10']",71075,CA,"[-124.06359, 41.87114]",CRESCENT CITY 10.6 NE,1724.0
"['US1CAFR0016 6', 'CAFR0016 10']",71076,CA,"[-119.66538, 36.7881]",FRESNO 7.1 E,360.0
