sids,uid,state,ll,name,elev
['USS0007E36S 6'],67205,WY,"[-107.06, 44.4]",CLOUD PEAK RESERVOIR,9860.0
['USS0007F01S 6'],67206,WY,"[-107.06, 43.89]",BEAR TRAP MEADOW,8200.0
['USS0007F02S 6'],67207,WY,"[-107.18, 43.63]",MIDDLE POWDER,7760.0
['USS0007F06S 6'],67209,WY,"[-107.24, 43.47]",GRAVE SPRINGS,8550.0
['USS0007H03S 6'],67210,WY,"[-107.17, 41.11]",SANDSTONE RS,8150.0
['USS0007H04S 6'],67211,WY,"[-107.27, 41.05]",BATTLE MOUNTAIN,7440.0
['USS0007H05S 6'],67212,WY,"[-107.15, 41.3]",DIVIDE PEAK,8880.0
['USS0007H06S 6'],67213,WY,"[-107.26, 41.4]",SAGE CREEK BASIN,7850.0
['USS0008F01S 6'],67241,WY,"[-109.01, 43.66]",OWL CREEK,8975.0
['USS0008G03S 6'],67242,WY,"[-108.84, 42.57]",SOUTH PASS,9040.0
['USS0008G07S 6'],67243,WY,"[-108.9, 42.7]",TOWNSEND CREEK,8700.0
['USS0008G10S 6'],67245,WY,"[-108.9, 42.59]",DEER PARK,9700.0
['USS0009E03S 6'],67265,WY,"[-109.18, 44.03]",TIMBER CREEK,7950.0
['USS0009E07S 6'],67266,WY,"[-109.91, 44.73]",PARKER PEAK,9400.0
['USS0009E08S 6'],67267,WY,"[-109.66, 44.8]",WOLVERINE,7650.0
['USS0009E09S 6'],67268,WY,"[-109.24, 44.3]",MARQUETTE,8760.0
['USS0009E10S 6'],67269,WY,"[-109.57, 44.94]",BEARTOOTH LAKE,9360.0
['USS0009E11S 6'],67270,WY,"[-109.78, 44.65]",EVENING STAR,9200.0
['USS0009E13S 6'],67271,WY,"[-109.79, 44.38]",BLACKWATER,9780.0
['USS0009F04S 6'],67272,WY,"[-109.67, 43.7]",BURROUGHS CREEK,8750.0
['USS0009F08S 6'],67273,WY,"[-109.75, 43.5]",LITTLE WARM,9370.0
['USS0009F18S 6'],67274,WY,"[-109.82, 43.93]",YOUNTS PEAK,8350.0
['USS0009F21S 6'],67275,WY,"[-109.95, 43.11]",NEW FORK LAKE,8340.0
['USS0009F23S 6'],67276,WY,"[-109.76, 43.01]",ELKHART PARK G.S.,9400.0
['USS0009F24S 6'],67277,WY,"[-109.32, 43.86]",KIRWIN,9550.0
['USS0009F25S 6'],67278,WY,"[-109.45, 43.28]",COLD SPRINGS,9630.0
['USS0009F27S 6'],67279,WY,"[-109.17, 43.03]",ST. LAWRENCE ALT,8620.0
['USS0009F28S 6'],67280,WY,"[-109.88, 43.38]",GUNSIGHT PASS,9820.0
['USS0009G03S 6'],67281,WY,"[-109.09, 42.87]",HOBBS PARK,10100.0
['USS0009G09S 6'],67282,WY,"[-109.26, 42.65]",BIG SANDY OPENING,9080.0
['USS0010E03S 6'],67312,WY,"[-110.51, 44.72]",CANYON,7870.0
['USS0010E06S 6'],67313,WY,"[-110.16, 44.48]",SYLVAN LAKE,8420.0
['USS0010E07S 6'],67314,WY,"[-110.58, 44.37]",THUMB DIVIDE,7980.0
['USS0010E09S 6'],67315,WY,"[-110.67, 44.21]",LEWIS LAKE DIVIDE,7850.0
['USS0010E12S 6'],67317,WY,"[-110.67, 44.13]",SNAKE RIVER STATION,6920.0
['USS0010E15S 6'],67318,WY,"[-110.83, 44.13]",GRASSY LAKE,7265.0
['USS0010E17S 6'],67319,WY,"[-110.22, 44.15]",TWO OCEAN PLATEAU,9240.0
['USS0010E20S 6'],67320,WY,"[-110.14, 44.46]",SYLVAN ROAD,7120.0
['USS0010F02S 6'],67321,WY,"[-110.45, 43.95]",BASE CAMP,7030.0
['USS0010F09S 6'],67322,WY,"[-110.06, 43.75]",TOGWOTEE PASS,9580.0
['USS0010F15S 6'],67323,WY,"[-110.02, 43.25]",KENDALL R.S.,7740.0
['USS0010F16S 6'],67324,WY,"[-110.14, 43.17]",LOOMIS PARK,8240.0
['USS0010F17S 6'],67325,WY,"[-110.2, 43.13]",EAST RIM DIVIDE,7930.0
['USS0010F19S 6'],67326,WY,"[-110.13, 43.39]",GROS VENTRE SUMMIT,8750.0
['USS0010F23S 6'],67327,WY,"[-110.91, 43.52]",PHILLIPS BENCH,8200.0
['USS0010F29S 6'],67328,WY,"[-110.43, 43.34]",GRANITE CREEK,6770.0
['USS0010G02S 6'],67329,WY,"[-110.61, 42.96]",BLIND BULL SUM,8650.0
['USS0010G08S 6'],67330,WY,"[-110.91, 42.51]",SALT RIVER SUMMIT,7760.0
['USS0010G12S 6'],67331,WY,"[-110.81, 42.27]",KELLEY R.S.,8180.0
['USS0010G13S 6'],67332,WY,"[-110.53, 42.49]",SNIDER BASIN,8060.0
['USS0010G15S 6'],67333,WY,"[-110.59, 42.76]",TRIPLE PEAK,8500.0
['USS0010G20S 6'],67334,WY,"[-110.66, 42.53]",SPRING CREEK DIVIDE,9000.0
['USS0010G22S 6'],67335,WY,"[-110.68, 42.3]",INDIAN CREEK,9425.0
['USS0010G23S 6'],67336,WY,"[-110.84, 42.82]",WILLOW CREEK,8380.0
['USS0010G24S 6'],67337,WY,"[-110.68, 42.15]",HAMS FORK,7840.0
['USS0010G25S 6'],67338,WY,"[-110.81, 42.65]",COTTONWOOD CREEK,7670.0
"['481142 2', 'USC00481142 6', 'BFDW4 7']",67819,WY,"[-105.2483, 41.0844]",BUFORD 4SE,7673.0
"['US1WYAB0040 6', 'WYAB0040 10']",68874,WY,"[-105.86612, 41.43916]",LARAMIE 17.1 WNW,7255.0
"['US1WYAB0042 6', 'WYAB0042 10']",68875,WY,"[-105.5935, 41.1852]",LARAMIE 8.7 S,7311.0
"['US1WYAB0047 6', 'WYAB0047 10']",68876,WY,"[-105.6284, 41.31322]",LARAMIE 2.4 W,7178.0
"['US1WYAB0049 6', 'WYAB0049 10']",68877,WY,"[-105.5814, 41.33083]",LARAMIE 1.4 N,7172.0
"['US1WYAB0050 6', 'WYAB0050 10']",68878,WY,"[-105.52757, 41.28346]",LARAMIE 3.5 ESE,7436.0
"['US1WYAB0052 6', 'WYAB0052 10']",68879,WY,"[-105.56981, 41.32961]",LARAMIE 1.4 NNE,7252.0
"['US1WYAB0053 6', 'WYAB0053 10']",68880,WY,"[-105.57322, 41.30371]",LARAMIE 0.7 SE,7203.0
"['US1WYAB0059 6', 'WYAB0059 10']",68881,WY,"[-105.58503, 41.31556]",LARAMIE 0.3 NNW,7182.0
"['US1WYAB0065 6', 'WYAB0065 10']",68882,WY,"[-105.62591, 41.31451]",LARAMIE 2.2 W,7177.0
"['US1WYCM0021 6', 'WYCM0021 10']",68883,WY,"[-105.18277, 44.33972]",ROZET 4.4 NNE,4405.0
"['US1WYCR0013 6', 'WYCR0013 10']",68884,WY,"[-106.78172, 41.23594]",ENCAMPMENT 2.0 NNE,7168.0
"['US1WYFM0030 6', 'WYFM0030 10']",68885,WY,"[-108.68831, 42.69785]",LANDER 9.4 SSE,5817.0
"['US1WYGS0023 6', 'WYGS0023 10']",68886,WY,"[-104.29181, 41.91805]",YODER 0.1 ENE,4249.0
"['US1WYLM0125 6', 'WYLM0125 10']",68887,WY,"[-104.70588, 41.1918]",CHEYENNE 5.5 NE,6081.0
"['US1WYLM0126 6', 'WYLM0126 10']",68888,WY,"[-104.78927, 41.18064]",CHEYENNE 2.4 N,6196.0
"['US1WYLM0128 6', 'WYLM0128 10']",68889,WY,"[-104.98641, 41.23172]",CHEYENNE 11.7 WNW,6592.0
"['US1WYLM0129 6', 'WYLM0129 10']",68890,WY,"[-104.19116, 41.04207]",CARPENTER 8.3 E,5268.0
"['US1WYLM0131 6', 'WYLM0131 10']",68891,WY,"[-104.81491, 41.1858]",CHEYENNE 3.0 NNW,6223.0
"['US1WYNB0016 6', 'WYNB0016 10']",68892,WY,"[-104.79888, 42.80139]",KEELINE 3.7 NW,5211.0
"['US1WYNT0048 6', 'WYNT0048 10']",68893,WY,"[-106.33263, 42.80267]",CASPER 2.1 S (CLOSED),5598.0
"['US1WYPT0018 6', 'WYPT0018 10']",68894,WY,"[-104.7265, 42.1938]",GUERNSEY 5.1 S,4560.0
"['US1WYPT0019 6', 'WYPT0019 10']",68895,WY,"[-104.66398, 41.87115]",CHUGWATER 11.4 NE,
"['US1WYSW0007 6', 'WYSW0007 10']",68896,WY,"[-109.45161, 42.17444]",SUPERIOR 38.0 NW,6667.0
"['US1WYSW0019 6', 'WYSW0019 10']",68897,WY,"[-109.22247, 41.58507]",ROCK SPRINGS 0.9 S,6269.0
"['US1WYWS0012 6', 'WYWS0012 10']",68898,WY,"[-105.04568, 43.66058]",WRIGHT 23.4 ESE,4410.0
"['US1WYWS0013 6', 'WYWS0013 10']",68899,WY,"[-104.26937, 43.78646]",NEWCASTLE 5.2 SW,3957.0
"['US1WYAB0041 6', 'WYAB0041 10']",69566,WY,"[-106.01038, 41.109]",JELM 0.2 SE,7494.0
"['US1WYAB0048 6', 'WYAB0048 10']",69567,WY,"[-105.5812, 41.32252]",LARAMIE 0.8 N,7184.0
"['US1WYAB0062 6', 'WYAB0062 10']",69568,WY,"[-105.58329, 41.30829]",LARAMIE 0.2 S,7187.0
"['US1WYAB0067 6', 'WYAB0067 10']",69569,WY,"[-105.60445, 41.4216]",LARAMIE 7.7 N,7161.0
"['US1WYAB0071 6', 'WYAB0071 10']",69570,WY,"[-105.53351, 41.29784]",LARAMIE 2.7 ESE,7392.0
"['US1WYAB0075 6', 'WYAB0075 10']",69571,WY,"[-105.57837, 41.29892]",LARAMIE 0.9 SSE,7200.0
"['US1WYAB0076 6', 'WYAB0076 10']",69572,WY,"[-105.53651, 41.38325]",LARAMIE 5.5 NNE,7379.0
"['US1WYAB0077 6', 'WYAB0077 10']",69573,WY,"[-105.59046, 41.3162]",LARAMIE 0.5 NW,7167.0
"['US1WYCR0014 6', 'WYCR0014 10']",69574,WY,"[-107.31116, 41.77866]",RAWLINS 4.3 W,6965.0
"['US1WYCV0019 6', 'WYCV0019 10']",69575,WY,"[-105.38628, 42.73923]",DOUGLAS 1.2 SSE,4813.0
"['US1WYGS0025 6', 'WYGS0025 10']",69576,WY,"[-104.51919, 42.21391]",FORT LARAMIE 0.2 NW,4246.0
"['US1WYGS0027 6', 'WYGS0027 10']",69577,WY,"[-104.57166, 42.18174]",FORT LARAMIE 3.5 SW,4315.0
"['US1WYHS0008 6', 'WYHS0008 10']",69578,WY,"[-108.19411, 43.80259]",THERMOPOLIS 10.7 N,4352.0
"['US1WYJN0023 6', 'WYJN0023 10']",69579,WY,"[-106.76278, 44.05412]",BUFFALO 20.0 S,5017.0
"['US1WYJN0024 6', 'WYJN0024 10']",69580,WY,"[-106.69284, 44.34713]",BUFFALO 1.3 ENE,4681.0
"['US1WYLM0124 6', 'WYLM0124 10']",69581,WY,"[-104.90579, 41.2855]",CHEYENNE 11.3 NNW,6404.0
"['US1WYLM0127 6', 'WYLM0127 10']",69582,WY,"[-104.77125, 41.25201]",CHEYENNE 7.4 N,6060.0
"['US1WYLM0132 6', 'WYLM0132 10']",69583,WY,"[-104.82144, 41.14837]",CHEYENNE 1.5 W,6132.0
"['US1WYLM0133 6', 'WYLM0133 10']",69584,WY,"[-104.79882, 41.16206]",CHEYENNE 1.2 NNW,6088.0
"['US1WYLM0139 6', 'WYLM0139 10']",69585,WY,"[-104.77366, 41.23164]",CHEYENNE 6.0 N,6148.0
"['US1WYLM0142 6', 'WYLM0142 10']",69586,WY,"[-104.60914, 41.16301]",CHEYENNE 9.6 E,5893.0
"['US1WYLM0143 6', 'WYLM0143 10']",69587,WY,"[-104.05681, 41.17323]",PINE BLUFFS 0.8 SE,5206.0
"['US1WYLM0146 6', 'WYLM0146 10']",69588,WY,"[-104.78047, 41.16417]",CHEYENNE 1.4 NNE,6049.0
"['US1WYLM0148 6', 'WYLM0148 10']",69589,WY,"[-104.89516, 41.13749]",CHEYENNE 5.4 W,6233.0
"['US1WYLN0019 6', 'WYLN0019 10']",69590,WY,"[-110.96048, 42.97261]",STAR VALLEY RANCH 0.3 WNW,6253.0
"['US1WYNT0052 6', 'WYNT0052 10']",69591,WY,"[-106.29891, 42.82904]",CASPER 1.6 E,5298.0
"['US1WYPT0023 6', 'WYPT0023 10']",69592,WY,"[-105.08813, 42.33611]",GLENDO 12.0 SSW,5096.0
"['US1WYSH0026 6', 'WYSH0026 10']",69593,WY,"[-106.91534, 44.76967]",SHERIDAN 2.6 SE,3999.0
"['US1WYTT0020 6', 'WYTT0020 10']",69594,WY,"[-110.8109, 43.4908]",JACKSON 2.6 WNW,6269.0
"['US1WYAB0079 6', 'WYAB0079 10']",69851,WY,"[-105.60025, 41.31665]",LARAMIE 1.0 WNW,7152.0
"['US1WYCK0019 6', 'WYCK0019 10']",69852,WY,"[-104.6379, 44.72385]",HULETT 3.2 NW,4214.0
"['US1WYLM0138 6', 'WYLM0138 10']",69853,WY,"[-104.78966, 41.14294]",CHEYENNE 0.2 SE,6080.0
"['US1WYLM0145 6', 'WYLM0145 10']",69854,WY,"[-104.29914, 41.16713]",BURNS 3.5 ESE,5431.0
"['US1WYLM0147 6', 'WYLM0147 10']",69855,WY,"[-104.40834, 41.08923]",CARPENTER 4.1 NW,5539.0
"['US1WYNT0056 6', 'WYNT0056 10']",69856,WY,"[-106.13227, 42.85145]",EVANSVILLE 6.6 ESE,5177.0
"['US1WYPK0029 6', 'WYPK0029 10']",69857,WY,"[-108.75937, 44.80461]",POWELL 3.3 N,4398.0
"['US1WYPT0020 6', 'WYPT0020 10']",69858,WY,"[-105.23338, 41.83023]",WHEATLAND 20.8 SW,5424.0
"['US1WYSH0029 6', 'WYSH0029 10']",69859,WY,"[-106.90218, 44.57382]",STORY 0.8 W,5154.0
"['US1WYSH0030 6', 'WYSH0030 10']",69860,WY,"[-106.92589, 44.76896]",SHERIDAN 2.2 SE (CLOSED),4006.0
"['US1WYSW0023 6', 'WYSW0023 10']",69861,WY,"[-109.28218, 41.69798]",ROCK SPRINGS 7.6 NNW,6600.0
"['US1WYWH0012 6', 'WYWH0012 10']",69862,WY,"[-107.92335, 44.0373]",WORLAND 2.8 NE,4089.0
"['US1WYWH0013 6', 'WYWH0013 10']",69863,WY,"[-107.45092, 44.03078]",TEN SLEEP 0.3 SSW,4426.0
"['US1WYWS0016 6', 'WYWS0016 10']",69864,WY,"[-104.92206, 43.93337]",UPTON 18.8 SW,4782.0
"['US1WYAB0073 6', 'WYAB0073 10']",70336,WY,"[-105.57946, 41.32111]",LARAMIE 0.7 NNE,7199.0
"['US1WYAB0085 6', 'WYAB0085 10']",70337,WY,"[-105.56912, 41.30421]",LARAMIE 0.9 ESE,7210.0
"['US1WYFM0032 6', 'WYFM0032 10']",70338,WY,"[-108.74765, 42.81824]",LANDER 1.3 SW,5456.0
"['US1WYLM0144 6', 'WYLM0144 10']",70339,WY,"[-105.07895, 41.16579]",CHEYENNE 15.0 W,6514.0
"['US1WYNT0050 6', 'WYNT0050 10']",70340,WY,"[-106.3396, 42.83955]",CASPER 0.7 NW,5142.0
"['US1WYSH0028 6', 'WYSH0028 10']",70341,WY,"[-107.294, 44.90081]",DAYTON 2.4 NW (CLOSED),4228.0
"['US1WYSW0026 6', 'WYSW0026 10']",70342,WY,"[-109.46064, 41.50127]",GREEN RIVER 1.1 SSE,6241.0
"['US1WYPK0025 6', 'WYPK0025 10']",70526,WY,"[-109.03888, 44.50802]",CODY 1.0 SE,5102.0
"['US1WYPT0017 6', 'WYPT0017 10']",70527,WY,"[-104.94873, 42.10279]",WHEATLAND 3.6 N,4619.0
"['US1WYTT0028 6', 'WYTT0028 10']",70528,WY,"[-110.837, 43.3617]",JACKSON 8.6 SSW,6541.0
"['US1WYAB0045 6', 'WYAB0045 10']",70881,WY,"[-105.58533, 41.33546]",LARAMIE 1.7 N,7222.0
"['US1WYFM0037 6', 'WYFM0037 10']",70882,WY,"[-108.8652, 42.86299]",LANDER 7.3 WNW,6042.0
"['US1WYGS0024 6', 'WYGS0024 10']",70883,WY,"[-104.14758, 42.04684]",TORRINGTON 2.3 SE,4080.0
"['US1WYLM0156 6', 'WYLM0156 10']",70884,WY,"[-104.81376, 41.1719]",CHEYENNE 2.1 NNW,6142.0
"['US1WYNT0053 6', 'WYNT0053 10']",70885,WY,"[-106.35514, 42.76683]",CASPER 4.7 SSW,6262.0
"['US1WYNT0068 6', 'WYNT0068 10']",70886,WY,"[-106.34218, 42.81127]",CASPER 1.6 SSW,5410.0
"['US1WYPK0028 6', 'WYPK0028 10']",70887,WY,"[-109.03838, 44.51927]",CODY 0.8 E,5070.0
"['US1WYPT0025 6', 'WYPT0025 10']",70888,WY,"[-104.75064, 42.26481]",GUERNSEY 0.3 WSW,
"['US1WYSL0009 6', 'WYSL0009 10']",70889,WY,"[-109.8683, 42.8755]",PINEDALE 0.7 NNW,7213.0
"['US1WYWH0014 6', 'WYWH0014 10']",70890,WY,"[-108.164, 43.858]",WORLAND 14.4 SW,4216.0
"['US1WYAB0091 6', 'WYAB0091 10']",71023,WY,"[-105.57938, 41.30865]",LARAMIE 0.2 SE,7197.0
"['US1WYPT0024 6', 'WYPT0024 10']",71024,WY,"[-105.08519, 42.45454]",GLENDO 4.6 SW,4762.0
"['US1WYSH0031 6', 'WYSH0031 10']",71025,WY,"[-107.26312, 44.87667]",DAYTON 0.3 N,3919.0
"['US1WYSH0032 6', 'WYSH0032 10']",71026,WY,"[-106.92212, 44.56673]",SHERIDAN 15.7 S,5372.0
"['US1WYCM0024 6', 'WYCM0024 10']",71402,WY,"[-105.61055, 44.09722]",GILLETTE 13.5 SSW,4858.0
"['US1WYCR0016 6', 'WYCR0016 10']",71403,WY,"[-107.45062, 42.35604]",MUDDY GAP 0.5 NE,6337.0
"['US1WYFM0033 6', 'WYFM0033 10']",71404,WY,"[-108.50495, 42.93917]",RIVERTON 8.1 SW,5071.0
"['US1WYJN0026 6', 'WYJN0026 10']",71405,WY,"[-106.70051, 44.34965]",BUFFALO 1.0 ENE,4652.0
"['US1WYLM0137 6', 'WYLM0137 10']",71406,WY,"[-104.87756, 41.64972]",CHUGWATER 7.9 SSW,5894.0
"['US1WYNT0064 6', 'WYNT0064 10']",71407,WY,"[-106.34467, 42.81802]",CASPER 1.3 SW,5315.0
"['US1WYSH0033 6', 'WYSH0033 10']",71408,WY,"[-106.9281, 44.5654]",STORY 2.1 WSW,5434.0
"['US1WYTT0026 6', 'WYTT0026 10']",71409,WY,"[-110.72878, 43.31739]",JACKSON 11.0 S,6060.0
"['US1WYAB0097 6', 'WYAB0097 10']",71652,WY,"[-105.57633, 41.30686]",LARAMIE 0.4 SE,7200.0
"['US1WYAB0098 6', 'WYAB0098 10']",71653,WY,"[-105.52256, 41.29726]",LARAMIE 3.3 ESE,7480.0
"['US1WYCR0018 6', 'WYCR0018 10']",71654,WY,"[-106.41754, 41.68421]",ELK MOUNTAIN 0.3 SW,7288.0
"['US1WYLM0164 6', 'WYLM0164 10']",71655,WY,"[-104.79256, 41.20269]",CHEYENNE 4.0 N,6193.0
"['US1WYSH0035 6', 'WYSH0035 10']",71656,WY,"[-107.05613, 44.77055]",SHERIDAN 5.1 WSW,3913.0
"['US1WYSH0036 6', 'WYSH0036 10']",71657,WY,"[-106.96397, 44.8359]",SHERIDAN 3.0 N,3719.0
"['US1WYSH0037 6', 'WYSH0037 10']",71658,WY,"[-106.97048, 44.81163]",SHERIDAN 1.5 NNW,3828.0
"['US1WYAB0044 6', 'WYAB0044 10']",72003,WY,"[-105.5805, 41.30468]",LARAMIE 0.4 SSE,7189.0
"['US1WYAB0108 6', 'WYAB0108 10']",72004,WY,"[-106.1313, 41.3122]",CENTENNIAL 1.1 NNE,8192.0
"['US1WYAB0109 6', 'WYAB0109 10']",72005,WY,"[-105.87423, 41.16953]",LARAMIE 18.0 WSW,7333.0
"['US1WYBH0013 6', 'WYBH0013 10']",72006,WY,"[-108.05753, 44.50376]",GREYBULL 0.9 N,3769.0
"['US1WYCM0022 6', 'WYCM0022 10']",72007,WY,"[-105.591, 44.294]",GILLETTE 3.7 WNW,4722.0
"['US1WYFM0038 6', 'WYFM0038 10']",72008,WY,"[-108.73433, 42.82965]",LANDER 0.3 W,5378.0
"['US1WYFM0039 6', 'WYFM0039 10']",72009,WY,"[-108.67566, 42.70168]",LANDER 9.3 SSE,5796.0
"['US1WYLN0022 6', 'WYLN0022 10']",72010,WY,"[-110.94206, 42.67956]",AFTON 3.3 SSW,6298.0
"['US1WYAB0115 6', 'WYAB0115 10']",72127,WY,"[-105.54527, 41.37246]",LARAMIE 4.7 NNE,7340.0
"['US1WYAB0118 6', 'WYAB0118 10']",72128,WY,"[-105.53049, 41.28246]",LARAMIE 3.4 SE,7412.0
"['US1WYCR0017 6', 'WYCR0017 10']",72129,WY,"[-106.73315, 41.34356]",SARATOGA 8.5 SSE,7005.0
"['US1WYAB0090 6', 'WYAB0090 10']",75354,WY,"[-105.56222, 41.30538]",LARAMIE 1.1 ESE,7227.0
"['US1WYAB0116 6', 'WYAB0116 10']",75355,WY,"[-105.57033, 41.30411]",LARAMIE 0.8 SE,7206.0
"['US1WYAB0127 6', 'WYAB0127 10']",75356,WY,"[-105.75942, 41.74672]",ROCK RIVER 11.1 E,7151.0
"['US1WYFM0040 6', 'WYFM0040 10']",75357,WY,"[-108.74954, 42.83811]",LANDER 1.2 WNW,5378.0
"['US1WYHS0014 6', 'WYHS0014 10']",75358,WY,"[-108.21335, 43.6394]",THERMOPOLIS 0.6 S,4346.0
"['US1WYJN0028 6', 'WYJN0028 10']",75359,WY,"[-106.63105, 44.18125]",BUFFALO 11.9 SSE,
"['US1WYLM0141 6', 'WYLM0141 10']",75360,WY,"[-104.92097, 41.1796]",CHEYENNE 7.1 WNW,6253.0
"['US1WYNT0065 6', 'WYNT0065 10']",75361,WY,"[-106.3594, 42.7386]",CASPER 6.7 SSW,7962.0
"['US1WYNT0071 6', 'WYNT0071 10']",75362,WY,"[-106.32805, 42.83619]",CASPER 0.3 N,
"['US1WYPK0031 6', 'WYPK0031 10']",75363,WY,"[-109.01032, 44.5363]",CODY 2.4 ENE,4956.0
"['US1WYSW0028 6', 'WYSW0028 10']",75364,WY,"[-109.22077, 41.59164]",ROCK SPRINGS 0.4 S,6261.0
"['US1WYUN0015 6', 'WYUN0015 10']",75365,WY,"[-111.01838, 41.32513]",EVANSTON 5.4 NNW,6612.0
"['US1WYWS0015 6', 'WYWS0015 10']",75366,WY,"[-104.79166, 43.53778]",NEWCASTLE 36.1 SW,4141.0
"['US1WYAB0117 6', 'WYAB0117 10']",75728,WY,"[-105.50688, 41.39138]",LARAMIE 6.8 NE,7475.0
"['US1WYNT0072 6', 'WYNT0072 10']",75730,WY,"[-106.34549, 42.81808]",CASPER 1.3 SW,5320.0
"['US1WYAB0103 6', 'WYAB0103 10']",76140,WY,"[-105.79662, 41.19967]",LARAMIE 13.5 SW,7280.0
"['US1WYCM0027 6', 'WYCM0027 10']",76141,WY,"[-105.5668, 44.2267]",GILLETTE 4.5 SSW,
"['US1WYPK0030 6', 'WYPK0030 10']",76142,WY,"[-109.47398, 44.29958]",CODY 25.7 SW,6008.0
"['US1WYSL0010 6', 'WYSL0010 10']",76143,WY,"[-110.35661, 42.94614]",DANIEL 15.6 WNW,7720.0
"['US1WYAB0132 6', 'WYAB0132 10']",77429,WY,"[-105.5985, 41.31469]",LARAMIE 0.8 WNW,7158.0
"['US1WYAB0134 6', 'WYAB0134 10']",77430,WY,"[-106.0029, 41.45803]",ROCK RIVER 18.9 S,
"['US1WYAB0136 6', 'WYAB0136 10']",77431,WY,"[-105.60098, 41.31031]",LARAMIE 0.9 W,
"['US1WYAB0137 6', 'WYAB0137 10']",77432,WY,"[-105.58913, 41.30875]",LARAMIE 0.4 WSW,7177.0
"['US1WYBH0016 6', 'WYBH0016 10']",77433,WY,"[-107.86258, 44.65973]",SHELL 9.5 NNW,5014.0
"['US1WYCK0017 6', 'WYCK0017 10']",77434,WY,"[-104.28108, 44.53281]",SUNDANCE 10.0 NNE,4313.0
"['US1WYCK0020 6', 'WYCK0020 10']",77435,WY,"[-104.72779, 44.32668]",MOORCROFT 11.9 ENE,4285.0
"['US1WYLM0176 6', 'WYLM0176 10']",77436,WY,"[-104.77678, 41.17028]",CHEYENNE 1.9 NNE,6088.0
"['US1WYSL0011 6', 'WYSL0011 10']",77437,WY,"[-109.95399, 42.68854]",BIG PINEY 13.1 NE,7088.0
"['US1WYSW0030 6', 'WYSW0030 10']",77438,WY,"[-109.2645, 41.6535]",ROCK SPRINGS 4.4 NNW,6498.0
"['US1WYSW0031 6', 'WYSW0031 10']",77439,WY,"[-109.22685, 41.58355]",ROCK SPRINGS 1.0 SSW,6251.0
"['US1WYWH0017 6', 'WYWH0017 10']",77440,WY,"[-107.95661, 44.01374]",WORLAND 0.6 N,4069.0
['USS0006H26S 6'],77456,WY,"[-106.71, 41.06]",BLACKHALL MTN,9820.0
['USS0006H27S 6'],77457,WY,"[-106.35, 41.38]",MED BOW,10500.0
['USS0007E05S 6'],77466,WY,"[-107.01, 44.35]",SOLDIER PARK,8720.0
['USS0007E32S 6'],77467,WY,"[-107.2, 44.58]",BIG GOOSE,7990.0
['USS0007E39S 6'],77468,WY,"[-107.41, 44.81]",TIE CREEK,6870.0
['USS0007E40S 6'],77469,WY,"[-107.18, 44.54]",LITTLE GOOSE,8870.0
['USS0009F20S 6'],77475,WY,"[-109.38, 43.67]",CASTLE CREEK,8400.0
['USS0009G06S 6'],77476,WY,"[-109.09, 42.58]",LARSEN CREEK,9000.0
['USS0009G11S 6'],77477,WY,"[-109.41, 42.71]",POCKET CREEK,9360.0
['USS0010F30S 6'],77484,WY,"[-110.93, 43.78]",GRAND TARGHEE,9260.0
"['US1WYAB0133 6', 'WYAB0133 10']",77970,WY,"[-105.595, 41.341]",LARAMIE 1.3 NNW,7167.0
"['US1WYAB0135 6', 'WYAB0135 10']",77971,WY,"[-105.57713, 41.33239]",LARAMIE 1.5 NNE,7198.0
"['US1WYNT0060 6', 'WYNT0060 10']",77972,WY,"[-106.27884, 42.8327]",CASPER 2.6 E,5318.0
"['US1WYNT0077 6', 'WYNT0077 10']",77973,WY,"[-106.27522, 43.41136]",MIDWEST 0.1 E,4869.0
"['US1WYPK0033 6', 'WYPK0033 10']",77974,WY,"[-109.06907, 44.50993]",CODY 1.0 SW,5139.0
"['US1WYSH0044 6', 'WYSH0044 10']",77975,WY,"[-106.9294, 44.5765]",STORY 2.1 W,5435.0
"['US1WYAB0138 6', 'WYAB0138 10']",78602,WY,"[-105.553, 41.32378]",LARAMIE 1.8 ENE,7305.0
"['US1WYBH0017 6', 'WYBH0017 10']",78603,WY,"[-107.87585, 44.51709]",GREYBULL 9.1 ENE,4207.0
"['US1WYFM0050 6', 'WYFM0050 10']",78604,WY,"[-108.74129, 42.85269]",LANDER 1.7 NNW,5352.0
"['US1WYFM0052 6', 'WYFM0052 10']",78605,WY,"[-108.41502, 43.02845]",RIVERTON 0.5 S,5073.0
"['US1WYHS0015 6', 'WYHS0015 10']",78606,WY,"[-108.17339, 43.68342]",THERMOPOLIS 3.2 NE,4312.0
"['US1WYLM0170 6', 'WYLM0170 10']",78607,WY,"[-105.00016, 41.21839]",CHEYENNE 11.9 WNW,6663.0
"['US1WYLM0177 6', 'WYLM0177 10']",78608,WY,"[-104.75304, 41.13882]",CHEYENNE 2.1 ESE,6024.0
"['US1WYLM0178 6', 'WYLM0178 10']",78609,WY,"[-104.81399, 41.18464]",CHEYENNE 2.9 NNW,6234.0
"['US1WYLM0179 6', 'WYLM0179 10']",78610,WY,"[-104.07279, 41.18699]",PINE BLUFFS 0.5 NNW,5041.0
"['US1WYLM0180 6', 'WYLM0180 10']",78611,WY,"[-104.40022, 41.18549]",BURNS 2.2 W,5548.0
