,nrcs_id,inu_pc_smn,inu_pc_smx,inu_pc_slt,inu_pc_umn,inu_pc_umx,inu_pc_ult,lka_pc_sse,lka_pc_use,dor_pc_pva,slp_dg_sav,slp_dg_uav,sgr_dk_sav,tmp_dc_uyr,ari_ix_sav,ari_ix_uav,cmi_ix_uyr,snw_pc_uyr,glc_pc_s01,glc_pc_s02,glc_pc_s03,glc_pc_s04,glc_pc_s05,glc_pc_s06,glc_pc_s07,glc_pc_s08,glc_pc_s09,glc_pc_s10,glc_pc_s11,glc_pc_s12,glc_pc_s13,glc_pc_s14,glc_pc_s15,glc_pc_s16,glc_pc_s17,glc_pc_s18,glc_pc_s19,glc_pc_s20,glc_pc_s21,glc_pc_s22,glc_pc_u01,glc_pc_u02,glc_pc_u03,glc_pc_u04,glc_pc_u05,glc_pc_u06,glc_pc_u07,glc_pc_u08,glc_pc_u09,glc_pc_u10,glc_pc_u11,glc_pc_u12,glc_pc_u13,glc_pc_u14,glc_pc_u15,glc_pc_u16,glc_pc_u17,glc_pc_u18,glc_pc_u19,glc_pc_u20,glc_pc_u21,glc_pc_u22,wet_pc_sg1,wet_pc_sg2,wet_pc_ug1,wet_pc_ug2,for_pc_sse,for_pc_use,crp_pc_sse,crp_pc_use,pst_pc_sse,pst_pc_use,ire_pc_sse,ire_pc_use,gla_pc_sse,gla_pc_use,prm_pc_sse,prm_pc_use,pac_pc_sse,pac_pc_use,cly_pc_sav,cly_pc_uav,slt_pc_sav,slt_pc_uav,snd_pc_sav,snd_pc_uav,soc_th_sav,soc_th_uav,swc_pc_syr,swc_pc_uyr,swc_pc_s01,swc_pc_s02,swc_pc_s03,swc_pc_s04,swc_pc_s05,swc_pc_s06,swc_pc_s07,swc_pc_s08,swc_pc_s09,swc_pc_s10,swc_pc_s11,swc_pc_s12,kar_pc_sse,kar_pc_use,ero_kh_sav,ero_kh_uav,ppd_pk_sav,ppd_pk_uav,urb_pc_sse,urb_pc_use,nli_ix_sav,nli_ix_uav,rdd_mk_sav,rdd_mk_uav,hft_ix_s93,hft_ix_u93,hft_ix_s09,hft_ix_u09,gwt_cm_sav,run_mm_syr,lkv_mc_usu,rev_mc_usu,ria_ha_ssu,ria_ha_usu,riv_tc_ssu,riv_tc_usu,pre_mm_uyr,pet_mm_syr,pet_mm_s01,pet_mm_s02,pet_mm_s03,pet_mm_s04,pet_mm_s05,pet_mm_s06,pet_mm_s07,pet_mm_s08,pet_mm_s09,pet_mm_s10,pet_mm_s11,pet_mm_s12,pet_mm_uyr,aet_mm_syr,aet_mm_s01,aet_mm_s02,aet_mm_s03,aet_mm_s04,aet_mm_s05,aet_mm_s06,aet_mm_s07,aet_mm_s08,aet_mm_s09,aet_mm_s10,aet_mm_s11,aet_mm_s12,aet_mm_uyr,pop_ct_ssu,pop_ct_usu,clz_cl_smj,cls_cl_smj,glc_cl_smj,pnv_cl_smj,wet_cl_smj,tbi_cl_smj,tec_cl_smj,fmh_cl_smj,fec_cl_smj,lit_cl_smj,SUB_AREA,UP_AREA,COAST,ORDER_,ENDO
284,06661000:WY:USGS,0,0,2,0,0,2,7,7,1897,40,42,125,52,40,40,-60,21,0,0,0,25,0,0,0,0,0,0,0,54,18,0,0,2,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,52,18,0,0,2,0,0,0,0,0,0,7,6,6,5,25,27,8,9,80,79,6,6,0,0,0,0,4,4,17,17,35,35,48,48,26,27,36,36,39,40,41,42,42,40,34,29,27,28,30,32,25,25,544,565,3.562000036239624,3.8489999771118164,0,0,171,200,110,111,47,47,51,51,670,65,799,767,1429.9739990234375,1358.9019775390625,7126.76611328125,6996.248046875,385,981,18,25,46,78,120,155,178,154,103,61,27,17,981,331,6,9,18,32,50,59,58,44,27,16,7,5,335,42.58399963378906,42.4739990234375,8,45,12,10,11.0,5,353,7,143,1,11937.4,11937.4,0,3,0
285,13118700:ID:USGS,0,0,1,0,0,1,1,1,0,79,79,151,33,37,37,-63,29,0,0,0,36,0,0,0,0,1,0,0,52,6,1,0,5,0,0,0,0,0,0,0,0,0,36,0,0,0,0,1,0,0,52,6,1,0,5,0,0,0,0,0,0,3,3,3,3,36,36,6,6,52,52,7,7,0,0,1,1,2,3,16,16,37,37,47,47,23,23,34,34,40,44,46,45,42,38,31,24,22,22,25,30,32,32,2037,2036,0.4560000002384186,0.4569999873638153,0,0,135,100,35,34,31,32,33,33,402,142,87,0,2819.827880859375,2819.824951171875,20039.32421875,20039.318359375,324,935,10,18,40,74,119,149,182,156,99,56,21,10,935,283,4,7,17,31,47,53,51,35,21,12,5,2,283,7.663000106811523,7.663000106811523,8,45,12,12,10.0,8,394,6,122,6,16791.2,16791.2,0,2,2
286,06233000:WY:USGS,0,1,2,0,0,2,4,4,387,65,65,188,46,37,37,-64,22,0,0,0,22,0,0,0,0,0,0,4,61,10,2,0,2,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,4,61,10,2,0,2,0,0,0,0,0,0,3,2,3,3,22,22,4,4,68,68,3,3,0,0,2,2,8,8,16,15,36,36,48,48,20,20,32,32,36,38,39,40,40,37,31,24,23,25,27,30,18,18,1775,1776,1.4769999980926514,1.4830000400543213,0,0,154,200,56,55,37,37,40,40,645,84,1499,1128,5710.48193359375,5708.9482421875,47457.4140625,47456.20703125,317,965,14,22,46,78,120,154,183,157,98,56,23,13,964,274,4,7,15,27,43,52,50,35,21,12,5,3,274,60.52399826049805,60.45000076293945,8,54,12,12,11.0,13,438,6,142,3,41020.1,41020.1,0,2,0
287,09257000:WY:USGS,0,0,1,0,0,1,1,1,103,64,64,152,42,40,40,-60,32,0,0,0,47,0,0,0,0,0,0,1,40,12,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,1,40,12,0,0,0,0,0,0,0,0,0,1,1,1,1,47,47,6,6,66,66,2,2,0,0,0,0,10,10,17,17,36,36,47,47,28,28,38,38,45,49,51,50,46,38,30,25,24,26,31,36,5,5,1307,1310,1.7680000066757202,1.774999976158142,0,0,179,200,59,59,34,34,37,37,567,69,173,135,3001.0791015625,3001.072998046875,25021.12890625,25021.14453125,390,1012,15,23,46,81,127,163,185,160,107,63,27,15,1012,336,6,10,22,39,56,58,52,38,25,16,8,5,336,37.8390007019043,37.8380012512207,8,45,4,12,11.0,13,438,4,130,3,21303.2,21303.2,0,2,0
288,09260000:CO:USGS,0,0,1,0,0,1,1,1,103,64,64,152,42,40,40,-60,32,0,0,0,47,0,0,0,0,0,0,1,40,12,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,1,40,12,0,0,0,0,0,0,0,0,0,1,1,1,1,47,47,6,6,66,66,2,2,0,0,0,0,10,10,17,17,36,36,47,47,28,28,38,38,45,49,51,50,46,38,30,25,24,26,31,36,5,5,1307,1310,1.7680000066757202,1.774999976158142,0,0,179,200,59,59,34,34,37,37,567,69,173,135,3001.0791015625,3001.072998046875,25021.12890625,25021.14453125,390,1012,15,23,46,81,127,163,185,160,107,63,27,15,1012,336,6,10,22,39,56,58,52,38,25,16,8,5,336,37.8390007019043,37.8380012512207,8,45,4,12,11.0,13,438,4,130,3,21303.2,21303.2,0,2,0
289,09253000:CO:USGS,0,0,1,0,0,1,1,1,103,64,64,152,42,40,40,-60,32,0,0,0,47,0,0,0,0,0,0,1,40,12,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,1,40,12,0,0,0,0,0,0,0,0,0,1,1,1,1,47,47,6,6,66,66,2,2,0,0,0,0,10,10,17,17,36,36,47,47,28,28,38,38,45,49,51,50,46,38,30,25,24,26,31,36,5,5,1307,1310,1.7680000066757202,1.774999976158142,0,0,179,200,59,59,34,34,37,37,567,69,173,135,3001.0791015625,3001.072998046875,25021.12890625,25021.14453125,390,1012,15,23,46,81,127,163,185,160,107,63,27,15,1012,336,6,10,22,39,56,58,52,38,25,16,8,5,336,37.8390007019043,37.8380012512207,8,45,4,12,11.0,13,438,4,130,3,21303.2,21303.2,0,2,0
290,15290000:AK:USGS,1,1,2,1,2,2,2,2,0,205,205,551,-43,125,125,18,62,0,0,0,1,0,2,0,0,6,0,6,5,0,46,8,0,0,1,0,1,23,0,0,0,0,1,0,2,0,0,6,0,6,5,0,46,8,0,0,1,0,1,23,0,1,0,1,0,4,4,0,0,0,0,0,0,13,13,46,46,8,8,10,9,40,38,50,49,126,126,89,89,99,100,100,98,91,82,75,74,78,85,92,97,0,0,5146,5144,0.0,0.0,0,0,214,200,68,68,22,22,20,20,569,709,56,0,2387.6201171875,2387.6201171875,21887.59765625,21887.609375,513,420,0,2,9,29,64,95,101,73,35,10,1,0,420,335,0,2,9,28,57,76,75,53,27,8,0,0,335,0.0,0.0,6,20,14,13,1.0,11,405,5,103,9,5749.4,5749.6,0,1,0
291,06235500:WY:USGS,0,1,2,0,0,2,4,4,387,65,65,188,46,37,37,-64,22,0,0,0,22,0,0,0,0,0,0,4,61,10,2,0,2,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,4,61,10,2,0,2,0,0,0,0,0,0,3,2,3,3,22,22,4,4,68,68,3,3,0,0,2,2,8,8,16,15,36,36,48,48,20,20,32,32,36,38,39,40,40,37,31,24,23,25,27,30,18,18,1775,1776,1.4769999980926514,1.4830000400543213,0,0,154,200,56,55,37,37,40,40,645,84,1499,1128,5710.48193359375,5708.9482421875,47457.4140625,47456.20703125,317,965,14,22,46,78,120,154,183,157,98,56,23,13,964,274,4,7,15,27,43,52,50,35,21,12,5,3,274,60.52399826049805,60.45000076293945,8,54,12,12,11.0,13,438,6,142,3,41020.1,41020.1,0,2,0
292,13147900:ID:USGS,0,0,1,0,0,1,3,3,184,87,87,133,47,41,41,-59,30,0,0,0,40,0,0,0,0,0,0,1,42,13,0,0,4,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,1,43,13,0,0,4,0,0,0,0,0,0,3,3,3,3,40,40,7,7,68,68,8,8,0,0,0,0,3,3,20,20,41,41,39,39,23,23,39,39,49,57,61,58,50,41,31,22,19,20,25,35,17,17,1659,1652,4.043000221252441,4.044000148773193,0,0,279,300,91,91,56,56,61,61,555,173,334,278,1612.883056640625,1612.883056640625,11981.4326171875,11981.443359375,390,995,13,21,45,79,125,156,190,164,106,61,24,12,995,334,6,11,26,44,60,60,53,34,20,11,5,4,334,33.51100158691406,33.51100158691406,8,45,12,12,10.0,13,434,6,122,2,8362.8,8362.9,0,2,0
293,13148500:ID:USGS,0,0,1,0,0,1,3,3,184,87,87,133,47,41,41,-59,30,0,0,0,40,0,0,0,0,0,0,1,42,13,0,0,4,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,1,43,13,0,0,4,0,0,0,0,0,0,3,3,3,3,40,40,7,7,68,68,8,8,0,0,0,0,3,3,20,20,41,41,39,39,23,23,39,39,49,57,61,58,50,41,31,22,19,20,25,35,17,17,1659,1652,4.043000221252441,4.044000148773193,0,0,279,300,91,91,56,56,61,61,555,173,334,278,1612.883056640625,1612.883056640625,11981.4326171875,11981.443359375,390,995,13,21,45,79,125,156,190,164,106,61,24,12,995,334,6,11,26,44,60,60,53,34,20,11,5,4,334,33.51100158691406,33.51100158691406,8,45,12,12,10.0,13,434,6,122,2,8362.8,8362.9,0,2,0
294,13337000:ID:USGS,0,0,1,0,0,1,2,2,331,146,146,356,49,75,75,-25,35,0,0,0,84,0,0,0,0,0,0,0,5,5,2,0,2,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,5,5,2,0,2,0,0,0,0,0,0,2,2,2,2,84,84,9,9,6,6,0,0,0,0,0,0,22,22,10,10,42,42,48,48,75,75,65,65,79,88,90,88,81,69,53,40,36,39,50,65,9,9,1699,1701,2.4030001163482666,2.4019999504089355,0,0,134,100,56,55,22,22,22,22,600,520,4419,4391,7960.4677734375,7960.44287109375,108611.2890625,108610.8984375,684,921,13,21,43,73,115,144,179,156,96,51,19,11,921,537,10,18,39,63,91,97,90,60,34,20,9,7,537,57.310001373291016,57.310001373291016,7,37,4,4,11.0,5,361,7,121,9,24293.9,24293.9,0,2,0
295,10109000:UT:USGS,6,8,10,6,8,10,65,66,299,78,78,154,47,43,43,-57,31,0,0,0,41,0,0,0,0,0,0,1,33,15,2,0,5,0,0,0,2,0,0,0,0,0,41,0,0,0,0,0,0,1,33,15,2,0,5,0,0,0,2,0,0,10,5,10,5,41,41,17,17,39,39,10,10,0,0,0,0,6,6,20,19,41,40,40,40,26,25,41,41,48,54,57,56,51,43,33,25,24,26,31,38,33,33,1129,1135,10.833000183105469,11.02400016784668,1,1,585,600,161,163,58,58,66,67,548,114,11007,490,3872.384033203125,3847.945068359375,31163.71875,31125.13671875,415,985,14,22,44,77,122,154,186,161,106,61,25,14,984,356,6,11,24,42,61,64,57,39,24,15,7,5,356,229.76100158691406,229.75399780273438,8,45,4,10,1.0,13,438,4,127,3,21257.6,21257.6,0,1,1
296,14150000:OR:USGS,3,4,8,3,4,8,5,5,97,99,99,246,90,176,176,36,19,0,0,0,69,0,1,0,0,0,0,0,0,13,2,0,12,0,0,0,0,2,2,0,0,0,69,0,1,0,0,0,0,0,0,13,2,0,11,0,0,0,0,2,2,5,4,5,4,69,69,17,17,8,8,6,6,0,0,0,0,7,7,16,16,41,41,43,43,70,70,78,78,100,100,100,99,92,78,59,43,40,52,78,97,1,1,1349,1348,83.29000091552734,82.552001953125,5,5,950,900,677,671,93,93,87,87,351,1191,4146,3354,13812.666015625,13812.6513671875,233763.296875,233762.671875,1612,944,19,29,53,80,116,140,165,146,99,57,24,16,944,647,19,29,53,78,105,106,91,61,39,29,20,16,647,2367.31005859375,2367.30810546875,10,60,4,4,11.0,5,352,7,121,2,28949.1,28949.1,0,2,0
297,09353500:CO:USGS,1,1,1,1,1,1,7,7,1092,103,103,195,49,57,56,-45,26,0,0,0,84,0,0,0,0,0,0,0,8,8,1,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,8,8,1,0,0,0,0,0,0,0,0,3,2,3,2,84,84,3,3,13,13,2,2,0,0,2,2,18,18,13,13,33,33,54,54,45,45,49,49,60,64,66,63,54,42,35,35,36,40,46,52,0,0,2410,2406,3.2320001125335693,3.2300000190734863,0,0,233,200,77,77,26,26,30,30,592,114,1488,1451,1607.3740234375,1607.373046875,13260.5009765625,13260.509765625,552,1064,22,31,56,88,131,165,177,153,110,72,36,22,1065,443,12,19,35,51,65,63,57,50,38,27,15,11,442,29.180999755859375,29.180999755859375,8,45,4,4,11.0,5,353,4,130,3,9159.3,9159.3,0,2,0
298,08248000:NM:USGS,1,1,3,0,0,5,1,2,349,75,78,179,36,48,52,-49,25,0,0,0,63,0,0,0,0,0,0,0,24,8,0,0,4,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,24,9,0,0,7,0,0,0,0,0,0,6,6,9,9,63,60,7,9,43,35,6,10,0,0,1,2,12,15,14,14,34,33,52,53,38,40,42,44,49,51,51,49,44,37,34,35,37,37,40,43,16,8,1065,1444,3.884999990463257,3.2990000247955322,0,0,182,200,99,90,42,36,44,39,699,47,599,535,1787.27197265625,3719.43603515625,19696.27734375,33883.25,456,1021,22,30,55,87,126,157,167,144,106,70,35,22,982,374,10,14,25,39,50,53,53,49,37,24,13,8,367,52.00199890136719,87.21399688720703,8,45,4,4,11.0,5,353,6,132,8,13324.7,26440.9,0,1,0
299,10132490:UT:USGS,6,9,10,6,9,10,34,34,405,113,114,224,49,57,57,-43,32,0,0,0,75,0,0,0,0,0,0,0,10,7,0,0,4,0,0,0,2,0,1,0,0,0,75,0,0,0,0,0,0,0,10,7,0,0,4,0,0,0,2,0,1,4,1,4,1,75,75,6,6,26,26,5,5,0,0,0,0,9,9,21,21,41,41,38,37,29,29,52,52,62,70,74,74,68,55,41,32,29,32,40,50,13,13,1910,1910,43.417999267578125,43.345001220703125,3,3,1132,1100,498,497,80,80,89,89,435,182,404,399,1096.2960205078125,1096.2950439453125,8398.0634765625,8398.0673828125,548,982,17,24,46,76,119,152,181,157,105,62,27,16,982,457,10,16,33,55,78,80,70,47,30,20,10,8,457,245.62100219726562,245.62100219726562,8,45,4,5,1.0,5,368,4,127,3,5671.9,5671.9,0,2,1
300,14335001:OR:USGS,2,3,3,2,3,3,2,2,72,139,139,320,89,103,103,-4,19,0,0,0,94,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,1,0,94,94,2,2,20,20,2,2,0,0,0,0,10,10,17,17,36,36,47,47,53,53,67,67,95,98,98,94,82,63,44,30,26,32,56,83,6,6,1456,1457,21.67099952697754,21.70199966430664,1,1,382,400,226,226,50,50,49,49,470,805,821,775,4703.7412109375,4703.73388671875,60219.76953125,60219.74609375,1054,1061,23,34,59,88,128,154,183,162,114,67,29,20,1061,588,22,34,58,82,101,91,73,46,29,21,16,17,588,288.1669921875,288.1669921875,10,61,4,4,11.0,5,357,5,123,3,13341.4,13341.7,0,1,0
301,13330000:OR:USGS,0,0,1,0,0,1,1,1,26,115,115,253,52,67,67,-34,29,0,0,0,72,0,0,0,0,0,0,0,23,3,0,0,1,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,23,3,0,0,1,0,0,0,0,0,0,2,2,2,2,72,72,9,9,15,15,5,5,0,0,0,0,18,18,18,18,47,47,35,35,45,45,60,60,75,84,87,84,76,63,48,35,30,33,43,58,4,4,1651,1650,3.009999990463257,3.0199999809265137,0,0,171,200,71,71,29,29,26,26,620,230,75,61,2170.23193359375,2170.23095703125,17469.94140625,17469.927734375,602,925,13,22,44,74,114,142,178,155,99,53,20,12,925,487,9,18,38,61,83,86,79,52,29,17,8,6,487,32.020999908447266,32.020999908447266,8,37,4,4,11.0,5,348,7,121,2,10607.7,10608.1,0,2,0
302,13214000:OR:USGS,1,1,2,1,1,2,2,2,287,71,71,172,69,32,32,-68,16,0,0,0,13,0,0,0,0,0,0,0,81,4,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,81,4,0,0,1,0,0,0,0,0,0,1,1,1,1,13,13,5,5,64,64,4,4,0,0,0,0,2,2,20,20,41,41,39,39,23,23,31,31,41,46,48,45,39,32,23,17,15,16,21,29,0,0,904,904,1.128000020980835,1.125,0,0,58,100,30,29,33,33,37,37,988,128,414,407,2074.7958984375,2074.791015625,15381.7001953125,15381.6796875,330,1068,16,26,54,89,132,164,199,173,112,64,26,15,1069,285,6,11,25,39,49,50,43,28,16,10,5,4,285,13.6850004196167,13.6850004196167,8,54,12,12,11.0,13,434,7,121,2,12166.0,12166.1,0,2,0
303,10173450:UT:USGS,0,0,1,0,0,1,2,2,443,77,77,237,48,40,40,-60,27,0,0,0,75,0,0,0,0,2,0,0,18,3,0,0,1,0,0,0,0,0,0,0,0,0,75,0,0,0,0,2,0,0,18,3,0,0,1,0,0,0,0,0,0,0,0,0,0,75,75,1,1,18,18,3,3,0,0,0,0,0,0,16,16,35,35,48,48,37,37,38,38,44,49,52,51,44,35,28,26,27,28,31,36,5,5,1112,1111,1.1469999551773071,1.1469999551773071,0,0,124,100,108,107,28,28,29,29,797,30,44,29,194.63800048828125,194.63800048828125,617.4710083007812,617.4710083007812,405,1050,23,30,53,84,126,161,180,155,111,70,34,23,1050,348,10,14,26,40,53,52,48,40,29,19,10,8,348,3.450000047683716,3.450000047683716,8,45,4,11,1.0,5,368,4,127,10,3008.4,3008.4,0,1,1
304,09370500:CO:USGS,0,0,0,0,0,1,0,2,621,55,60,154,83,26,34,-67,12,0,0,0,25,0,0,0,0,0,0,8,49,5,12,0,1,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,9,44,5,6,0,1,0,0,0,0,0,0,0,0,1,1,25,35,6,4,63,51,2,2,0,0,0,1,14,11,17,16,33,32,50,51,19,25,26,31,34,36,37,34,28,20,16,15,16,19,23,28,1,2,1237,1402,3.4709999561309814,5.290999889373779,0,0,230,300,88,89,43,43,46,47,853,34,1692,1596,1509.7349853515625,5117.41796875,15246.8828125,44455.25390625,365,1253,27,39,71,108,156,192,206,178,128,82,41,26,1201,265,8,13,25,34,40,35,31,27,21,15,9,7,302,50.233001708984375,250.57200622558594,9,65,12,12,9.0,13,429,4,130,3,14517.5,47717.7,0,2,0
305,10215900:UT:USGS,2,2,3,1,1,2,7,5,1048,89,86,268,59,33,35,-65,24,0,0,0,41,0,0,0,0,0,0,2,37,15,1,0,4,0,0,0,0,0,0,0,0,0,53,0,0,0,0,1,0,1,31,11,1,0,3,0,0,0,0,0,0,2,1,1,1,41,53,7,5,29,27,7,6,0,0,0,0,2,2,18,17,36,35,47,47,23,27,32,34,38,42,45,44,39,31,24,20,20,22,25,30,31,20,1570,1408,5.6519999504089355,3.7750000953674316,0,0,353,300,151,127,48,40,62,49,637,85,874,800,1450.8919677734375,1790.7950439453125,11604.2626953125,12626.955078125,366,1115,22,31,57,90,135,172,194,168,118,72,34,21,1083,303,8,12,24,37,49,49,42,32,22,15,8,6,315,56.37799835205078,60.87900161743164,8,54,4,4,11.0,5,368,4,127,6,9980.4,16130.8,0,1,1
306,06099500:MT:USGS,1,1,5,1,1,5,7,7,1210,29,29,70,54,40,40,-59,15,0,0,0,12,0,0,0,0,0,0,3,41,42,1,0,2,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,41,42,1,0,2,0,0,0,0,0,0,15,14,15,14,12,12,50,50,32,32,4,4,0,0,0,0,3,3,19,19,39,39,42,42,25,25,36,36,40,42,43,42,41,40,36,30,29,29,30,33,10,10,511,512,1.2769999504089355,1.274999976158142,0,0,193,200,68,68,30,30,30,30,417,111,2352,2163,3190.37109375,3190.3720703125,21235.408203125,21235.46875,359,909,10,19,41,77,121,149,175,150,90,50,18,10,909,314,4,7,16,30,48,59,59,44,25,14,5,3,314,30.18199920654297,30.18199920654297,8,54,13,10,11.0,8,396,6,142,3,23849.3,23849.3,0,2,0
307,10336715:NV:USGS,10,11,13,10,11,13,141,142,670,85,85,188,80,44,44,-57,17,0,0,0,47,0,0,0,0,0,0,0,36,0,1,0,0,0,0,0,15,0,1,0,0,0,47,0,0,0,0,0,0,0,36,0,1,0,0,0,0,0,15,0,1,16,2,16,2,47,47,1,1,24,24,1,1,0,0,0,0,5,5,17,16,33,33,50,49,26,25,36,36,48,55,57,54,46,36,25,18,15,16,24,36,0,0,1605,1607,63.98699951171875,64.08300018310547,5,5,1118,1100,779,780,79,79,85,85,523,240,153452,1339,1450.6070556640625,1450.60498046875,13182.220703125,13182.234375,451,1136,27,36,61,91,132,165,195,172,120,75,37,25,1136,327,12,18,31,44,55,52,43,28,17,11,8,8,328,448.18798828125,448.18701171875,8,45,4,12,1.0,13,430,4,126,2,7162.9,7162.9,0,1,2
308,10329500:NV:USGS,1,2,5,1,2,5,3,3,10000,59,59,137,80,25,25,-75,14,0,0,0,11,0,0,0,0,0,0,1,80,5,1,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,79,5,1,0,1,0,0,0,0,0,0,7,7,8,7,11,12,2,2,66,66,3,3,0,0,0,0,3,3,17,16,33,33,50,49,14,13,24,24,30,34,35,34,31,25,19,13,12,13,16,22,12,12,1083,1086,3.9639999866485596,4.006999969482422,0,0,209,200,77,77,44,44,49,49,768,68,1019,871,7436.630859375,7436.65380859375,60870.53515625,60870.24609375,279,1167,24,34,61,93,138,173,208,182,123,75,35,22,1168,238,6,11,20,30,40,41,35,23,14,9,5,4,238,215.15199279785156,215.15199279785156,8,54,12,12,10.0,13,430,4,126,1,53632.5,53632.5,0,1,2
309,150021:CA:USGS,10,11,13,10,11,13,141,142,670,85,85,188,80,44,44,-57,17,0,0,0,47,0,0,0,0,0,0,0,36,0,1,0,0,0,0,0,15,0,1,0,0,0,47,0,0,0,0,0,0,0,36,0,1,0,0,0,0,0,15,0,1,16,2,16,2,47,47,1,1,24,24,1,1,0,0,0,0,5,5,17,16,33,33,50,49,26,25,36,36,48,55,57,54,46,36,25,18,15,16,24,36,0,0,1605,1607,63.98699951171875,64.08300018310547,5,5,1118,1100,779,780,79,79,85,85,523,240,153452,1339,1450.6070556640625,1450.60498046875,13182.220703125,13182.234375,451,1136,27,36,61,91,132,165,195,172,120,75,37,25,1136,327,12,18,31,44,55,52,43,28,17,11,8,8,328,448.18798828125,448.18701171875,8,45,4,12,1.0,13,430,4,126,2,7162.9,7162.9,0,1,2
310,10315500:NV:USGS,1,2,5,1,2,5,3,3,10000,59,59,137,80,25,25,-75,14,0,0,0,11,0,0,0,0,0,0,1,80,5,1,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,79,5,1,0,1,0,0,0,0,0,0,7,7,8,7,11,12,2,2,66,66,3,3,0,0,0,0,3,3,17,16,33,33,50,49,14,13,24,24,30,34,35,34,31,25,19,13,12,13,16,22,12,12,1083,1086,3.9639999866485596,4.006999969482422,0,0,209,200,77,77,44,44,49,49,768,68,1019,871,7436.630859375,7436.65380859375,60870.53515625,60870.24609375,279,1167,24,34,61,93,138,173,208,182,123,75,35,22,1168,238,6,11,20,30,40,41,35,23,14,9,5,4,238,215.15199279785156,215.15199279785156,8,54,12,12,10.0,13,430,4,126,1,53632.5,53632.5,0,1,2
311,11368000:CA:USGS,1,1,1,1,1,1,11,11,48,115,115,275,85,95,95,-7,30,0,0,0,97,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,97,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,97,97,0,0,1,1,0,0,0,0,0,0,5,5,16,16,33,33,51,51,51,51,66,66,94,99,100,96,83,63,42,28,23,29,51,79,0,0,1206,1206,0.8410000205039978,0.8410000205039978,0,0,105,100,78,78,20,20,19,19,387,506,47,44,449.1709899902344,449.1709899902344,3152.298095703125,3152.298095703125,1062,1117,26,35,60,90,133,162,192,170,119,73,33,23,1117,612,25,35,60,86,107,95,74,45,27,21,17,19,612,1.4589999914169312,1.4589999914169312,8,51,4,4,2.0,5,352,5,125,2,1752.0,1752.2,0,2,0
312,10352500:NV:USGS,1,1,4,1,1,4,1,0,0,58,56,138,84,22,22,-78,8,0,0,0,1,0,0,0,0,0,0,1,85,3,9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,84,3,9,0,1,0,0,0,0,0,0,4,4,4,4,1,1,2,2,62,62,2,2,0,0,0,0,26,27,18,18,35,33,47,47,14,13,22,21,28,32,33,31,27,22,16,12,10,11,15,20,18,18,1081,1066,0.07500000298023224,0.07699999958276749,0,0,23,0,29,28,26,26,28,28,667,61,12,0,2355.070068359375,2296.215087890625,15939.373046875,15817.8037109375,251,1171,23,34,61,95,141,175,210,182,122,74,33,21,1172,218,6,10,19,29,37,37,31,20,12,8,4,4,218,1.3680000305175781,1.343999981880188,8,59,12,12,10.0,13,430,4,126,1,18306.1,18306.1,0,1,2
313,14022500:OR:USGS,0,0,0,0,0,0,1,1,201,74,74,157,90,45,45,-55,9,0,0,0,26,0,0,0,0,0,0,1,40,25,3,0,4,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,1,40,25,3,0,4,0,0,0,0,0,0,0,0,0,0,26,26,38,38,24,24,7,7,0,0,0,0,2,2,21,21,44,44,35,35,26,26,42,42,55,62,64,61,53,43,31,22,19,21,29,41,7,7,1516,1517,8.842000007629395,8.815999984741211,1,1,395,400,175,175,75,75,51,51,1035,96,139,139,912.27001953125,912.27099609375,5503.44482421875,5503.44921875,445,1031,16,27,55,87,129,159,191,164,106,59,24,15,1031,368,8,16,33,51,66,64,54,34,19,12,6,5,368,57.23099899291992,57.23099899291992,9,65,12,10,1.0,8,398,7,121,1,6517.7,6517.7,0,2,0
