datetime,00060_Mean,00060_Mean_cd,site_no,00065_Mean,00065_Mean_cd,30208_m^3/s_Mean,30208_m^3/s_Mean_cd,99065_meters_Mean,99065_meters_Mean_cd
2019-11-14 00:00:00+00:00,85.4,A,12306500,3.54,A,2.42,A,1.079,A
2019-11-15 00:00:00+00:00,85.0,A,12306500,3.54,A,2.41,A,1.079,A
2019-11-16 00:00:00+00:00,84.2,A,12306500,3.54,A,2.38,A,1.078,A
2019-11-17 00:00:00+00:00,95.3,A,12306500,3.58,A,2.7,A,1.09,A
2019-11-18 00:00:00+00:00,111.0,A,12306500,3.63,A,3.15,A,1.106,A
2019-11-19 00:00:00+00:00,114.0,A,12306500,3.64,A,3.24,A,1.109,A
2019-11-20 00:00:00+00:00,118.0,A,12306500,3.65,A,3.34,A,1.112,A
2019-11-21 00:00:00+00:00,101.0,A,12306500,3.59,A,2.86,A,1.096,A
2019-11-22 00:00:00+00:00,101.0,A,12306500,3.59,A,2.85,A,1.095,A
2019-11-23 00:00:00+00:00,100.0,A,12306500,3.59,A,2.84,A,1.095,A
2019-11-24 00:00:00+00:00,104.0,A,12306500,3.6,A,2.95,A,1.099,A
2019-11-25 00:00:00+00:00,96.0,A,12306500,3.58,A,2.72,A,1.091,A
2019-11-26 00:00:00+00:00,80.8,"A, e",12306500,3.58,A,2.29,"A, e",1.091,A
2019-11-27 00:00:00+00:00,81.5,"A, e",12306500,3.94,A,2.31,"A, e",1.202,A
2019-11-28 00:00:00+00:00,83.2,"A, e",12306500,4.18,A,2.36,"A, e",1.273,A
2019-11-29 00:00:00+00:00,83.0,"A, e",12306500,3.7,A,2.35,"A, e",1.129,A
2019-11-30 00:00:00+00:00,84.3,"A, e",12306500,3.81,A,2.39,"A, e",1.16,A
2019-12-01 00:00:00+00:00,93.4,"A, e",12306500,3.83,A,2.65,"A, e",1.166,A
2019-12-02 00:00:00+00:00,110.0,"A, e",12306500,3.88,A,3.12,"A, e",1.183,A
2019-12-03 00:00:00+00:00,116.0,"A, e",12306500,3.91,A,3.29,"A, e",1.193,A
2019-12-04 00:00:00+00:00,107.0,"A, e",12306500,3.8,A,3.04,"A, e",1.16,A
2019-12-05 00:00:00+00:00,99.7,"A, e",12306500,3.57,A,2.82,"A, e",1.089,A
2019-12-06 00:00:00+00:00,97.5,A,12306500,3.54,A,2.76,A,1.08,A
2019-12-07 00:00:00+00:00,104.0,A,12306500,3.57,A,2.95,A,1.087,A
2019-12-08 00:00:00+00:00,107.0,A,12306500,3.58,A,3.04,A,1.091,A
2019-12-09 00:00:00+00:00,98.0,A,12306500,3.55,A,2.78,A,1.081,A
2019-12-10 00:00:00+00:00,93.9,A,12306500,3.53,A,2.66,A,1.077,A
2019-12-11 00:00:00+00:00,93.3,A,12306500,3.53,A,2.64,A,1.076,A
2019-12-12 00:00:00+00:00,94.4,A,12306500,3.53,A,2.67,A,1.077,A
2019-12-13 00:00:00+00:00,92.8,A,12306500,3.53,A,2.63,A,1.075,A
2019-12-14 00:00:00+00:00,89.2,A,12306500,3.52,A,2.53,A,1.071,A
2019-12-15 00:00:00+00:00,84.9,"A, e",12306500,3.51,A,2.4,"A, e",1.07,A
2019-12-16 00:00:00+00:00,86.7,"A, e",12306500,3.62,A,2.46,"A, e",1.105,A
2019-12-17 00:00:00+00:00,82.8,"A, e",12306500,3.52,A,2.35,"A, e",1.072,A
2019-12-18 00:00:00+00:00,81.4,"A, e",12306500,3.5,A,2.31,"A, e",1.067,A
2019-12-19 00:00:00+00:00,89.9,"A, e",12306500,3.77,A,2.54,"A, e",1.148,A
2019-12-20 00:00:00+00:00,117.0,"A, e",12306500,3.71,A,3.32,"A, e",1.13,A
2019-12-21 00:00:00+00:00,262.0,"A, e",12306500,4.01,A,7.43,"A, e",1.222,A
2019-12-22 00:00:00+00:00,532.0,"A, e",12306500,4.47,A,15.1,"A, e",1.364,A
2019-12-23 00:00:00+00:00,373.0,A,12306500,4.21,A,10.6,A,1.282,A
2019-12-24 00:00:00+00:00,311.0,A,12306500,4.09,A,8.82,A,1.246,A
2019-12-25 00:00:00+00:00,278.0,A,12306500,4.02,A,7.87,A,1.225,A
2019-12-26 00:00:00+00:00,252.0,A,12306500,3.96,A,7.13,A,1.207,A
2019-12-27 00:00:00+00:00,240.0,A,12306500,3.93,A,6.79,A,1.199,A
2019-12-28 00:00:00+00:00,219.0,A,12306500,3.89,A,6.2,A,1.184,A
2019-12-29 00:00:00+00:00,210.0,A,12306500,3.87,A,5.95,A,1.178,A
2019-12-30 00:00:00+00:00,202.0,A,12306500,3.84,A,5.71,A,1.172,A
2019-12-31 00:00:00+00:00,208.0,A,12306500,3.86,A,5.89,A,1.176,A
2020-01-01 00:00:00+00:00,207.0,A,12306500,3.86,A,5.86,A,1.176,A
2020-01-02 00:00:00+00:00,193.0,A,12306500,3.82,A,5.47,A,1.165,A
2020-01-03 00:00:00+00:00,185.0,A,12306500,3.8,A,5.25,A,1.159,A
2020-01-04 00:00:00+00:00,180.0,A,12306500,3.79,A,5.1,A,1.155,A
2020-01-05 00:00:00+00:00,173.0,A,12306500,3.77,A,4.9,A,1.15,A
2020-01-06 00:00:00+00:00,172.0,A,12306500,3.77,A,4.88,A,1.149,A
2020-01-07 00:00:00+00:00,176.0,A,12306500,3.78,A,4.98,A,1.152,A
2020-01-08 00:00:00+00:00,174.0,A,12306500,3.77,A,4.93,A,1.15,A
2020-01-09 00:00:00+00:00,149.0,"A, e",12306500,3.74,A,4.23,"A, e",1.14,A
2020-01-10 00:00:00+00:00,128.0,"A, e",12306500,3.82,A,3.63,"A, e",1.165,A
2020-01-11 00:00:00+00:00,133.0,"A, e",12306500,4.0,A,3.75,"A, e",1.218,A
2020-01-12 00:00:00+00:00,134.0,"A, e",12306500,3.94,A,3.8,"A, e",1.201,A
2020-01-13 00:00:00+00:00,131.0,"A, e",12306500,3.82,A,3.72,"A, e",1.166,A
2020-01-14 00:00:00+00:00,124.0,"A, e",12306500,3.83,A,3.52,"A, e",1.167,A
2020-01-15 00:00:00+00:00,121.0,"A, e",12306500,3.8,A,3.42,"A, e",1.159,A
2020-01-16 00:00:00+00:00,126.0,"A, e",12306500,3.89,A,3.57,"A, e",1.185,A
2020-01-17 00:00:00+00:00,130.0,"A, e",12306500,3.97,A,3.69,"A, e",1.211,A
2020-01-18 00:00:00+00:00,131.0,"A, e",12306500,3.98,A,3.72,"A, e",1.213,A
2020-01-19 00:00:00+00:00,131.0,"A, e",12306500,4.0,A,3.7,"A, e",1.218,A
2020-01-20 00:00:00+00:00,131.0,"A, e",12306500,3.87,A,3.71,"A, e",1.181,A
2020-01-21 00:00:00+00:00,135.0,"A, e",12306500,3.73,A,3.83,"A, e",1.137,A
2020-01-22 00:00:00+00:00,140.0,"A, e",12306500,3.69,A,3.96,"A, e",1.126,A
2020-01-23 00:00:00+00:00,141.0,"A, e",12306500,3.69,A,4.0,"A, e",1.123,A
2020-01-24 00:00:00+00:00,149.0,A,12306500,3.71,A,4.23,A,1.13,A
2020-01-25 00:00:00+00:00,157.0,A,12306500,3.73,A,4.45,A,1.136,A
2020-01-26 00:00:00+00:00,151.0,A,12306500,3.71,A,4.28,A,1.131,A
2020-01-27 00:00:00+00:00,150.0,A,12306500,3.71,A,4.25,A,1.13,A
2020-01-28 00:00:00+00:00,147.0,A,12306500,3.7,A,4.18,A,1.128,A
2020-01-29 00:00:00+00:00,148.0,A,12306500,3.7,A,4.2,A,1.129,A
2020-01-30 00:00:00+00:00,148.0,A,12306500,3.7,A,4.19,A,1.129,A
2020-01-31 00:00:00+00:00,156.0,A,12306500,3.72,A,4.41,A,1.135,A
2020-02-01 00:00:00+00:00,291.0,A,12306500,4.03,A,8.25,A,1.228,A
2020-02-02 00:00:00+00:00,529.0,A,12306500,4.47,A,15.0,A,1.363,A
2020-02-03 00:00:00+00:00,473.0,A,12306500,4.38,A,13.4,A,1.335,A
2020-02-04 00:00:00+00:00,442.0,A,12306500,4.33,A,12.5,A,1.319,A
2020-02-05 00:00:00+00:00,433.0,A,12306500,4.31,A,12.3,A,1.315,A
2020-02-06 00:00:00+00:00,402.0,A,12306500,4.26,A,11.4,A,1.298,A
2020-02-07 00:00:00+00:00,378.0,A,12306500,4.21,A,10.7,A,1.285,A
2020-02-08 00:00:00+00:00,369.0,A,12306500,4.2,A,10.4,A,1.279,A
2020-02-09 00:00:00+00:00,348.0,A,12306500,4.16,A,9.86,A,1.268,A
2020-02-10 00:00:00+00:00,334.0,A,12306500,4.13,A,9.45,A,1.259,A
2020-02-11 00:00:00+00:00,320.0,A,12306500,4.1,A,9.06,A,1.251,A
2020-02-12 00:00:00+00:00,308.0,A,12306500,4.08,A,8.71,A,1.243,A
2020-02-13 00:00:00+00:00,298.0,A,12306500,4.06,A,8.43,A,1.237,A
2020-02-14 00:00:00+00:00,293.0,A,12306500,4.05,A,8.31,A,1.235,A
2020-02-15 00:00:00+00:00,285.0,A,12306500,4.03,A,8.07,A,1.229,A
2020-02-16 00:00:00+00:00,279.0,A,12306500,4.02,A,7.89,A,1.225,A
2020-02-17 00:00:00+00:00,268.0,A,12306500,4.0,A,7.58,A,1.218,A
2020-02-18 00:00:00+00:00,261.0,"A, e",12306500,3.98,A,7.38,"A, e",1.213,A
2020-02-19 00:00:00+00:00,231.0,"A, e",12306500,3.97,A,6.55,"A, e",1.21,A
2020-02-20 00:00:00+00:00,211.0,"A, e",12306500,3.96,A,5.98,"A, e",1.206,A
2020-02-21 00:00:00+00:00,207.0,"A, e",12306500,3.94,A,5.85,"A, e",1.201,A
2020-02-22 00:00:00+00:00,207.0,"A, e",12306500,3.93,A,5.85,"A, e",1.198,A
2020-02-23 00:00:00+00:00,202.0,"A, e",12306500,3.9,A,5.73,"A, e",1.19,A
2020-02-24 00:00:00+00:00,202.0,"A, e",12306500,3.89,A,5.71,"A, e",1.187,A
2020-02-25 00:00:00+00:00,200.0,"A, e",12306500,3.87,A,5.66,"A, e",1.18,A
2020-02-26 00:00:00+00:00,210.0,A,12306500,3.86,A,5.95,A,1.178,A
2020-02-27 00:00:00+00:00,205.0,A,12306500,3.85,A,5.82,A,1.175,A
2020-02-28 00:00:00+00:00,205.0,A,12306500,3.85,A,5.81,A,1.174,A
2020-02-29 00:00:00+00:00,209.0,A,12306500,3.86,A,5.91,A,1.177,A
2020-03-01 00:00:00+00:00,206.0,A,12306500,3.85,A,5.83,A,1.175,A
2020-03-02 00:00:00+00:00,205.0,A,12306500,3.85,A,5.8,A,1.174,A
2020-03-03 00:00:00+00:00,209.0,A,12306500,3.86,A,5.93,A,1.178,A
2020-03-04 00:00:00+00:00,220.0,A,12306500,3.89,A,6.24,A,1.185,A
2020-03-05 00:00:00+00:00,221.0,A,12306500,3.89,A,6.25,A,1.186,A
2020-03-06 00:00:00+00:00,221.0,A,12306500,3.89,A,6.25,A,1.186,A
2020-03-07 00:00:00+00:00,241.0,A,12306500,3.94,A,6.83,A,1.2,A
2020-03-08 00:00:00+00:00,261.0,A,12306500,3.98,A,7.39,A,1.214,A
2020-03-09 00:00:00+00:00,251.0,A,12306500,3.96,A,7.1,A,1.207,A
2020-03-10 00:00:00+00:00,248.0,A,12306500,3.95,A,7.02,A,1.205,A
2020-03-11 00:00:00+00:00,249.0,A,12306500,3.96,A,7.06,A,1.206,A
2020-03-12 00:00:00+00:00,245.0,A,12306500,3.95,A,6.93,A,1.203,A
2020-03-13 00:00:00+00:00,240.0,A,12306500,3.93,A,6.79,A,1.199,A
2020-03-14 00:00:00+00:00,221.0,"A, e",12306500,3.93,A,6.27,"A, e",1.199,A
2020-03-15 00:00:00+00:00,208.0,"A, e",12306500,3.95,A,5.89,"A, e",1.205,A
2020-03-16 00:00:00+00:00,198.0,"A, e",12306500,3.92,A,5.61,"A, e",1.194,A
2020-03-17 00:00:00+00:00,194.0,"A, e",12306500,3.88,A,5.5,"A, e",1.183,A
2020-03-18 00:00:00+00:00,210.0,"A, e",12306500,3.87,A,5.95,"A, e",1.18,A
2020-03-19 00:00:00+00:00,211.0,A,12306500,3.87,A,5.99,A,1.179,A
2020-03-20 00:00:00+00:00,211.0,A,12306500,3.87,A,5.97,A,1.179,A
2020-03-21 00:00:00+00:00,217.0,A,12306500,3.88,A,6.14,A,1.183,A
2020-03-22 00:00:00+00:00,225.0,A,12306500,3.9,A,6.38,A,1.189,A
2020-03-23 00:00:00+00:00,238.0,A,12306500,3.93,A,6.73,A,1.198,A
2020-03-24 00:00:00+00:00,248.0,A,12306500,3.95,A,7.03,A,1.205,A
2020-03-25 00:00:00+00:00,249.0,A,12306500,3.96,A,7.06,A,1.206,A
2020-03-26 00:00:00+00:00,248.0,A,12306500,3.95,A,7.02,A,1.205,A
2020-03-27 00:00:00+00:00,246.0,A,12306500,3.95,A,6.97,A,1.204,A
2020-03-28 00:00:00+00:00,248.0,A,12306500,3.95,A,7.02,A,1.205,A
2020-03-29 00:00:00+00:00,271.0,A,12306500,4.0,A,7.67,A,1.22,A
2020-03-30 00:00:00+00:00,338.0,A,12306500,4.14,A,9.56,A,1.261,A
2020-03-31 00:00:00+00:00,378.0,A,12306500,4.21,A,10.7,A,1.285,A
2020-04-01 00:00:00+00:00,359.0,A,12306500,4.18,A,10.2,A,1.274,A
2020-04-02 00:00:00+00:00,339.0,A,12306500,4.14,A,9.59,A,1.262,A
2020-04-03 00:00:00+00:00,335.0,A,12306500,4.13,A,9.48,A,1.26,A
2020-04-04 00:00:00+00:00,325.0,A,12306500,4.11,A,9.19,A,1.254,A
2020-04-05 00:00:00+00:00,313.0,A,12306500,4.09,A,8.87,A,1.247,A
2020-04-06 00:00:00+00:00,305.0,A,12306500,4.08,A,8.65,A,1.242,A
2020-04-07 00:00:00+00:00,311.0,A,12306500,4.09,A,8.81,A,1.246,A
2020-04-08 00:00:00+00:00,322.0,A,12306500,4.11,A,9.13,A,1.252,A
2020-04-09 00:00:00+00:00,344.0,A,12306500,4.15,A,9.74,A,1.265,A
2020-04-10 00:00:00+00:00,416.0,A,12306500,4.28,A,11.8,A,1.305,A
2020-04-11 00:00:00+00:00,531.0,A,12306500,4.47,A,15.0,A,1.363,A
2020-04-12 00:00:00+00:00,519.0,A,12306500,4.45,A,14.7,A,1.358,A
2020-04-13 00:00:00+00:00,496.0,A,12306500,4.42,A,14.0,A,1.346,A
2020-04-14 00:00:00+00:00,489.0,A,12306500,4.41,A,13.8,A,1.343,A
2020-04-15 00:00:00+00:00,521.0,A,12306500,4.46,A,14.7,A,1.358,A
2020-04-16 00:00:00+00:00,541.0,A,12306500,4.49,A,15.3,A,1.368,A
2020-04-17 00:00:00+00:00,572.0,A,12306500,4.53,A,16.2,A,1.382,A
2020-04-18 00:00:00+00:00,630.0,A,12306500,4.62,A,17.8,A,1.407,A
2020-04-19 00:00:00+00:00,693.0,A,12306500,4.7,A,19.6,A,1.433,A
2020-04-20 00:00:00+00:00,807.0,A,12306500,4.85,A,22.8,A,1.477,A
2020-04-21 00:00:00+00:00,1070.0,A,12306500,5.14,A,30.2,A,1.568,A
2020-04-22 00:00:00+00:00,1400.0,A,12306500,5.48,A,39.5,A,1.67,A
2020-04-23 00:00:00+00:00,1580.0,A,12306500,5.65,A,44.8,A,1.723,A
2020-04-24 00:00:00+00:00,1770.0,A,12306500,5.81,A,50.1,A,1.772,A
2020-04-25 00:00:00+00:00,1840.0,A,12306500,5.88,A,52.2,A,1.792,A
2020-04-26 00:00:00+00:00,2140.0,A,12306500,6.11,A,60.5,A,1.863,A
2020-04-27 00:00:00+00:00,2300.0,A,12306500,6.24,A,65.3,A,1.903,A
2020-04-28 00:00:00+00:00,2430.0,A,12306500,6.33,A,68.8,A,1.931,A
2020-04-29 00:00:00+00:00,2410.0,A,12306500,6.32,A,68.4,A,1.928,A
2020-04-30 00:00:00+00:00,2620.0,A,12306500,6.47,A,74.1,A,1.972,A
2020-05-01 00:00:00+00:00,3070.0,A,12306500,6.78,A,86.8,A,2.067,A
2020-05-02 00:00:00+00:00,3030.0,A,12306500,6.76,A,85.8,A,2.059,A
2020-05-03 00:00:00+00:00,3160.0,A,12306500,6.85,A,89.5,A,2.086,A
2020-05-04 00:00:00+00:00,3010.0,A,12306500,6.74,A,85.3,A,2.056,A
2020-05-05 00:00:00+00:00,2770.0,A,12306500,6.58,A,78.5,A,2.005,A
2020-05-06 00:00:00+00:00,2760.0,A,12306500,6.57,A,78.1,A,2.002,A
2020-05-07 00:00:00+00:00,2700.0,A,12306500,6.53,A,76.5,A,1.991,A
2020-05-08 00:00:00+00:00,2610.0,A,12306500,6.47,A,73.9,A,1.971,A
2020-05-09 00:00:00+00:00,2670.0,A,12306500,6.51,A,75.5,A,1.983,A
2020-05-10 00:00:00+00:00,2790.0,A,12306500,6.59,A,78.9,A,2.008,A
2020-05-11 00:00:00+00:00,2820.0,A,12306500,6.61,A,79.8,A,2.015,A
2020-05-12 00:00:00+00:00,2750.0,A,12306500,6.57,A,77.9,A,2.001,A
2020-05-13 00:00:00+00:00,2800.0,A,12306500,6.6,A,79.3,A,2.011,A
2020-05-14 00:00:00+00:00,2780.0,A,12306500,6.59,A,78.8,A,2.007,A
2020-05-15 00:00:00+00:00,2910.0,A,12306500,6.68,A,82.5,A,2.035,A
2020-05-16 00:00:00+00:00,3080.0,A,12306500,6.79,A,87.2,A,2.07,A
2020-05-17 00:00:00+00:00,3230.0,A,12306500,6.89,A,91.4,A,2.1,A
2020-05-18 00:00:00+00:00,3640.0,A,12306500,7.17,A,103.0,A,2.185,A
2020-05-19 00:00:00+00:00,3850.0,A,12306500,7.3,A,109.0,A,2.227,A
2020-05-20 00:00:00+00:00,4010.0,A,12306500,7.41,A,114.0,A,2.258,A
2020-05-21 00:00:00+00:00,4930.0,A,12306500,7.96,A,140.0,A,2.426,A
2020-05-22 00:00:00+00:00,4730.0,A,12306500,7.84,A,134.0,A,2.39,A
2020-05-23 00:00:00+00:00,4180.0,A,12306500,7.51,A,118.0,A,2.289,A
2020-05-24 00:00:00+00:00,3870.0,A,12306500,7.32,A,110.0,A,2.231,A
2020-05-25 00:00:00+00:00,3730.0,A,12306500,7.23,A,106.0,A,2.203,A
2020-05-26 00:00:00+00:00,3850.0,A,12306500,7.3,A,109.0,A,2.226,A
2020-05-27 00:00:00+00:00,3850.0,A,12306500,7.3,A,109.0,A,2.226,A
2020-05-28 00:00:00+00:00,3640.0,A,12306500,7.17,A,103.0,A,2.186,A
2020-05-29 00:00:00+00:00,3630.0,A,12306500,7.16,A,103.0,A,2.184,A
2020-05-30 00:00:00+00:00,3860.0,A,12306500,7.31,A,109.0,A,2.229,A
2020-05-31 00:00:00+00:00,4880.0,A,12306500,7.92,A,138.0,A,2.415,A
2020-06-01 00:00:00+00:00,4570.0,A,12306500,7.75,A,129.0,A,2.362,A
2020-06-02 00:00:00+00:00,4070.0,A,12306500,7.44,A,115.0,A,2.268,A
2020-06-03 00:00:00+00:00,3680.0,A,12306500,7.19,A,104.0,A,2.192,A
2020-06-04 00:00:00+00:00,3340.0,A,12306500,6.97,A,94.6,A,2.124,A
2020-06-05 00:00:00+00:00,3070.0,A,12306500,6.78,A,87.0,A,2.068,A
2020-06-06 00:00:00+00:00,3130.0,A,12306500,6.82,A,88.6,A,2.08,A
2020-06-07 00:00:00+00:00,2940.0,A,12306500,6.69,A,83.1,A,2.04,A
2020-06-08 00:00:00+00:00,2770.0,A,12306500,6.58,A,78.3,A,2.004,A
2020-06-09 00:00:00+00:00,2600.0,A,12306500,6.46,A,73.6,A,1.969,A
2020-06-10 00:00:00+00:00,2370.0,A,12306500,6.29,A,67.1,A,1.918,A
2020-06-11 00:00:00+00:00,2210.0,A,12306500,6.17,A,62.5,A,1.88,A
2020-06-12 00:00:00+00:00,2130.0,A,12306500,6.11,A,60.3,A,1.862,A
2020-06-13 00:00:00+00:00,2030.0,A,12306500,6.03,A,57.5,A,1.838,A
2020-06-14 00:00:00+00:00,1950.0,A,12306500,5.97,A,55.3,A,1.819,A
2020-06-15 00:00:00+00:00,1830.0,A,12306500,5.87,A,51.8,A,1.788,A
2020-06-16 00:00:00+00:00,1730.0,A,12306500,5.78,A,48.9,A,1.762,A
2020-06-17 00:00:00+00:00,1630.0,A,12306500,5.69,A,46.1,A,1.735,A
2020-06-18 00:00:00+00:00,1530.0,A,12306500,5.6,A,43.3,A,1.708,A
2020-06-19 00:00:00+00:00,1450.0,A,12306500,5.53,A,41.0,A,1.685,A
2020-06-20 00:00:00+00:00,1400.0,A,12306500,5.48,A,39.6,A,1.67,A
2020-06-21 00:00:00+00:00,1350.0,A,12306500,5.43,A,38.2,A,1.656,A
2020-06-22 00:00:00+00:00,1290.0,A,12306500,5.38,A,36.6,A,1.639,A
2020-06-23 00:00:00+00:00,1210.0,A,12306500,5.3,A,34.4,A,1.616,A
2020-06-24 00:00:00+00:00,1190.0,A,12306500,5.28,A,33.7,A,1.608,A
2020-06-25 00:00:00+00:00,1170.0,A,12306500,5.25,A,33.1,A,1.601,A
2020-06-26 00:00:00+00:00,1070.0,A,12306500,5.15,A,30.4,A,1.571,A
2020-06-27 00:00:00+00:00,1000.0,A,12306500,5.08,A,28.4,A,1.547,A
2020-06-28 00:00:00+00:00,973.0,A,12306500,5.04,A,27.5,A,1.537,A
2020-06-29 00:00:00+00:00,931.0,A,12306500,4.99,A,26.4,A,1.522,A
2020-06-30 00:00:00+00:00,906.0,A,12306500,4.97,A,25.6,A,1.514,A
2020-07-01 00:00:00+00:00,927.0,A,12306500,4.99,A,26.2,A,1.521,A
2020-07-02 00:00:00+00:00,943.0,A,12306500,5.01,A,26.7,A,1.527,A
2020-07-03 00:00:00+00:00,875.0,A,12306500,4.93,A,24.8,A,1.503,A
2020-07-04 00:00:00+00:00,815.0,A,12306500,4.86,A,23.1,A,1.481,A
2020-07-05 00:00:00+00:00,757.0,A,12306500,4.78,A,21.4,A,1.458,A
2020-07-06 00:00:00+00:00,703.0,A,12306500,4.72,A,19.9,A,1.437,A
2020-07-07 00:00:00+00:00,677.0,A,12306500,4.68,A,19.2,A,1.427,A
2020-07-08 00:00:00+00:00,674.0,A,12306500,4.68,A,19.1,A,1.425,A
2020-07-09 00:00:00+00:00,622.0,A,12306500,4.61,A,17.6,A,1.404,A
2020-07-10 00:00:00+00:00,593.0,A,12306500,4.56,A,16.8,A,1.391,A
2020-07-11 00:00:00+00:00,552.0,A,12306500,4.5,A,15.6,A,1.373,A
2020-07-12 00:00:00+00:00,517.0,A,12306500,4.45,A,14.7,A,1.357,A
2020-07-13 00:00:00+00:00,511.0,A,12306500,4.44,A,14.5,A,1.354,A
2020-07-14 00:00:00+00:00,476.0,A,12306500,4.39,A,13.5,A,1.338,A
2020-07-15 00:00:00+00:00,440.0,A,12306500,4.33,A,12.4,A,1.32,A
2020-07-16 00:00:00+00:00,413.0,A,12306500,4.29,A,11.7,A,1.307,A
2020-07-17 00:00:00+00:00,401.0,A,12306500,4.27,A,11.4,A,1.301,A
2020-07-18 00:00:00+00:00,381.0,A,12306500,4.23,A,10.8,A,1.29,A
2020-07-19 00:00:00+00:00,354.0,A,12306500,4.18,A,10.0,A,1.275,A
2020-07-20 00:00:00+00:00,333.0,A,12306500,4.15,A,9.44,A,1.264,A
2020-07-21 00:00:00+00:00,314.0,A,12306500,4.11,A,8.89,A,1.252,A
