datetime,00060_Mean,00060_Mean_cd,site_no,63680_Mean,63680_Mean_cd,99409_2_Mean,99409_2_Mean_cd,99409_Mean,99409_Mean_cd
2013-01-10 00:00:00+00:00,4440.0,"A, e",06329500,,,,,,
2013-01-11 00:00:00+00:00,4440.0,"A, e",06329500,,,,,,
2013-01-12 00:00:00+00:00,4660.0,"A, e",06329500,,,,,,
2013-01-13 00:00:00+00:00,4660.0,"A, e",06329500,,,,,,
2013-01-14 00:00:00+00:00,4390.0,"A, e",06329500,,,,,,
2013-01-15 00:00:00+00:00,4280.0,"A, e",06329500,,,,,,
2013-01-16 00:00:00+00:00,4120.0,"A, e",06329500,,,,,,
2013-01-17 00:00:00+00:00,4010.0,"A, e",06329500,,,,,,
2013-01-18 00:00:00+00:00,4010.0,"A, e",06329500,,,,,,
2013-01-19 00:00:00+00:00,4010.0,"A, e",06329500,,,,,,
2013-01-20 00:00:00+00:00,4010.0,"A, e",06329500,,,,,,
2013-01-21 00:00:00+00:00,4340.0,"A, e",06329500,,,,,,
2013-01-22 00:00:00+00:00,4340.0,"A, e",06329500,,,,,,
2013-01-23 00:00:00+00:00,4500.0,"A, e",06329500,,,,,,
2013-01-24 00:00:00+00:00,4600.0,"A, e",06329500,,,,,,
2013-01-25 00:00:00+00:00,4660.0,"A, e",06329500,,,,,,
2013-01-26 00:00:00+00:00,4760.0,"A, e",06329500,,,,,,
2013-01-27 00:00:00+00:00,5020.0,"A, e",06329500,,,,,,
2013-01-28 00:00:00+00:00,4920.0,"A, e",06329500,,,,,,
2013-01-29 00:00:00+00:00,4840.0,"A, e",06329500,,,,,,
2013-01-30 00:00:00+00:00,4660.0,"A, e",06329500,,,,,,
2013-01-31 00:00:00+00:00,4660.0,"A, e",06329500,,,,,,
2013-02-01 00:00:00+00:00,4660.0,"A, e",06329500,,,,,,
2013-02-02 00:00:00+00:00,4660.0,"A, e",06329500,,,,,,
2013-02-03 00:00:00+00:00,4660.0,"A, e",06329500,,,,,,
2013-02-04 00:00:00+00:00,4660.0,"A, e",06329500,,,,,,
2013-02-05 00:00:00+00:00,4780.0,"A, e",06329500,,,,,,
2013-02-06 00:00:00+00:00,4710.0,"A, e",06329500,,,,,,
2013-02-07 00:00:00+00:00,5150.0,"A, e",06329500,,,,,,
2013-02-08 00:00:00+00:00,5080.0,"A, e",06329500,,,,,,
2013-02-09 00:00:00+00:00,5080.0,"A, e",06329500,,,,,,
2013-02-10 00:00:00+00:00,5080.0,"A, e",06329500,,,,,,
2013-02-11 00:00:00+00:00,5080.0,"A, e",06329500,,,,,,
2013-02-12 00:00:00+00:00,5080.0,"A, e",06329500,,,,,,
2013-02-13 00:00:00+00:00,5080.0,"A, e",06329500,,,,,,
2013-02-14 00:00:00+00:00,5080.0,"A, e",06329500,,,,,,
2013-02-15 00:00:00+00:00,5080.0,"A, e",06329500,,,,,,
2013-02-16 00:00:00+00:00,5080.0,"A, e",06329500,,,,,,
2013-02-17 00:00:00+00:00,5080.0,"A, e",06329500,,,,,,
2013-02-18 00:00:00+00:00,5080.0,"A, e",06329500,,,,,,
2013-02-19 00:00:00+00:00,5080.0,"A, e",06329500,,,,,,
2013-02-20 00:00:00+00:00,5080.0,"A, e",06329500,,,,,,
2013-02-21 00:00:00+00:00,5080.0,"A, e",06329500,,,,,,
2013-02-22 00:00:00+00:00,5080.0,"A, e",06329500,,,,,,
2013-02-23 00:00:00+00:00,5080.0,"A, e",06329500,,,,,,
2013-02-24 00:00:00+00:00,5080.0,"A, e",06329500,,,,,,
2013-02-25 00:00:00+00:00,5080.0,"A, e",06329500,,,,,,
2013-02-26 00:00:00+00:00,5080.0,"A, e",06329500,,,,,,
2013-02-27 00:00:00+00:00,5080.0,"A, e",06329500,,,,,,
2013-02-28 00:00:00+00:00,5320.0,"A, e",06329500,,,,,,
2013-03-01 00:00:00+00:00,5240.0,"A, e",06329500,,,,,,
2013-03-02 00:00:00+00:00,5350.0,"A, e",06329500,,,,,,
2013-03-03 00:00:00+00:00,5570.0,"A, e",06329500,,,,,,
2013-03-04 00:00:00+00:00,5570.0,"A, e",06329500,,,,,,
2013-03-05 00:00:00+00:00,5570.0,"A, e",06329500,,,,,,
2013-03-06 00:00:00+00:00,5570.0,"A, e",06329500,,,,,,
2013-03-07 00:00:00+00:00,5570.0,"A, e",06329500,,,,,,
2013-03-08 00:00:00+00:00,5570.0,"A, e",06329500,,,,,,
2013-03-09 00:00:00+00:00,5740.0,"A, e",06329500,,,,,,
2013-03-10 00:00:00+00:00,5730.0,"A, e",06329500,,,,,,
2013-03-11 00:00:00+00:00,5730.0,"A, e",06329500,,,,,,
2013-03-12 00:00:00+00:00,5730.0,"A, e",06329500,,,,,,
2013-03-13 00:00:00+00:00,5730.0,"A, e",06329500,,,,,,
2013-03-14 00:00:00+00:00,5730.0,"A, e",06329500,,,,,,
2013-03-15 00:00:00+00:00,5730.0,"A, e",06329500,,,,,,
2013-03-16 00:00:00+00:00,5830.0,"A, e",06329500,,,,,,
2013-03-17 00:00:00+00:00,5890.0,"A, e",06329500,,,,,,
2013-03-18 00:00:00+00:00,5890.0,"A, e",06329500,,,,,,
2013-03-19 00:00:00+00:00,5830.0,"A, e",06329500,,,,,,
2013-03-20 00:00:00+00:00,5780.0,"A, e",06329500,,,,,,
2013-03-21 00:00:00+00:00,5260.0,"A, e",06329500,,,,,,
2013-03-22 00:00:00+00:00,5620.0,"A, e",06329500,,,,,,
2013-03-23 00:00:00+00:00,5510.0,"A, e",06329500,,,,,,
2013-03-24 00:00:00+00:00,4890.0,"A, e",06329500,,,,,,
2013-03-25 00:00:00+00:00,5190.0,"A, e",06329500,,,,,,
2013-03-26 00:00:00+00:00,5190.0,"A, e",06329500,,,,,,
2013-03-27 00:00:00+00:00,5410.0,"A, e",06329500,,,,,,
2013-03-28 00:00:00+00:00,6060.0,"A, e",06329500,,,,,,
2013-03-29 00:00:00+00:00,6100.0,"A, e",06329500,,,,,,
2013-03-30 00:00:00+00:00,6200.0,"A, e",06329500,,,,,,
2013-03-31 00:00:00+00:00,6300.0,"A, e",06329500,,,,,,
2013-04-01 00:00:00+00:00,6280.0,A,06329500,,,,,,
2013-04-02 00:00:00+00:00,5880.0,A,06329500,,,,,,
2013-04-03 00:00:00+00:00,5730.0,A,06329500,55.8,A,121.0,A,1870.0,A
2013-04-04 00:00:00+00:00,5740.0,A,06329500,51.7,A,113.0,A,1760.0,A
2013-04-05 00:00:00+00:00,5610.0,A,06329500,39.2,A,88.5,A,1340.0,A
2013-04-06 00:00:00+00:00,5520.0,A,06329500,28.7,A,67.2,A,1000.0,A
2013-04-07 00:00:00+00:00,5460.0,A,06329500,26.4,A,62.4,A,920.0,A
2013-04-08 00:00:00+00:00,5450.0,A,06329500,26.8,A,63.2,A,930.0,A
2013-04-09 00:00:00+00:00,5580.0,A,06329500,19.4,A,47.9,A,722.0,A
2013-04-10 00:00:00+00:00,5790.0,A,06329500,16.1,A,41.1,A,643.0,A
2013-04-11 00:00:00+00:00,6190.0,A,06329500,41.4,A,94.4,A,1580.0,A
2013-04-12 00:00:00+00:00,6390.0,A,06329500,85.3,A,179.0,A,3090.0,A
2013-04-13 00:00:00+00:00,6270.0,A,06329500,69.5,A,150.0,A,2540.0,A
2013-04-14 00:00:00+00:00,6380.0,A,06329500,54.6,A,122.0,A,2100.0,A
2013-04-15 00:00:00+00:00,6190.0,A,06329500,52.2,A,117.0,A,1950.0,A
2013-04-16 00:00:00+00:00,6260.0,A,06329500,56.4,A,125.0,A,2110.0,A
2013-04-17 00:00:00+00:00,6370.0,A,06329500,85.9,A,180.0,A,3100.0,A
2013-04-18 00:00:00+00:00,6290.0,A,06329500,111.0,A,226.0,A,3840.0,A
2013-04-19 00:00:00+00:00,6270.0,A,06329500,144.0,A,283.0,A,4800.0,A
2013-04-20 00:00:00+00:00,6390.0,A,06329500,255.0,A,465.0,A,8020.0,A
2013-04-21 00:00:00+00:00,6340.0,A,06329500,321.0,A,569.0,A,9740.0,A
2013-04-22 00:00:00+00:00,6300.0,A,06329500,420.0,A,719.0,A,12200.0,A
2013-04-23 00:00:00+00:00,5990.0,A,06329500,387.0,A,662.0,A,10700.0,A
2013-04-24 00:00:00+00:00,5660.0,A,06329500,359.0,A,610.0,A,9330.0,A
2013-04-25 00:00:00+00:00,5620.0,A,06329500,250.0,A,445.0,A,6750.0,A
2013-04-26 00:00:00+00:00,5560.0,A,06329500,147.0,A,279.0,A,4180.0,A
2013-04-27 00:00:00+00:00,5420.0,A,06329500,88.7,A,179.0,A,2620.0,A
2013-04-28 00:00:00+00:00,5270.0,A,06329500,54.7,A,116.0,A,1650.0,A
2013-04-29 00:00:00+00:00,5060.0,A,06329500,37.1,A,82.1,A,1120.0,A
2013-04-30 00:00:00+00:00,4900.0,A,06329500,33.4,A,74.4,A,983.0,A
2013-05-01 00:00:00+00:00,4800.0,A,06329500,31.0,A,69.4,A,901.0,A
2013-05-02 00:00:00+00:00,4650.0,A,06329500,23.8,A,54.7,A,686.0,A
2013-05-03 00:00:00+00:00,4560.0,A,06329500,22.2,A,51.1,A,629.0,A
2013-05-04 00:00:00+00:00,5010.0,A,06329500,22.5,A,53.2,A,719.0,A
2013-05-05 00:00:00+00:00,5490.0,A,06329500,23.8,A,57.0,A,845.0,A
2013-05-06 00:00:00+00:00,5530.0,A,06329500,22.5,A,54.4,A,812.0,A
2013-05-07 00:00:00+00:00,5280.0,A,06329500,20.5,A,49.6,A,708.0,A
2013-05-08 00:00:00+00:00,4720.0,A,06329500,18.8,A,44.5,A,568.0,A
2013-05-09 00:00:00+00:00,4250.0,A,06329500,,,,,,
2013-05-10 00:00:00+00:00,4450.0,A,06329500,,,,,,
2013-05-11 00:00:00+00:00,4260.0,A,06329500,,,,,,
2013-05-12 00:00:00+00:00,5230.0,A,06329500,,,,,,
2013-05-13 00:00:00+00:00,8190.0,A,06329500,,,,,,
2013-05-14 00:00:00+00:00,9790.0,A,06329500,,,,,,
2013-05-15 00:00:00+00:00,10100.0,A,06329500,,,,,,
2013-05-16 00:00:00+00:00,11200.0,A,06329500,,,,,,
2013-05-17 00:00:00+00:00,15700.0,A,06329500,,,,,,
2013-05-18 00:00:00+00:00,22200.0,A,06329500,,,,,,
2013-05-19 00:00:00+00:00,24000.0,A,06329500,,,,,,
2013-05-20 00:00:00+00:00,24400.0,A,06329500,,,,,,
2013-05-21 00:00:00+00:00,25500.0,A,06329500,,,,,,
2013-05-22 00:00:00+00:00,26100.0,A,06329500,962.0,A,2120.0,A,149000.0,A
2013-05-23 00:00:00+00:00,25600.0,A,06329500,793.0,A,1790.0,A,123000.0,A
2013-05-24 00:00:00+00:00,23500.0,A,06329500,527.0,A,1220.0,A,77700.0,A
2013-05-25 00:00:00+00:00,21500.0,A,06329500,556.0,A,1250.0,A,72900.0,A
2013-05-26 00:00:00+00:00,21000.0,A,06329500,472.0,A,1080.0,A,61600.0,A
2013-05-27 00:00:00+00:00,24000.0,A,06329500,322.0,A,802.0,A,51900.0,A
2013-05-28 00:00:00+00:00,26300.0,A,06329500,,,1830.0,"A, [4]",130000.0,A
2013-05-29 00:00:00+00:00,25100.0,A,06329500,,,2230.0,"A, [4]",151000.0,A
2013-05-30 00:00:00+00:00,26100.0,A,06329500,,,1850.0,A,130000.0,A
2013-05-31 00:00:00+00:00,40000.0,A,06329500,,,,,,
2013-06-01 00:00:00+00:00,52000.0,A,06329500,,,,,,
2013-06-02 00:00:00+00:00,48600.0,A,06329500,,,,,,
2013-06-03 00:00:00+00:00,38500.0,A,06329500,,,,,,
2013-06-04 00:00:00+00:00,32000.0,A,06329500,,,,,,
2013-06-05 00:00:00+00:00,26400.0,A,06329500,,,,,,
2013-06-06 00:00:00+00:00,23600.0,A,06329500,,,,,,
2013-06-07 00:00:00+00:00,23800.0,A,06329500,388.0,A,942.0,A,60700.0,A
2013-06-08 00:00:00+00:00,22900.0,A,06329500,261.0,A,660.0,A,40800.0,A
2013-06-09 00:00:00+00:00,21500.0,A,06329500,225.0,A,570.0,A,33100.0,A
2013-06-10 00:00:00+00:00,21400.0,A,06329500,226.0,A,572.0,A,33100.0,A
2013-06-11 00:00:00+00:00,23600.0,A,06329500,134.0,A,373.0,A,23800.0,A
2013-06-12 00:00:00+00:00,27300.0,A,06329500,144.0,A,412.0,A,30400.0,A
2013-06-13 00:00:00+00:00,30600.0,A,06329500,241.0,A,662.0,A,54600.0,A
2013-06-14 00:00:00+00:00,33800.0,A,06329500,298.0,A,819.0,A,74800.0,A
2013-06-15 00:00:00+00:00,36900.0,A,06329500,498.0,A,1300.0,A,129000.0,A
2013-06-16 00:00:00+00:00,37100.0,A,06329500,533.0,A,1390.0,A,139000.0,A
2013-06-17 00:00:00+00:00,37100.0,A,06329500,415.0,A,1120.0,A,112000.0,A
2013-06-18 00:00:00+00:00,33300.0,A,06329500,337.0,A,905.0,A,81300.0,A
2013-06-19 00:00:00+00:00,27800.0,A,06329500,232.0,A,625.0,A,46900.0,A
2013-06-20 00:00:00+00:00,24800.0,A,06329500,184.0,A,497.0,A,33300.0,A
2013-06-21 00:00:00+00:00,23400.0,A,06329500,129.0,A,359.0,A,22700.0,A
2013-06-22 00:00:00+00:00,23300.0,A,06329500,86.7,A,254.0,A,15900.0,A
2013-06-23 00:00:00+00:00,23500.0,A,06329500,81.2,A,240.0,A,15200.0,A
2013-06-24 00:00:00+00:00,22900.0,A,06329500,220.0,A,564.0,A,34800.0,A
2013-06-25 00:00:00+00:00,20600.0,A,06329500,345.0,A,818.0,A,45400.0,A
2013-06-26 00:00:00+00:00,18800.0,A,06329500,215.0,A,530.0,A,27000.0,A
2013-06-27 00:00:00+00:00,16700.0,A,06329500,176.0,A,431.0,A,19500.0,A
2013-06-28 00:00:00+00:00,15400.0,A,06329500,,,,,,
2013-06-29 00:00:00+00:00,15700.0,A,06329500,,,,,,
2013-06-30 00:00:00+00:00,17600.0,A,06329500,,,,,,
2013-07-01 00:00:00+00:00,18300.0,A,06329500,46.0,A,138.0,A,6790.0,A
2013-07-02 00:00:00+00:00,17700.0,A,06329500,42.4,A,127.0,A,6090.0,A
2013-07-03 00:00:00+00:00,17200.0,A,06329500,71.4,A,198.0,A,9210.0,A
2013-07-04 00:00:00+00:00,16500.0,A,06329500,103.0,A,270.0,A,12100.0,A
2013-07-05 00:00:00+00:00,15200.0,A,06329500,,,198.0,A,8120.0,A
2013-07-06 00:00:00+00:00,14100.0,A,06329500,68.0,A,180.0,A,6830.0,A
2013-07-07 00:00:00+00:00,13000.0,A,06329500,45.0,A,123.0,A,4330.0,A
2013-07-08 00:00:00+00:00,12900.0,A,06329500,58.5,A,155.0,A,5380.0,A
2013-07-09 00:00:00+00:00,15600.0,A,06329500,,,648.0,"A, [4]",27300.0,A
2013-07-10 00:00:00+00:00,15300.0,A,06329500,,,,,,
2013-07-11 00:00:00+00:00,14100.0,A,06329500,542.0,A,1100.0,A,42000.0,A
2013-07-12 00:00:00+00:00,13400.0,A,06329500,346.0,A,735.0,A,26700.0,A
2013-07-13 00:00:00+00:00,11600.0,A,06329500,351.0,A,718.0,A,22600.0,A
2013-07-14 00:00:00+00:00,10300.0,A,06329500,203.0,A,432.0,A,12100.0,A
2013-07-15 00:00:00+00:00,9450.0,A,06329500,,,296.0,A,7550.0,A
2013-07-16 00:00:00+00:00,8530.0,A,06329500,141.0,A,300.0,A,6900.0,A
2013-07-17 00:00:00+00:00,8010.0,A,06329500,144.0,A,301.0,A,6510.0,A
2013-07-18 00:00:00+00:00,7440.0,A,06329500,95.6,A,207.0,A,4150.0,A
2013-07-19 00:00:00+00:00,6780.0,A,06329500,89.7,A,191.0,A,3490.0,A
2013-07-20 00:00:00+00:00,6240.0,A,06329500,193.0,A,364.0,A,6140.0,A
2013-07-21 00:00:00+00:00,6020.0,A,06329500,225.0,A,414.0,A,6720.0,A
