datetime,00010_Mean,00010_Mean_cd,site_no,00060_Mean,00060_Mean_cd,80154_historic_Mean,80154_historic_Mean_cd,80155_historic_Mean,80155_historic_Mean_cd
1984-11-01 00:00:00+00:00,3.2,A,06329500,9980.0,A,129.0,A,3470.0,A
1984-11-02 00:00:00+00:00,3.2,A,06329500,9790.0,A,125.0,A,3300.0,A
1984-11-03 00:00:00+00:00,3.1,A,06329500,9820.0,A,126.0,A,3340.0,A
1984-11-04 00:00:00+00:00,3.0,A,06329500,9460.0,A,109.0,A,2780.0,A
1984-11-05 00:00:00+00:00,3.0,A,06329500,10400.0,A,116.0,A,3260.0,A
1984-11-06 00:00:00+00:00,2.9,A,06329500,10400.0,A,120.0,A,3380.0,A
1984-11-07 00:00:00+00:00,2.9,A,06329500,10100.0,A,143.0,A,3910.0,A
1984-11-08 00:00:00+00:00,2.8,A,06329500,9980.0,A,128.0,A,3450.0,A
1984-11-09 00:00:00+00:00,2.7,A,06329500,9900.0,A,110.0,A,2940.0,A
1984-11-10 00:00:00+00:00,2.7,A,06329500,9820.0,A,108.0,A,2860.0,A
1984-11-11 00:00:00+00:00,2.6,A,06329500,9890.0,A,113.0,A,3020.0,A
1984-11-12 00:00:00+00:00,2.6,A,06329500,10100.0,A,103.0,A,2810.0,A
1984-11-13 00:00:00+00:00,2.5,A,06329500,10100.0,A,93.0,A,2540.0,A
1984-11-14 00:00:00+00:00,2.4,A,06329500,9960.0,A,90.0,A,2420.0,A
1984-11-15 00:00:00+00:00,2.4,A,06329500,9840.0,A,92.0,A,2440.0,A
1984-11-16 00:00:00+00:00,2.3,A,06329500,9850.0,A,106.0,A,2820.0,A
1984-11-17 00:00:00+00:00,2.2,A,06329500,9780.0,A,125.0,A,3300.0,A
1984-11-18 00:00:00+00:00,2.1,A,06329500,9730.0,A,113.0,A,2970.0,A
1984-11-19 00:00:00+00:00,2.1,A,06329500,9650.0,A,90.0,A,2340.0,A
1984-11-20 00:00:00+00:00,2.0,A,06329500,9530.0,A,83.0,A,2140.0,A
1984-11-21 00:00:00+00:00,1.9,A,06329500,9410.0,A,95.0,A,2410.0,A
1984-11-22 00:00:00+00:00,1.8,A,06329500,9490.0,A,98.0,A,2510.0,A
1984-11-23 00:00:00+00:00,1.6,A,06329500,9490.0,A,96.0,A,2460.0,A
1984-11-24 00:00:00+00:00,1.5,A,06329500,9500.0,A,88.0,A,2260.0,A
1984-11-25 00:00:00+00:00,1.4,A,06329500,9470.0,A,84.0,A,2150.0,A
1984-11-26 00:00:00+00:00,1.4,A,06329500,9510.0,A,80.0,A,2050.0,A
1984-11-27 00:00:00+00:00,1.3,A,06329500,9580.0,A,87.0,A,2250.0,A
1984-11-28 00:00:00+00:00,1.2,A,06329500,9530.0,A,100.0,A,2570.0,A
1984-11-29 00:00:00+00:00,1.1,A,06329500,9530.0,A,78.0,A,2010.0,A
1984-11-30 00:00:00+00:00,1.1,A,06329500,9100.0,A,94.0,A,2310.0,A
1984-12-01 00:00:00+00:00,1.0,A,06329500,8510.0,A,77.0,A,1770.0,A
1984-12-02 00:00:00+00:00,1.0,A,06329500,8830.0,A,90.0,A,2150.0,A
1984-12-03 00:00:00+00:00,0.9,A,06329500,8160.0,A,80.0,A,1760.0,A
1984-12-04 00:00:00+00:00,0.8,A,06329500,8000.0,A,113.0,A,2440.0,A
1984-12-05 00:00:00+00:00,0.7,A,06329500,7500.0,A,106.0,A,2150.0,A
1984-12-06 00:00:00+00:00,0.6,A,06329500,8000.0,A,88.0,A,1900.0,A
1984-12-07 00:00:00+00:00,0.5,A,06329500,8500.0,A,85.0,A,1950.0,A
1984-12-08 00:00:00+00:00,0.3,A,06329500,9000.0,A,101.0,A,2450.0,A
1984-12-09 00:00:00+00:00,0.2,A,06329500,9000.0,A,85.0,A,2070.0,A
1984-12-10 00:00:00+00:00,0.0,A,06329500,8500.0,A,113.0,A,2590.0,A
1984-12-11 00:00:00+00:00,0.0,A,06329500,8000.0,A,117.0,A,2530.0,A
1984-12-12 00:00:00+00:00,0.0,A,06329500,7500.0,A,110.0,A,2230.0,A
1984-12-13 00:00:00+00:00,0.0,A,06329500,7000.0,A,48.0,A,907.0,A
1984-12-14 00:00:00+00:00,0.0,A,06329500,7000.0,A,,,945.0,A
1984-12-15 00:00:00+00:00,0.0,A,06329500,7500.0,A,,,1220.0,A
1984-12-16 00:00:00+00:00,0.0,A,06329500,7000.0,A,,,945.0,A
1984-12-17 00:00:00+00:00,0.0,A,06329500,7000.0,A,,,945.0,A
1984-12-18 00:00:00+00:00,0.0,A,06329500,6500.0,A,,,702.0,A
1984-12-19 00:00:00+00:00,0.0,A,06329500,6000.0,A,,,486.0,A
1984-12-20 00:00:00+00:00,0.0,A,06329500,5500.0,A,,,371.0,A
1984-12-21 00:00:00+00:00,0.0,A,06329500,5000.0,A,,,270.0,A
1984-12-22 00:00:00+00:00,0.0,A,06329500,4500.0,A,,,182.0,A
1984-12-23 00:00:00+00:00,0.0,A,06329500,4500.0,A,,,182.0,A
1984-12-24 00:00:00+00:00,0.0,A,06329500,4000.0,A,,,162.0,A
1984-12-25 00:00:00+00:00,0.0,A,06329500,4500.0,A,,,182.0,A
1984-12-26 00:00:00+00:00,0.0,A,06329500,4500.0,A,,,182.0,A
1984-12-27 00:00:00+00:00,0.0,A,06329500,4500.0,A,,,182.0,A
1984-12-28 00:00:00+00:00,0.0,A,06329500,4500.0,A,,,182.0,A
1984-12-29 00:00:00+00:00,0.0,A,06329500,4000.0,A,,,162.0,A
1984-12-30 00:00:00+00:00,0.0,A,06329500,4000.0,A,,,162.0,A
1984-12-31 00:00:00+00:00,0.0,A,06329500,4000.0,A,,,162.0,A
1985-01-01 00:00:00+00:00,0.0,A,06329500,4500.0,A,,,182.0,A
1985-01-02 00:00:00+00:00,0.0,A,06329500,4500.0,A,,,182.0,A
1985-01-03 00:00:00+00:00,0.0,A,06329500,5000.0,A,,,270.0,A
1985-01-04 00:00:00+00:00,0.0,A,06329500,5000.0,A,,,270.0,A
1985-01-05 00:00:00+00:00,0.0,A,06329500,6000.0,A,,,486.0,A
1985-01-06 00:00:00+00:00,0.0,A,06329500,7000.0,A,,,945.0,A
1985-01-07 00:00:00+00:00,0.0,A,06329500,8000.0,A,,,1620.0,A
1985-01-08 00:00:00+00:00,0.0,A,06329500,7500.0,A,,,1220.0,A
1985-01-09 00:00:00+00:00,0.0,A,06329500,7000.0,A,,,945.0,A
1985-01-10 00:00:00+00:00,0.0,A,06329500,6500.0,A,,,702.0,A
1985-01-11 00:00:00+00:00,0.0,A,06329500,6000.0,A,,,486.0,A
1985-01-12 00:00:00+00:00,0.0,A,06329500,6500.0,A,,,702.0,A
1985-01-13 00:00:00+00:00,-0.0,A,06329500,7000.0,A,,,945.0,A
1985-01-14 00:00:00+00:00,-0.0,A,06329500,7500.0,A,53.0,A,1070.0,A
1985-01-15 00:00:00+00:00,-0.0,A,06329500,7500.0,A,54.0,A,1090.0,A
1985-01-16 00:00:00+00:00,-0.0,A,06329500,7500.0,A,52.0,A,1050.0,A
1985-01-17 00:00:00+00:00,-0.0,A,06329500,8000.0,A,48.0,A,1040.0,A
1985-01-18 00:00:00+00:00,-0.0,A,06329500,7500.0,A,49.0,A,992.0,A
1985-01-19 00:00:00+00:00,-0.0,A,06329500,7000.0,A,49.0,A,926.0,A
1985-01-20 00:00:00+00:00,-0.0,A,06329500,6000.0,A,45.0,A,729.0,A
1985-01-21 00:00:00+00:00,-0.0,A,06329500,6000.0,A,40.0,A,648.0,A
1985-01-22 00:00:00+00:00,-0.0,A,06329500,6000.0,A,39.0,A,632.0,A
1985-01-23 00:00:00+00:00,-0.0,A,06329500,6500.0,A,37.0,A,649.0,A
1985-01-24 00:00:00+00:00,-0.0,A,06329500,7000.0,A,33.0,A,624.0,A
1985-01-25 00:00:00+00:00,-0.0,A,06329500,7000.0,A,32.0,A,605.0,A
1985-01-26 00:00:00+00:00,-0.0,A,06329500,6500.0,A,31.0,A,544.0,A
1985-01-27 00:00:00+00:00,-0.0,A,06329500,6500.0,A,25.0,A,439.0,A
1985-01-28 00:00:00+00:00,-0.0,A,06329500,6000.0,A,19.0,A,308.0,A
1985-01-29 00:00:00+00:00,-0.0,A,06329500,5500.0,A,17.0,A,252.0,A
1985-01-30 00:00:00+00:00,-0.0,A,06329500,5500.0,A,,,223.0,A
1985-01-31 00:00:00+00:00,-0.0,A,06329500,5000.0,A,,,270.0,A
1985-02-01 00:00:00+00:00,-0.0,A,06329500,5000.0,A,,,270.0,A
1985-02-02 00:00:00+00:00,-0.0,A,06329500,5000.0,A,,,270.0,A
1985-02-03 00:00:00+00:00,-0.0,A,06329500,5000.0,A,,,270.0,A
1985-02-04 00:00:00+00:00,-0.0,A,06329500,4500.0,A,,,182.0,A
1985-02-05 00:00:00+00:00,-0.0,A,06329500,4500.0,A,,,182.0,A
1985-02-06 00:00:00+00:00,-0.0,A,06329500,5000.0,A,,,270.0,A
1985-02-07 00:00:00+00:00,-0.0,A,06329500,5000.0,A,,,270.0,A
1985-02-08 00:00:00+00:00,-0.0,A,06329500,5000.0,A,,,270.0,A
1985-02-09 00:00:00+00:00,-0.0,A,06329500,5000.0,A,,,270.0,A
1985-02-10 00:00:00+00:00,-0.0,A,06329500,5000.0,A,,,270.0,A
1985-02-11 00:00:00+00:00,-0.0,A,06329500,5000.0,A,,,270.0,A
1985-02-12 00:00:00+00:00,-0.0,A,06329500,6000.0,A,46.0,A,745.0,A
1985-02-13 00:00:00+00:00,0.0,A,06329500,6000.0,A,62.0,A,1000.0,A
1985-02-14 00:00:00+00:00,0.0,A,06329500,6000.0,A,63.0,A,1020.0,A
1985-02-15 00:00:00+00:00,0.0,A,06329500,6500.0,A,65.0,A,1140.0,A
1985-02-16 00:00:00+00:00,-0.0,A,06329500,7000.0,A,95.0,A,1800.0,A
1985-02-17 00:00:00+00:00,-0.0,A,06329500,7000.0,A,113.0,A,2140.0,A
1985-02-18 00:00:00+00:00,-0.0,A,06329500,7500.0,A,115.0,A,2330.0,A
1985-02-19 00:00:00+00:00,-0.0,A,06329500,7500.0,A,111.0,A,2250.0,A
1985-02-20 00:00:00+00:00,-0.0,A,06329500,7500.0,A,101.0,A,2050.0,A
1985-02-21 00:00:00+00:00,-0.0,A,06329500,8000.0,A,96.0,A,2070.0,A
1985-02-22 00:00:00+00:00,-0.0,A,06329500,8000.0,A,95.0,A,2050.0,A
1985-02-23 00:00:00+00:00,-0.0,A,06329500,8000.0,A,110.0,A,2380.0,A
1985-02-24 00:00:00+00:00,-0.0,A,06329500,8500.0,A,145.0,A,3330.0,A
1985-02-25 00:00:00+00:00,-0.0,A,06329500,8500.0,A,169.0,A,3880.0,A
1985-02-26 00:00:00+00:00,-0.0,A,06329500,8500.0,A,157.0,A,3600.0,A
1985-02-27 00:00:00+00:00,-0.0,A,06329500,8500.0,A,163.0,A,3740.0,A
1985-02-28 00:00:00+00:00,-0.0,A,06329500,9000.0,A,153.0,A,3720.0,A
1985-03-01 00:00:00+00:00,-0.0,A,06329500,9500.0,A,164.0,A,4210.0,A
1985-03-02 00:00:00+00:00,-0.0,A,06329500,10000.0,A,161.0,A,4350.0,A
1985-03-03 00:00:00+00:00,-0.0,A,06329500,9500.0,A,152.0,A,3900.0,A
1985-03-04 00:00:00+00:00,-0.0,A,06329500,9500.0,A,165.0,A,4230.0,A
1985-03-05 00:00:00+00:00,-0.0,A,06329500,9500.0,A,157.0,A,4030.0,A
1985-03-06 00:00:00+00:00,-0.0,A,06329500,9500.0,A,147.0,A,3770.0,A
1985-03-07 00:00:00+00:00,-0.0,A,06329500,9500.0,A,126.0,A,3230.0,A
1985-03-08 00:00:00+00:00,-0.0,A,06329500,10000.0,A,112.0,A,3020.0,A
1985-03-09 00:00:00+00:00,-0.0,A,06329500,10000.0,A,102.0,A,2750.0,A
1985-03-10 00:00:00+00:00,-0.0,A,06329500,10000.0,A,103.0,A,2780.0,A
1985-03-11 00:00:00+00:00,-0.0,A,06329500,10000.0,A,113.0,A,3050.0,A
1985-03-12 00:00:00+00:00,-0.0,A,06329500,10000.0,A,124.0,A,3350.0,A
1985-03-13 00:00:00+00:00,-0.0,A,06329500,10500.0,A,138.0,A,3910.0,A
1985-03-14 00:00:00+00:00,-0.0,A,06329500,10500.0,A,157.0,A,4450.0,A
1985-03-15 00:00:00+00:00,-0.0,A,06329500,10500.0,A,197.0,A,5580.0,A
1985-03-16 00:00:00+00:00,-0.0,A,06329500,10500.0,A,245.0,A,6950.0,A
1985-03-17 00:00:00+00:00,-0.0,A,06329500,11000.0,A,300.0,A,8910.0,A
1985-03-18 00:00:00+00:00,-0.0,A,06329500,11000.0,A,364.0,A,10800.0,A
1985-03-19 00:00:00+00:00,-0.0,A,06329500,11000.0,A,450.0,A,13400.0,A
1985-03-20 00:00:00+00:00,0.0,A,06329500,11000.0,A,930.0,A,27600.0,A
1985-03-21 00:00:00+00:00,0.0,A,06329500,12000.0,A,960.0,A,31100.0,A
1985-03-22 00:00:00+00:00,0.1,A,06329500,12000.0,A,1140.0,A,37000.0,A
1985-03-23 00:00:00+00:00,0.1,A,06329500,12000.0,A,1370.0,A,44400.0,A
1985-03-24 00:00:00+00:00,0.1,A,06329500,10000.0,A,1280.0,A,34600.0,A
1985-03-25 00:00:00+00:00,,,06329500,10500.0,A,1770.0,A,50200.0,A
1985-03-26 00:00:00+00:00,,,06329500,10500.0,A,1250.0,A,35400.0,A
1985-03-27 00:00:00+00:00,,,06329500,11600.0,A,910.0,A,28500.0,A
1985-03-28 00:00:00+00:00,1.7,A,06329500,11500.0,A,965.0,A,30000.0,A
1985-03-29 00:00:00+00:00,1.9,A,06329500,10600.0,A,730.0,A,20900.0,A
1985-03-30 00:00:00+00:00,3.0,A,06329500,9720.0,A,595.0,A,15600.0,A
1985-03-31 00:00:00+00:00,4.1,A,06329500,9110.0,A,530.0,A,13000.0,A
1985-04-01 00:00:00+00:00,4.8,A,06329500,8790.0,A,530.0,A,12600.0,A
1985-04-02 00:00:00+00:00,6.9,A,06329500,8680.0,A,585.0,A,13700.0,A
1985-04-03 00:00:00+00:00,7.5,A,06329500,8540.0,A,560.0,A,12900.0,A
1985-04-04 00:00:00+00:00,6.7,A,06329500,8510.0,A,435.0,A,9990.0,A
1985-04-05 00:00:00+00:00,5.9,A,06329500,8680.0,A,365.0,A,8550.0,A
1985-04-06 00:00:00+00:00,6.0,A,06329500,9430.0,A,455.0,A,11600.0,A
1985-04-07 00:00:00+00:00,5.6,A,06329500,9950.0,A,520.0,A,14000.0,A
1985-04-08 00:00:00+00:00,6.1,A,06329500,9320.0,A,400.0,A,10100.0,A
1985-04-09 00:00:00+00:00,7.6,A,06329500,8720.0,A,360.0,A,8480.0,A
1985-04-10 00:00:00+00:00,9.2,A,06329500,8580.0,A,368.0,A,8530.0,A
1985-04-11 00:00:00+00:00,10.7,A,06329500,8370.0,A,312.0,A,7050.0,A
1985-04-12 00:00:00+00:00,12.4,A,06329500,8060.0,A,231.0,A,5030.0,A
1985-04-13 00:00:00+00:00,12.8,A,06329500,7960.0,A,217.0,A,4660.0,A
1985-04-14 00:00:00+00:00,13.7,A,06329500,8270.0,A,231.0,A,5160.0,A
1985-04-15 00:00:00+00:00,13.4,A,06329500,8580.0,A,235.0,A,5440.0,A
1985-04-16 00:00:00+00:00,12.2,A,06329500,8680.0,A,252.0,A,5910.0,A
1985-04-17 00:00:00+00:00,13.6,A,06329500,8650.0,A,221.0,A,5160.0,A
1985-04-18 00:00:00+00:00,15.1,A,06329500,8580.0,A,170.0,A,3940.0,A
1985-04-19 00:00:00+00:00,15.2,A,06329500,8680.0,A,184.0,A,4310.0,A
1985-04-20 00:00:00+00:00,13.5,A,06329500,9400.0,A,242.0,A,6140.0,A
1985-04-21 00:00:00+00:00,12.6,A,06329500,9760.0,A,282.0,A,7430.0,A
1985-04-22 00:00:00+00:00,12.9,A,06329500,10400.0,A,303.0,A,8510.0,A
1985-04-23 00:00:00+00:00,13.9,A,06329500,10400.0,A,285.0,A,8000.0,A
1985-04-24 00:00:00+00:00,13.6,A,06329500,10600.0,A,252.0,A,7210.0,A
1985-04-25 00:00:00+00:00,12.2,A,06329500,10200.0,A,323.0,A,8900.0,A
1985-04-26 00:00:00+00:00,11.3,A,06329500,9430.0,A,363.0,A,9240.0,A
1985-04-27 00:00:00+00:00,12.0,A,06329500,8860.0,A,283.0,A,6770.0,A
1985-04-28 00:00:00+00:00,14.4,A,06329500,8400.0,A,218.0,A,4940.0,A
1985-04-29 00:00:00+00:00,15.7,A,06329500,8060.0,A,209.0,A,4550.0,A
1985-04-30 00:00:00+00:00,16.6,A,06329500,7720.0,A,205.0,A,4270.0,A
1985-05-01 00:00:00+00:00,17.4,A,06329500,7170.0,A,161.0,A,3120.0,A
1985-05-02 00:00:00+00:00,18.5,A,06329500,6940.0,A,136.0,A,2550.0,A
1985-05-03 00:00:00+00:00,19.4,A,06329500,6660.0,A,135.0,A,2430.0,A
1985-05-04 00:00:00+00:00,18.5,A,06329500,6250.0,A,155.0,A,2620.0,A
1985-05-05 00:00:00+00:00,16.4,A,06329500,6530.0,A,157.0,A,2770.0,A
1985-05-06 00:00:00+00:00,15.9,A,06329500,7360.0,A,147.0,A,2920.0,A
1985-05-07 00:00:00+00:00,16.3,A,06329500,9000.0,A,208.0,A,5050.0,A
1985-05-08 00:00:00+00:00,17.7,A,06329500,12000.0,A,426.0,A,13800.0,A
1985-05-09 00:00:00+00:00,18.9,A,06329500,11700.0,A,348.0,A,11000.0,A
1985-05-10 00:00:00+00:00,18.9,A,06329500,9580.0,A,220.0,A,5690.0,A
1985-05-11 00:00:00+00:00,17.5,A,06329500,8160.0,A,177.0,A,3900.0,A
1985-05-12 00:00:00+00:00,15.4,A,06329500,8470.0,A,195.0,A,4460.0,A
1985-05-13 00:00:00+00:00,13.8,A,06329500,10000.0,A,236.0,A,6370.0,A
1985-05-14 00:00:00+00:00,14.4,A,06329500,11300.0,A,281.0,A,8570.0,A
1985-05-15 00:00:00+00:00,15.5,A,06329500,12600.0,A,286.0,A,9730.0,A
1985-05-16 00:00:00+00:00,16.6,A,06329500,11500.0,A,245.0,A,7610.0,A
1985-05-17 00:00:00+00:00,17.7,A,06329500,9220.0,A,190.0,A,4730.0,A
1985-05-18 00:00:00+00:00,19.1,A,06329500,7760.0,A,124.0,A,2600.0,A
1985-05-19 00:00:00+00:00,19.4,A,06329500,6850.0,A,98.0,A,1810.0,A
1985-05-20 00:00:00+00:00,19.4,A,06329500,6590.0,A,88.0,A,1570.0,A
1985-05-21 00:00:00+00:00,20.3,A,06329500,7070.0,A,90.0,A,1720.0,A
1985-05-22 00:00:00+00:00,21.0,A,06329500,6750.0,A,114.0,A,2080.0,A
1985-05-23 00:00:00+00:00,22.1,A,06329500,6280.0,A,110.0,A,1870.0,A
1985-05-24 00:00:00+00:00,23.4,A,06329500,6470.0,A,103.0,A,1800.0,A
1985-05-25 00:00:00+00:00,23.1,A,06329500,8170.0,A,150.0,A,3310.0,A
1985-05-26 00:00:00+00:00,21.2,A,06329500,10200.0,A,256.0,A,7050.0,A
1985-05-27 00:00:00+00:00,19.2,A,06329500,13500.0,A,383.0,A,14000.0,A
1985-05-28 00:00:00+00:00,18.4,A,06329500,17000.0,A,842.0,A,38600.0,A
1985-05-29 00:00:00+00:00,19.1,A,06329500,21900.0,A,1630.0,A,96100.0,A
1985-05-30 00:00:00+00:00,18.8,A,06329500,25600.0,A,1960.0,A,135000.0,A
1985-05-31 00:00:00+00:00,18.0,A,06329500,24000.0,A,1950.0,A,126000.0,A
1985-06-01 00:00:00+00:00,17.3,A,06329500,21500.0,A,1220.0,A,71000.0,A
1985-06-02 00:00:00+00:00,17.3,A,06329500,19900.0,A,758.0,A,40600.0,A
1985-06-03 00:00:00+00:00,16.9,A,06329500,18100.0,A,518.0,A,25300.0,A
1985-06-04 00:00:00+00:00,17.0,A,06329500,16100.0,A,400.0,A,17400.0,A
1985-06-05 00:00:00+00:00,17.7,A,06329500,15500.0,A,320.0,A,13400.0,A
1985-06-06 00:00:00+00:00,18.8,A,06329500,15600.0,A,318.0,A,13400.0,A
1985-06-07 00:00:00+00:00,20.4,A,06329500,14500.0,A,270.0,A,10600.0,A
1985-06-08 00:00:00+00:00,20.7,A,06329500,13500.0,A,285.0,A,10400.0,A
1985-06-09 00:00:00+00:00,19.9,A,06329500,15000.0,A,370.0,A,15000.0,A
1985-06-10 00:00:00+00:00,19.7,A,06329500,21500.0,A,625.0,A,36300.0,A
1985-06-11 00:00:00+00:00,18.3,A,06329500,27000.0,A,1260.0,A,91500.0,A
1985-06-12 00:00:00+00:00,18.0,A,06329500,28700.0,A,1090.0,A,84500.0,A
1985-06-13 00:00:00+00:00,18.4,A,06329500,24700.0,A,700.0,A,46700.0,A
1985-06-14 00:00:00+00:00,19.1,A,06329500,20900.0,A,428.0,A,24100.0,A
1985-06-15 00:00:00+00:00,20.2,A,06329500,18000.0,A,358.0,A,17400.0,A
1985-06-16 00:00:00+00:00,20.0,A,06329500,16400.0,A,300.0,A,13300.0,A
1985-06-17 00:00:00+00:00,18.2,A,06329500,15600.0,A,249.0,A,10500.0,A
1985-06-18 00:00:00+00:00,17.9,A,06329500,15000.0,A,216.0,A,8760.0,A
1985-06-19 00:00:00+00:00,19.6,A,06329500,14800.0,A,206.0,A,8240.0,A
1985-06-20 00:00:00+00:00,21.3,A,06329500,15100.0,A,216.0,A,8790.0,A
1985-06-21 00:00:00+00:00,20.9,A,06329500,14200.0,A,212.0,A,8100.0,A
1985-06-22 00:00:00+00:00,20.2,A,06329500,13000.0,A,207.0,A,7260.0,A
1985-06-23 00:00:00+00:00,20.5,A,06329500,12000.0,A,250.0,A,8090.0,A
1985-06-24 00:00:00+00:00,20.9,A,06329500,11300.0,A,263.0,A,8050.0,A
1985-06-25 00:00:00+00:00,,,06329500,11000.0,A,201.0,A,5950.0,A
1985-06-26 00:00:00+00:00,,,06329500,10100.0,A,160.0,A,4380.0,A
1985-06-27 00:00:00+00:00,,,06329500,9640.0,A,143.0,A,3720.0,A
1985-06-28 00:00:00+00:00,,,06329500,9810.0,A,133.0,A,3520.0,A
1985-06-29 00:00:00+00:00,,,06329500,10500.0,A,126.0,A,3560.0,A
1985-06-30 00:00:00+00:00,,,06329500,10200.0,A,115.0,A,3180.0,A
1985-07-01 00:00:00+00:00,,,06329500,9330.0,A,95.0,A,2390.0,A
1985-07-02 00:00:00+00:00,,,06329500,8550.0,A,82.0,A,1890.0,A
1985-07-03 00:00:00+00:00,,,06329500,7940.0,A,80.0,A,1720.0,A
1985-07-04 00:00:00+00:00,,,06329500,7540.0,A,76.0,A,1550.0,A
1985-07-05 00:00:00+00:00,,,06329500,7230.0,A,75.0,A,1460.0,A
1985-07-06 00:00:00+00:00,,,06329500,6820.0,A,73.0,A,1340.0,A
1985-07-07 00:00:00+00:00,,,06329500,6440.0,A,64.0,A,1110.0,A
1985-07-08 00:00:00+00:00,,,06329500,6100.0,A,56.0,A,922.0,A
1985-07-09 00:00:00+00:00,,,06329500,5830.0,A,56.0,A,881.0,A
1985-07-10 00:00:00+00:00,,,06329500,5490.0,A,59.0,A,875.0,A
1985-07-11 00:00:00+00:00,,,06329500,5340.0,A,55.0,A,793.0,A
1985-07-12 00:00:00+00:00,,,06329500,5120.0,A,50.0,A,691.0,A
1985-07-13 00:00:00+00:00,,,06329500,4940.0,A,54.0,A,720.0,A
1985-07-14 00:00:00+00:00,,,06329500,4890.0,A,55.0,A,726.0,A
1985-07-15 00:00:00+00:00,,,06329500,4770.0,A,48.0,A,618.0,A
1985-07-16 00:00:00+00:00,24.3,A,06329500,4760.0,A,47.0,A,604.0,A
1985-07-17 00:00:00+00:00,24.1,A,06329500,5010.0,A,67.0,A,906.0,A
1985-07-18 00:00:00+00:00,23.0,A,06329500,5080.0,A,89.0,A,1220.0,A
1985-07-19 00:00:00+00:00,23.4,A,06329500,4930.0,A,55.0,A,732.0,A
1985-07-20 00:00:00+00:00,23.8,A,06329500,4740.0,A,35.0,A,448.0,A
1985-07-21 00:00:00+00:00,24.7,A,06329500,4800.0,A,40.0,A,518.0,A
