year,month,mjoPENTAD,mjo20E,mjo70E,mjo80E,mjo100E,mjo120E,mjo140E,mjo160E,mjo120W,mjo40W,mjo10W,year,month,day,ninoNINO1+2,ninoANOM,ninoNINO3,ninoANOM.1,ninoNINO4,ninoANOM.2,ninoNINO3.4,ninoANOM.3,oniSEAS,oniTOTAL,oniANOM,pdo,pna,soi_x,soi_y
1978,1,19780123.0,2.29,2.45,1.33,-0.69,-1.12,-2.12,-2.50,-2.07,-0.37,1.40,1978,1,23.0,,,,,,,,,ASO,26.11,-0.42,0.58,0.61,-0.5,-0.3
1978,1,19780123.0,2.29,2.45,1.33,-0.69,-1.12,-2.12,-2.50,-2.07,-0.37,1.40,1978,1,23.0,,,,,,,,,SON,26.19,-0.29,0.58,0.61,-0.5,-0.3
1978,1,19780123.0,2.29,2.45,1.33,-0.69,-1.12,-2.12,-2.50,-2.07,-0.37,1.40,1978,1,23.0,,,,,,,,,OND,26.37,-0.08,0.58,0.61,-0.5,-0.3
1978,1,19780123.0,2.29,2.45,1.33,-0.69,-1.12,-2.12,-2.50,-2.07,-0.37,1.40,1978,1,23.0,,,,,,,,,NDJ,26.43,0.0,0.58,0.61,-0.5,-0.3
1978,1,19780128.0,1.25,2.22,2.30,0.87,0.35,-0.94,-1.91,-2.44,-1.72,-0.07,1978,1,28.0,,,,,,,,,DJF,27.15,0.69,0.58,0.61,-0.5,-0.3
1978,1,19780128.0,1.25,2.22,2.30,0.87,0.35,-0.94,-1.91,-2.44,-1.72,-0.07,1978,1,28.0,,,,,,,,,JFM,27.09,0.42,0.58,0.61,-0.5,-0.3
1978,1,19780128.0,1.25,2.22,2.30,0.87,0.35,-0.94,-1.91,-2.44,-1.72,-0.07,1978,1,28.0,,,,,,,,,FMA,27.08,0.06,0.58,0.61,-0.5,-0.3
1978,1,19780128.0,1.25,2.22,2.30,0.87,0.35,-0.94,-1.91,-2.44,-1.72,-0.07,1978,1,28.0,,,,,,,,,MAM,27.14,-0.18,0.58,0.61,-0.5,-0.3
1978,1,19780128.0,1.25,2.22,2.30,0.87,0.35,-0.94,-1.91,-2.44,-1.72,-0.07,1978,1,28.0,,,,,,,,,AMJ,27.11,-0.31,0.58,0.61,-0.5,-0.3
1978,1,19780128.0,1.25,2.22,2.30,0.87,0.35,-0.94,-1.91,-2.44,-1.72,-0.07,1978,1,28.0,,,,,,,,,MJJ,26.98,-0.29,0.58,0.61,-0.5,-0.3
1978,1,19780128.0,1.25,2.22,2.30,0.87,0.35,-0.94,-1.91,-2.44,-1.72,-0.07,1978,1,28.0,,,,,,,,,JJA,26.61,-0.36,0.58,0.61,-0.5,-0.3
1978,1,19780128.0,1.25,2.22,2.30,0.87,0.35,-0.94,-1.91,-2.44,-1.72,-0.07,1978,1,28.0,,,,,,,,,JAS,26.27,-0.42,0.58,0.61,-0.5,-0.3
1978,1,19780128.0,1.25,2.22,2.30,0.87,0.35,-0.94,-1.91,-2.44,-1.72,-0.07,1978,1,28.0,,,,,,,,,ASO,26.11,-0.42,0.58,0.61,-0.5,-0.3
1978,1,19780128.0,1.25,2.22,2.30,0.87,0.35,-0.94,-1.91,-2.44,-1.72,-0.07,1978,1,28.0,,,,,,,,,SON,26.19,-0.29,0.58,0.61,-0.5,-0.3
1978,1,19780128.0,1.25,2.22,2.30,0.87,0.35,-0.94,-1.91,-2.44,-1.72,-0.07,1978,1,28.0,,,,,,,,,OND,26.37,-0.08,0.58,0.61,-0.5,-0.3
1978,1,19780128.0,1.25,2.22,2.30,0.87,0.35,-0.94,-1.91,-2.44,-1.72,-0.07,1978,1,28.0,,,,,,,,,NDJ,26.43,0.0,0.58,0.61,-0.5,-0.3
1978,2,19780202.0,-0.50,1.09,2.56,2.39,2.09,0.87,-0.50,-1.98,-2.72,-1.86,1978,2,2.0,,,,,,,,,,,,0.78,1.27,-4.4,-2.7
1978,2,19780207.0,-2.41,-1.93,-0.28,1.59,1.96,2.41,2.21,1.21,-0.73,-2.11,1978,2,7.0,,,,,,,,,,,,0.78,1.27,-4.4,-2.7
1978,2,19780212.0,-0.77,-1.07,-0.92,-0.14,0.17,0.65,0.96,1.03,0.53,-0.24,1978,2,12.0,,,,,,,,,,,,0.78,1.27,-4.4,-2.7
1978,2,19780217.0,0.10,0.22,0.24,0.09,0.09,-0.07,-0.20,-0.27,-0.21,-0.05,1978,2,17.0,,,,,,,,,,,,0.78,1.27,-4.4,-2.7
1978,2,19780222.0,-0.53,-0.15,0.41,0.71,0.73,0.59,0.30,-0.15,-0.63,-0.72,1978,2,22.0,,,,,,,,,,,,0.78,1.27,-4.4,-2.7
1978,2,19780227.0,-1.51,-1.47,-0.62,0.65,0.95,1.45,1.55,1.15,-0.01,-1.07,1978,2,27.0,,,,,,,,,,,,0.78,1.27,-4.4,-2.7
1978,3,19780304.0,-1.33,-2.24,-2.19,-0.70,-0.26,1.05,2.00,2.46,1.65,-0.02,1978,3,4.0,,,,,,,,,,,,1.13,0.12,-0.3,-0.2
1978,3,19780309.0,1.06,-0.12,-1.62,-2.06,-1.81,-1.24,-0.34,0.90,1.97,1.84,1978,3,9.0,,,,,,,,,,,,1.13,0.12,-0.3,-0.2
1978,3,19780314.0,2.58,2.36,0.79,-1.34,-1.66,-2.45,-2.54,-1.73,0.26,1.96,1978,3,14.0,,,,,,,,,,,,1.13,0.12,-0.3,-0.2
1978,3,19780319.0,1.71,2.12,1.55,-0.07,-0.65,-1.55,-2.03,-1.92,-0.72,0.79,1978,3,19.0,,,,,,,,,,,,1.13,0.12,-0.3,-0.2
1978,3,19780324.0,0.07,1.06,1.82,1.40,0.97,0.15,-0.69,-1.50,-1.68,-0.89,1978,3,24.0,,,,,,,,,,,,1.13,0.12,-0.3,-0.2
1978,3,19780329.0,-0.87,-0.04,1.10,1.54,1.36,1.00,0.38,-0.54,-1.39,-1.39,1978,3,29.0,,,,,,,,,,,,1.13,0.12,-0.3,-0.2
1978,4,19780403.0,-0.05,0.12,0.25,0.24,0.32,0.12,-0.07,-0.25,-0.33,-0.22,1978,4,3.0,,,,,,,,,,,,1.03,0.05,-0.5,-0.3
1978,4,19780408.0,0.40,0.63,0.57,0.16,0.17,-0.26,-0.55,-0.69,-0.45,0.04,1978,4,8.0,,,,,,,,,,,,1.03,0.05,-0.5,-0.3
1978,4,19780413.0,-0.74,-0.47,0.13,0.67,0.83,0.81,0.61,0.18,-0.46,-0.77,1978,4,13.0,,,,,,,,,,,,1.03,0.05,-0.5,-0.3
1978,4,19780418.0,-0.55,-0.90,-0.86,-0.25,-0.07,0.43,0.79,0.95,0.62,-0.04,1978,4,18.0,,,,,,,,,,,,1.03,0.05,-0.5,-0.3
1978,4,19780423.0,-0.14,-0.21,-0.19,-0.02,0.09,0.14,0.18,0.17,0.09,-0.04,1978,4,23.0,,,,,,,,,,,,1.03,0.05,-0.5,-0.3
1978,4,19780428.0,-0.28,-0.23,-0.06,0.17,0.31,0.32,0.27,0.14,-0.10,-0.25,1978,4,28.0,,,,,,,,,,,,1.03,0.05,-0.5,-0.3
1978,5,19780503.0,0.03,-0.75,-1.33,-1.08,-1.02,-0.26,0.49,1.19,1.40,0.79,1978,5,3.0,,,,,,,,,,,,0.77,-0.92,2.2,1.4
1978,5,19780508.0,1.24,-0.21,-2.00,-2.52,-2.35,-1.53,-0.36,1.18,2.46,2.23,1978,5,8.0,,,,,,,,,,,,0.77,-0.92,2.2,1.4
1978,5,19780513.0,3.06,2.53,0.47,-1.96,-2.35,-3.04,-2.88,-1.68,0.78,2.59,1978,5,13.0,,,,,,,,,,,,0.77,-0.92,2.2,1.4
1978,5,19780518.0,1.61,2.55,2.43,0.73,0.12,-1.32,-2.32,-2.75,-1.73,0.18,1978,5,18.0,,,,,,,,,,,,0.77,-0.92,2.2,1.4
1978,5,19780523.0,-0.37,0.71,1.74,1.67,1.42,0.61,-0.30,-1.31,-1.83,-1.28,1978,5,23.0,,,,,,,,,,,,0.77,-0.92,2.2,1.4
1978,5,19780528.0,-0.98,-0.52,0.41,1.10,1.00,1.02,0.75,0.13,-0.72,-1.09,1978,5,28.0,,,,,,,,,,,,0.77,-0.92,2.2,1.4
1978,6,19780602.0,-0.26,-0.74,-0.95,-0.55,-0.42,0.12,0.59,0.94,0.85,0.28,1978,6,2.0,,,,,,,,,,,,0.33,-0.97,1.1,0.7
1978,6,19780607.0,0.91,0.19,-0.88,-1.39,-1.26,-1.01,-0.49,0.32,1.18,1.30,1978,6,7.0,,,,,,,,,,,,0.33,-0.97,1.1,0.7
1978,6,19780612.0,1.07,0.88,0.15,-0.69,-0.76,-1.04,-1.01,-0.60,0.25,0.90,1978,6,12.0,,,,,,,,,,,,0.33,-0.97,1.1,0.7
1978,6,19780617.0,0.89,1.15,0.86,0.00,-0.22,-0.78,-1.10,-1.11,-0.49,0.36,1978,6,17.0,,,,,,,,,,,,0.33,-0.97,1.1,0.7
1978,6,19780622.0,0.32,0.46,0.40,0.08,-0.02,-0.28,-0.44,-0.49,-0.27,0.08,1978,6,22.0,,,,,,,,,,,,0.33,-0.97,1.1,0.7
1978,6,19780627.0,0.47,0.08,-0.48,-0.73,-0.70,-0.53,-0.23,0.22,0.66,0.69,1978,6,27.0,,,,,,,,,,,,0.33,-0.97,1.1,0.7
1978,7,19780702.0,0.84,0.37,-0.44,-0.98,-1.01,-0.89,-0.55,0.05,0.79,1.02,1978,7,2.0,,,,,,,,,,,,-1.62,-2.15,0.9,0.6
1978,7,19780707.0,0.06,0.31,0.47,0.29,0.13,-0.03,-0.21,-0.38,-0.39,-0.18,1978,7,7.0,,,,,,,,,,,,-1.62,-2.15,0.9,0.6
1978,7,19780712.0,-1.20,-1.16,-0.47,0.53,0.62,1.11,1.24,0.94,0.02,-0.84,1978,7,12.0,,,,,,,,,,,,-1.62,-2.15,0.9,0.6
1978,7,19780717.0,-0.19,-0.59,-0.80,-0.48,-0.24,0.14,0.47,0.74,0.68,0.24,1978,7,17.0,,,,,,,,,,,,-1.62,-2.15,0.9,0.6
1978,7,19780722.0,0.42,-0.10,-0.74,-0.92,-0.81,-0.52,-0.11,0.43,0.87,0.78,1978,7,22.0,,,,,,,,,,,,-1.62,-2.15,0.9,0.6
1978,7,19780727.0,1.55,1.12,-0.07,-1.24,-1.33,-1.55,-1.34,-0.61,0.67,1.46,1978,7,27.0,,,,,,,,,,,,-1.62,-2.15,0.9,0.6
1978,8,19780801.0,1.73,1.93,1.12,-0.45,-0.70,-1.57,-1.96,-1.73,-0.46,0.97,1978,8,1.0,,,,,,,,,,,,-0.91,0.05,0.7,0.4
1978,8,19780806.0,0.75,0.97,0.77,0.04,-0.25,-0.67,-0.92,-0.92,-0.41,0.29,1978,8,6.0,,,,,,,,,,,,-0.91,0.05,0.7,0.4
1978,8,19780811.0,1.52,1.51,0.67,-0.61,-0.79,-1.41,-1.59,-1.23,-0.08,1.03,1978,8,11.0,,,,,,,,,,,,-0.91,0.05,0.7,0.4
1978,8,19780816.0,0.61,1.06,1.07,0.39,0.15,-0.48,-0.95,-1.19,-0.82,-0.02,1978,8,16.0,,,,,,,,,,,,-0.91,0.05,0.7,0.4
1978,8,19780821.0,1.10,1.02,0.35,-0.54,-0.60,-1.01,-1.10,-0.80,0.04,0.80,1978,8,21.0,,,,,,,,,,,,-0.91,0.05,0.7,0.4
1978,8,19780826.0,0.61,0.58,0.20,-0.31,-0.31,-0.58,-0.65,-0.50,-0.02,0.42,1978,8,26.0,,,,,,,,,,,,-0.91,0.05,0.7,0.4
1978,8,19780831.0,-0.23,-0.27,-0.18,0.03,0.12,0.22,0.27,0.23,0.06,-0.13,1978,8,31.0,,,,,,,,,,,,-0.91,0.05,0.7,0.4
1978,9,19780905.0,-0.19,-0.26,-0.22,-0.03,0.09,0.17,0.22,0.21,0.08,-0.09,1978,9,5.0,,,,,,,,,,,,-0.78,1.71,0.1,0.1
1978,9,19780910.0,0.61,0.53,0.15,-0.34,-0.50,-0.63,-0.60,-0.37,0.13,0.50,1978,9,10.0,,,,,,,,,,,,-0.78,1.71,0.1,0.1
1978,9,19780915.0,0.83,1.08,0.81,0.03,-0.15,-0.71,-1.03,-1.06,-0.49,0.32,1978,9,15.0,,,,,,,,,,,,-0.78,1.71,0.1,0.1
1978,9,19780920.0,1.25,1.06,0.24,-0.77,-0.89,-1.22,-1.19,-0.74,0.25,1.02,1978,9,20.0,,,,,,,,,,,,-0.78,1.71,0.1,0.1
1978,9,19780925.0,1.25,1.43,0.88,-0.25,-0.52,-1.14,-1.42,-1.27,-0.36,0.68,1978,9,25.0,,,,,,,,,,,,-0.78,1.71,0.1,0.1
1978,9,19780930.0,0.29,1.12,1.61,1.06,0.78,-0.06,-0.83,-1.46,-1.44,-0.60,1978,9,30.0,,,,,,,,,,,,-0.78,1.71,0.1,0.1
1978,10,19781005.0,-0.33,0.84,1.93,1.77,1.46,0.58,-0.42,-1.50,-2.01,-1.35,1978,10,5.0,,,,,,,,,,,,0.07,0.48,-0.6,-0.4
1978,10,19781010.0,-0.05,0.47,0.89,0.75,0.65,0.18,-0.30,-0.77,-0.92,-0.55,1978,10,10.0,,,,,,,,,,,,0.07,0.48,-0.6,-0.4
1978,10,19781015.0,-1.00,-0.62,0.21,0.92,1.03,1.06,0.80,0.22,-0.63,-1.06,1978,10,15.0,,,,,,,,,,,,0.07,0.48,-0.6,-0.4
1978,10,19781020.0,-0.50,-1.09,-1.29,-0.65,-0.41,0.31,0.90,1.30,1.06,0.23,1978,10,20.0,,,,,,,,,,,,0.07,0.48,-0.6,-0.4
1978,10,19781025.0,0.92,-0.12,-1.42,-1.81,-1.64,-1.11,-0.31,0.79,1.73,1.61,1978,10,25.0,,,,,,,,,,,,0.07,0.48,-0.6,-0.4
1978,10,19781030.0,1.28,0.95,-0.01,-0.98,-1.04,-1.26,-1.12,-0.55,0.50,1.18,1978,10,30.0,,,,,,,,,,,,0.07,0.48,-0.6,-0.4
1978,11,19781104.0,0.42,0.96,1.14,0.58,0.40,-0.26,-0.79,-1.17,-0.97,-0.25,1978,11,4.0,,,,,,,,,,,,-0.01,-0.49,-0.0,-0.0
1978,11,19781109.0,-0.26,-0.19,0.01,0.22,0.22,0.27,0.24,0.11,-0.11,-0.25,1978,11,9.0,,,,,,,,,,,,-0.01,-0.49,-0.0,-0.0
1978,11,19781114.0,0.52,0.39,0.01,-0.36,-0.37,-0.49,-0.46,-0.25,0.17,0.47,1978,11,14.0,,,,,,,,,,,,-0.01,-0.49,-0.0,-0.0
1978,11,19781119.0,0.78,1.13,0.97,0.18,0.02,-0.64,-1.06,-1.19,-0.68,0.18,1978,11,19.0,,,,,,,,,,,,-0.01,-0.49,-0.0,-0.0
1978,11,19781124.0,-0.52,0.16,0.95,1.16,1.16,0.71,0.12,-0.63,-1.19,-1.02,1978,11,24.0,,,,,,,,,,,,-0.01,-0.49,-0.0,-0.0
1978,11,19781129.0,-1.15,-0.37,0.80,1.50,1.71,1.35,0.70,-0.29,-1.36,-1.56,1978,11,29.0,,,,,,,,,,,,-0.01,-0.49,-0.0,-0.0
1978,12,19781204.0,-1.63,-1.55,-0.59,0.77,0.95,1.53,1.64,1.20,-0.06,-1.18,1978,12,4.0,,,,,,,,,,,,-0.51,-0.72,-0.1,-0.1
1978,12,19781209.0,-0.44,-1.16,-1.47,-0.82,-0.59,0.21,0.90,1.42,1.27,0.40,1978,12,9.0,,,,,,,,,,,,-0.51,-0.72,-0.1,-0.1
1978,12,19781214.0,1.06,0.29,-0.88,-1.50,-1.45,-1.17,-0.59,0.32,1.30,1.46,1978,12,14.0,,,,,,,,,,,,-0.51,-0.72,-0.1,-0.1
1978,12,19781219.0,0.76,0.26,-0.52,-0.98,-1.01,-0.84,-0.47,0.15,0.84,1.00,1978,12,19.0,,,,,,,,,,,,-0.51,-0.72,-0.1,-0.1
1978,12,19781224.0,1.41,1.15,0.18,-0.92,-1.05,-1.39,-1.32,-0.76,0.38,1.21,1978,12,24.0,,,,,,,,,,,,-0.51,-0.72,-0.1,-0.1
1978,12,19781229.0,0.98,1.83,1.96,0.81,0.39,-0.73,-1.57,-2.05,-1.50,-0.14,1978,12,29.0,,,,,,,,,,,,-0.51,-0.72,-0.1,-0.1
1979,1,19790103.0,-0.76,-0.06,0.87,1.27,1.33,0.93,0.34,-0.47,-1.22,-1.21,1979,1,3.0,,,,,,,,,DJF,26.5,0.03,-0.38,-0.69,-0.7,-0.4
1979,1,19790103.0,-0.76,-0.06,0.87,1.27,1.33,0.93,0.34,-0.47,-1.22,-1.21,1979,1,3.0,,,,,,,,,JFM,26.75,0.07,-0.38,-0.69,-0.7,-0.4
1979,1,19790103.0,-0.76,-0.06,0.87,1.27,1.33,0.93,0.34,-0.47,-1.22,-1.21,1979,1,3.0,,,,,,,,,FMA,27.22,0.2,-0.38,-0.69,-0.7,-0.4
1979,1,19790103.0,-0.76,-0.06,0.87,1.27,1.33,0.93,0.34,-0.47,-1.22,-1.21,1979,1,3.0,,,,,,,,,MAM,27.6,0.28,-0.38,-0.69,-0.7,-0.4
1979,1,19790103.0,-0.76,-0.06,0.87,1.27,1.33,0.93,0.34,-0.47,-1.22,-1.21,1979,1,3.0,,,,,,,,,AMJ,27.66,0.23,-0.38,-0.69,-0.7,-0.4
1979,1,19790103.0,-0.76,-0.06,0.87,1.27,1.33,0.93,0.34,-0.47,-1.22,-1.21,1979,1,3.0,,,,,,,,,MJJ,27.32,0.05,-0.38,-0.69,-0.7,-0.4
1979,1,19790103.0,-0.76,-0.06,0.87,1.27,1.33,0.93,0.34,-0.47,-1.22,-1.21,1979,1,3.0,,,,,,,,,JJA,27.0,0.04,-0.38,-0.69,-0.7,-0.4
1979,1,19790103.0,-0.76,-0.06,0.87,1.27,1.33,0.93,0.34,-0.47,-1.22,-1.21,1979,1,3.0,,,,,,,,,JAS,26.86,0.17,-0.38,-0.69,-0.7,-0.4
1979,1,19790103.0,-0.76,-0.06,0.87,1.27,1.33,0.93,0.34,-0.47,-1.22,-1.21,1979,1,3.0,,,,,,,,,ASO,26.86,0.33,-0.38,-0.69,-0.7,-0.4
1979,1,19790103.0,-0.76,-0.06,0.87,1.27,1.33,0.93,0.34,-0.47,-1.22,-1.21,1979,1,3.0,,,,,,,,,SON,26.94,0.45,-0.38,-0.69,-0.7,-0.4
