datetime,00010_Mean,00010_Mean_cd,site_no,00025_Mean,00025_Mean_cd,00047_Mean,00047_Mean_cd,00060_Mean,00060_Mean_cd,00095_Mean,00095_Mean_cd,00300_Mean,00300_Mean_cd,32295_Mean,32295_Mean_cd,32316_Mean,32316_Mean_cd,32319_Mean,32319_Mean_cd
2021-10-25 00:00:00+00:00,10.0,A,14159500,719.0,A,785.0,A,601.0,A,53.0,A,11.5,A,5.0,P,1.42,P,0.49,P
2021-10-26 00:00:00+00:00,9.6,A,14159500,727.0,A,794.0,A,530.0,A,53.0,A,11.8,A,5.8,P,1.55,P,0.49,P
2021-10-27 00:00:00+00:00,9.3,A,14159500,735.0,A,798.0,A,461.0,A,53.0,A,11.9,A,6.7,P,1.6,P,0.51,P
2021-10-28 00:00:00+00:00,9.4,A,14159500,732.0,A,795.0,A,461.0,A,53.0,A,11.9,A,7.1,P,3.37,P,0.63,P
2021-10-29 00:00:00+00:00,9.6,A,14159500,729.0,A,790.0,A,465.0,A,53.0,A,11.7,A,8.1,P,1.43,P,0.52,P
2021-10-30 00:00:00+00:00,9.3,A,14159500,727.0,A,790.0,A,472.0,A,53.0,A,11.8,A,8.2,P,2.19,P,0.49,P
2021-10-31 00:00:00+00:00,9.3,A,14159500,727.0,A,790.0,A,469.0,A,53.0,A,11.8,A,8.1,P,2.12,P,0.52,P
2021-11-01 00:00:00+00:00,9.3,A,14159500,728.0,A,797.0,A,566.0,A,51.0,A,11.9,A,8.4,P,1.86,P,0.5,P
2021-11-02 00:00:00+00:00,9.3,A,14159500,732.0,A,810.0,A,639.0,A,51.0,A,12.1,A,9.0,"P, [4]",1.44,P,0.43,P
2021-11-03 00:00:00+00:00,9.4,A,14159500,728.0,A,775.0,A,786.0,A,51.0,A,11.3,A,8.9,P,1.96,P,0.46,P
2021-11-04 00:00:00+00:00,9.0,A,14159500,726.0,A,743.0,A,985.0,A,50.0,A,10.6,A,9.0,P,1.76,P,0.5,P
2021-11-05 00:00:00+00:00,8.5,A,14159500,728.0,A,745.0,A,917.0,A,50.0,A,10.7,A,8.9,P,1.2,P,0.44,P
2021-11-06 00:00:00+00:00,8.4,A,14159500,730.0,A,742.0,A,898.0,A,50.0,A,10.7,A,9.2,P,1.17,P,0.45,P
2021-11-07 00:00:00+00:00,7.9,A,14159500,733.0,A,753.0,A,783.0,A,50.0,A,11.0,A,9.1,P,1.1,P,0.44,P
2021-11-08 00:00:00+00:00,8.1,A,14159500,726.0,A,768.0,A,461.0,A,50.0,A,11.6,A,9.2,P,1.23,P,0.47,P
2021-11-09 00:00:00+00:00,7.7,A,14159500,728.0,A,763.0,A,425.0,A,49.0,A,11.6,A,9.7,P,1.17,P,0.44,P
2021-11-10 00:00:00+00:00,7.8,A,14159500,735.0,A,757.0,A,483.0,A,49.0,A,11.4,A,9.7,P,1.38,P,0.45,P
2021-11-11 00:00:00+00:00,7.8,A,14159500,735.0,A,792.0,A,875.0,A,47.0,A,12.0,A,10.0,P,1.9,P,0.52,P
2021-11-12 00:00:00+00:00,8.3,A,14159500,735.0,A,806.0,A,973.0,A,44.0,A,12.2,A,10.8,P,3.67,P,0.49,P
2021-11-13 00:00:00+00:00,9.1,A,14159500,735.0,A,810.0,A,661.0,A,42.0,A,12.1,A,13.6,P,1.36,P,0.56,P
2021-11-14 00:00:00+00:00,9.3,A,14159500,732.0,A,810.0,A,661.0,A,42.0,A,12.1,A,13.2,P,1.32,P,0.39,P
2021-11-15 00:00:00+00:00,9.1,A,14159500,729.0,A,803.0,A,829.0,A,42.0,A,12.0,A,12.7,P,1.29,P,0.38,P
2021-11-16 00:00:00+00:00,8.5,A,14159500,737.0,A,810.0,A,1120.0,A,42.0,A,12.3,A,13.0,P,1.36,P,0.43,P
2021-11-17 00:00:00+00:00,8.2,A,14159500,732.0,A,818.0,A,1450.0,A,42.0,A,12.5,A,15.7,P,0.92,P,0.4,P
2021-11-18 00:00:00+00:00,7.9,A,14159500,727.0,A,815.0,A,1460.0,A,43.0,A,12.5,A,14.9,P,0.71,P,0.41,P
2021-11-19 00:00:00+00:00,7.7,A,14159500,733.0,A,820.0,A,1410.0,A,44.0,A,12.6,A,14.2,P,0.73,P,0.42,P
2021-11-20 00:00:00+00:00,7.6,A,14159500,739.0,A,818.0,A,1220.0,A,44.0,A,12.6,A,14.0,P,0.71,P,0.42,P
2021-11-21 00:00:00+00:00,7.5,A,14159500,737.0,A,799.0,A,879.0,A,43.0,A,12.4,A,14.2,P,0.76,P,0.41,P
2021-11-22 00:00:00+00:00,7.3,A,14159500,732.0,A,795.0,A,669.0,A,44.0,A,12.4,A,13.6,P,0.69,P,0.42,P
2021-11-23 00:00:00+00:00,7.2,A,14159500,732.0,A,810.0,A,626.0,A,44.0,A,12.8,A,13.3,P,0.71,P,0.42,P
2021-11-24 00:00:00+00:00,6.9,A,14159500,738.0,A,817.0,A,626.0,A,44.0,A,13.0,A,12.8,P,0.65,P,0.38,P
2021-11-25 00:00:00+00:00,6.8,A,14159500,737.0,A,819.0,A,621.0,A,44.0,A,13.0,A,12.5,P,0.64,P,0.39,P
2021-11-26 00:00:00+00:00,6.7,A,14159500,735.0,A,819.0,A,617.0,A,44.0,A,13.0,A,11.9,P,0.57,P,0.41,P
2021-11-27 00:00:00+00:00,6.8,A,14159500,733.0,A,816.0,A,616.0,A,44.0,A,13.0,A,11.9,P,0.61,P,0.4,P
2021-11-28 00:00:00+00:00,6.9,A,14159500,734.0,A,819.0,A,617.0,A,44.0,A,12.9,A,11.6,P,0.71,P,0.39,P
2021-11-29 00:00:00+00:00,7.0,A,14159500,735.0,A,818.0,A,617.0,A,44.0,A,12.9,A,11.3,P,0.93,P,0.4,P
2021-11-30 00:00:00+00:00,6.9,A,14159500,736.0,A,819.0,A,613.0,A,44.0,A,13.0,A,11.0,P,0.9,P,0.39,P
2021-12-01 00:00:00+00:00,7.1,A,14159500,734.0,A,818.0,A,609.0,A,44.0,A,12.9,A,10.7,P,1.02,P,0.39,P
2021-12-02 00:00:00+00:00,7.1,A,14159500,734.0,A,811.0,A,539.0,A,45.0,A,12.8,A,10.6,P,1.02,P,0.4,P
2021-12-03 00:00:00+00:00,7.0,A,14159500,732.0,A,808.0,A,529.0,A,44.0,A,12.8,A,10.6,P,1.02,P,0.4,P
2021-12-04 00:00:00+00:00,6.9,A,14159500,733.0,A,806.0,A,501.0,A,45.0,A,12.8,A,10.3,P,1.08,P,0.4,P
2021-12-05 00:00:00+00:00,6.8,A,14159500,738.0,A,807.0,A,465.0,A,45.0,A,12.9,A,10.6,P,0.89,P,0.39,P
2021-12-06 00:00:00+00:00,6.8,A,14159500,731.0,A,798.0,A,447.0,A,45.0,A,12.7,A,10.6,P,1.13,P,0.39,P
2021-12-07 00:00:00+00:00,7.0,A,14159500,729.0,A,796.0,A,449.0,A,45.0,A,12.6,A,10.4,P,1.18,P,0.41,P
2021-12-08 00:00:00+00:00,7.1,A,14159500,728.0,A,796.0,A,449.0,A,45.0,A,12.6,A,10.2,P,1.26,P,0.39,P
2021-12-09 00:00:00+00:00,6.8,A,14159500,729.0,A,798.0,A,452.0,A,45.0,A,12.7,A,10.1,P,1.11,P,0.4,P
2021-12-10 00:00:00+00:00,6.7,A,14159500,732.0,A,801.0,A,455.0,A,45.0,A,12.8,A,9.8,P,1.21,P,0.37,P
2021-12-11 00:00:00+00:00,6.6,A,14159500,723.0,A,789.0,A,445.0,A,45.0,A,12.6,A,10.5,P,1.3,P,0.41,P
2021-12-12 00:00:00+00:00,6.7,A,14159500,720.0,A,784.0,A,450.0,A,45.0,A,12.5,A,10.9,P,0.96,P,0.41,P
2021-12-13 00:00:00+00:00,6.4,A,14159500,716.0,A,781.0,A,463.0,A,46.0,A,12.5,A,10.2,P,0.82,P,0.38,P
2021-12-14 00:00:00+00:00,6.1,A,14159500,724.0,A,791.0,A,510.0,A,46.0,A,12.9,A,10.2,P,0.55,P,0.31,P
2021-12-15 00:00:00+00:00,6.0,A,14159500,723.0,A,793.0,A,537.0,A,46.0,A,12.9,A,10.4,P,0.77,P,0.35,P
2021-12-16 00:00:00+00:00,5.9,A,14159500,729.0,A,801.0,A,542.0,A,46.0,A,13.1,A,10.7,P,0.67,P,0.37,P
2021-12-17 00:00:00+00:00,5.9,A,14159500,735.0,A,811.0,A,545.0,A,46.0,A,13.2,A,10.9,P,0.71,P,0.35,P
2021-12-18 00:00:00+00:00,5.9,A,14159500,730.0,A,808.0,A,545.0,A,46.0,A,13.2,A,10.9,P,0.65,P,0.33,P
2021-12-19 00:00:00+00:00,6.0,A,14159500,725.0,A,802.0,A,560.0,A,44.0,A,13.0,A,12.2,P,0.68,P,0.34,P
2021-12-20 00:00:00+00:00,6.2,A,14159500,728.0,A,787.0,A,543.0,A,44.0,A,12.9,A,11.7,P,0.59,P,0.37,P
2021-12-21 00:00:00+00:00,6.0,A,14159500,730.0,A,773.0,A,508.0,A,41.0,A,13.0,A,12.9,P,0.77,P,0.36,P
2021-12-22 00:00:00+00:00,5.9,A,14159500,723.0,A,756.0,A,571.0,A,42.0,A,12.2,A,12.7,P,0.96,P,0.35,P
2021-12-23 00:00:00+00:00,6.0,A,14159500,718.0,A,746.0,A,554.0,A,40.0,A,11.9,A,14.3,P,0.75,P,0.37,P
2021-12-24 00:00:00+00:00,5.8,A,14159500,715.0,A,745.0,A,562.0,A,40.0,A,12.0,A,14.1,P,0.7,P,0.32,P
2021-12-25 00:00:00+00:00,5.6,A,14159500,717.0,A,749.0,A,643.0,A,41.0,A,12.1,A,13.9,P,0.6,P,0.33,P
2021-12-26 00:00:00+00:00,5.3,A,14159500,718.0,A,752.0,A,728.0,A,42.0,A,12.2,A,13.6,P,0.51,P,0.29,P
2021-12-27 00:00:00+00:00,5.2,A,14159500,722.0,A,757.0,A,738.0,A,43.0,A,12.2,A,13.2,P,0.5,P,0.32,P
2021-12-28 00:00:00+00:00,5.2,A,14159500,722.0,A,748.0,A,774.0,A,43.0,A,12.0,A,12.9,P,0.5,P,0.31,P
2021-12-29 00:00:00+00:00,5.1,A,14159500,723.0,A,745.0,A,701.0,A,43.0,A,11.9,A,12.4,P,0.34,P,0.32,P
2021-12-30 00:00:00+00:00,5.0,A,14159500,723.0,A,740.0,A,680.0,A,43.0,A,11.8,A,12.2,P,0.43,P,0.29,P
2021-12-31 00:00:00+00:00,5.0,A,14159500,727.0,A,733.0,A,697.0,A,43.0,A,11.7,A,12.4,P,0.42,P,0.3,P
2022-01-01 00:00:00+00:00,4.8,A,14159500,734.0,A,741.0,A,741.0,A,43.0,A,11.9,A,12.2,P,0.4,P,0.31,P
2022-01-02 00:00:00+00:00,4.8,A,14159500,727.0,A,739.0,A,740.0,A,44.0,A,11.9,A,12.0,P,0.46,P,0.31,P
2022-01-03 00:00:00+00:00,4.7,A,14159500,720.0,A,734.0,A,751.0,A,43.0,A,11.9,A,12.2,P,0.48,P,0.29,P
2022-01-04 00:00:00+00:00,4.7,"A, [4]",14159500,,,,,780.0,"A, e",44.0,A,12.0,A,12.2,P,0.39,P,0.29,P
2022-01-05 00:00:00+00:00,,,14159500,,,,,822.0,"A, e",43.0,A,12.0,A,12.6,P,0.43,P,0.29,P
2022-01-06 00:00:00+00:00,4.9,A,14159500,725.0,A,744.0,A,833.0,A,42.0,A,12.1,A,12.6,P,0.44,P,0.29,P
2022-01-07 00:00:00+00:00,4.9,A,14159500,722.0,A,747.0,A,890.0,A,41.0,A,12.2,A,12.7,P,0.45,P,0.29,P
2022-01-08 00:00:00+00:00,4.9,A,14159500,733.0,A,758.0,A,922.0,A,40.0,A,12.4,A,12.7,P,0.44,P,0.29,P
2022-01-09 00:00:00+00:00,4.8,A,14159500,736.0,A,766.0,A,980.0,A,39.0,A,12.6,A,13.5,P,0.48,P,0.29,P
2022-01-10 00:00:00+00:00,4.9,A,14159500,738.0,A,787.0,A,1490.0,A,39.0,A,13.0,A,14.9,P,0.46,P,0.27,P
2022-01-11 00:00:00+00:00,4.9,A,14159500,737.0,A,792.0,A,2010.0,A,39.0,A,13.1,A,15.0,P,0.46,P,0.26,P
2022-01-12 00:00:00+00:00,4.9,A,14159500,734.0,A,764.0,A,2010.0,A,39.0,A,12.6,A,14.7,P,0.39,P,0.26,P
2022-01-13 00:00:00+00:00,4.8,A,14159500,734.0,A,733.0,A,2030.0,A,38.0,"A, [4]",,,14.5,"P, [4]",0.29,"P, [4]",0.24,"P, [4]"
2022-01-14 00:00:00+00:00,4.8,A,14159500,739.0,A,735.0,A,1980.0,A,38.0,A,12.1,A,14.1,P,0.27,P,0.27,P
2022-01-15 00:00:00+00:00,4.8,A,14159500,736.0,A,734.0,A,1960.0,A,39.0,A,12.1,A,13.9,P,0.33,P,0.29,P
2022-01-16 00:00:00+00:00,4.8,A,14159500,732.0,A,733.0,A,1950.0,A,39.0,A,12.1,A,13.6,P,0.36,P,0.29,P
2022-01-17 00:00:00+00:00,4.7,A,14159500,730.0,A,732.0,A,1940.0,A,39.0,A,12.1,A,13.2,P,0.34,P,0.29,P
2022-01-18 00:00:00+00:00,4.7,A,14159500,733.0,A,733.0,A,1920.0,A,39.0,A,12.1,A,13.0,P,0.28,P,0.3,P
2022-01-19 00:00:00+00:00,4.8,A,14159500,737.0,A,734.0,A,1910.0,A,39.0,A,12.1,A,12.9,P,0.36,P,0.31,P
2022-01-20 00:00:00+00:00,4.9,A,14159500,738.0,A,741.0,A,2100.0,A,38.0,A,12.2,A,12.6,P,0.31,P,0.29,P
2022-01-21 00:00:00+00:00,4.9,A,14159500,741.0,A,749.0,A,2310.0,A,39.0,A,12.3,A,12.1,P,0.25,P,0.27,P
2022-01-22 00:00:00+00:00,5.0,A,14159500,739.0,A,749.0,A,2290.0,A,39.0,A,12.4,A,11.5,P,0.3,P,0.29,P
2022-01-23 00:00:00+00:00,5.0,A,14159500,736.0,A,747.0,A,2270.0,A,39.0,A,12.3,A,11.4,P,0.27,P,0.27,P
2022-01-24 00:00:00+00:00,4.9,A,14159500,734.0,A,744.0,A,2220.0,A,39.0,A,12.3,A,11.4,P,0.3,P,0.27,P
2022-01-25 00:00:00+00:00,4.8,A,14159500,734.0,A,743.0,A,1960.0,A,39.0,A,12.3,A,11.4,P,0.25,P,0.28,P
2022-01-26 00:00:00+00:00,4.8,A,14159500,733.0,A,742.0,A,1690.0,A,39.0,A,12.3,A,11.2,P,0.32,P,0.3,P
2022-01-27 00:00:00+00:00,4.8,A,14159500,736.0,A,761.0,A,1540.0,A,39.0,A,12.7,A,11.1,P,0.32,P,0.3,P
2022-01-28 00:00:00+00:00,4.8,A,14159500,736.0,A,774.0,A,1120.0,A,39.0,A,12.9,A,10.9,P,0.3,P,0.3,P
2022-01-29 00:00:00+00:00,4.7,A,14159500,735.0,A,767.0,A,1040.0,A,39.0,A,12.8,A,10.8,P,0.24,P,0.31,P
2022-01-30 00:00:00+00:00,4.7,A,14159500,732.0,A,764.0,A,1000.0,A,39.0,A,12.8,A,10.6,P,0.29,P,0.3,P
2022-01-31 00:00:00+00:00,4.7,A,14159500,737.0,A,766.0,A,907.0,A,39.0,A,12.8,A,10.7,P,0.32,P,0.29,P
2022-02-01 00:00:00+00:00,4.7,A,14159500,737.0,A,759.0,A,795.0,A,39.0,A,12.7,A,10.5,P,0.33,P,0.3,P
2022-02-02 00:00:00+00:00,4.8,A,14159500,737.0,A,758.0,A,822.0,A,39.0,A,12.7,A,10.4,P,0.28,P,0.3,P
2022-02-03 00:00:00+00:00,4.7,A,14159500,738.0,A,755.0,A,743.0,A,39.0,A,12.6,A,10.2,P,0.36,P,0.31,P
2022-02-04 00:00:00+00:00,4.7,A,14159500,740.0,A,754.0,A,718.0,A,39.0,A,12.6,A,9.9,P,0.4,P,0.31,P
2022-02-05 00:00:00+00:00,4.8,A,14159500,740.0,A,753.0,A,713.0,A,39.0,A,12.6,A,9.7,P,0.43,P,0.31,P
2022-02-06 00:00:00+00:00,4.8,A,14159500,738.0,A,751.0,A,695.0,A,39.0,A,12.6,A,9.3,P,0.41,P,0.32,P
2022-02-07 00:00:00+00:00,4.8,A,14159500,739.0,A,752.0,A,689.0,A,39.0,A,12.6,A,9.2,P,0.52,P,0.32,P
2022-02-08 00:00:00+00:00,4.8,A,14159500,742.0,A,753.0,A,701.0,A,39.0,A,12.6,A,9.0,P,0.62,P,0.34,P
2022-02-09 00:00:00+00:00,4.9,A,14159500,741.0,A,753.0,A,690.0,A,39.0,A,12.6,A,8.8,P,0.64,P,0.31,P
2022-02-10 00:00:00+00:00,4.9,A,14159500,738.0,A,750.0,A,669.0,A,40.0,A,12.5,A,8.6,P,0.63,P,0.32,P
2022-02-11 00:00:00+00:00,5.0,A,14159500,735.0,A,745.0,A,644.0,A,40.0,A,12.4,A,8.4,P,0.89,P,0.34,P
2022-02-12 00:00:00+00:00,5.0,A,14159500,733.0,A,745.0,A,641.0,A,40.0,A,12.4,A,8.1,P,0.96,P,0.33,P
2022-02-13 00:00:00+00:00,5.1,A,14159500,733.0,A,744.0,A,644.0,A,40.0,A,12.4,A,8.0,P,0.93,P,0.34,P
2022-02-14 00:00:00+00:00,5.1,A,14159500,729.0,A,743.0,A,655.0,A,40.0,A,12.4,A,7.9,P,0.91,P,0.32,P
2022-02-15 00:00:00+00:00,5.0,A,14159500,733.0,A,745.0,A,656.0,A,40.0,A,12.5,A,7.9,P,0.83,P,0.32,P
2022-02-16 00:00:00+00:00,5.1,A,14159500,736.0,A,746.0,A,617.0,A,40.0,A,12.5,A,7.9,P,0.86,P,0.32,P
2022-02-17 00:00:00+00:00,5.1,A,14159500,739.0,A,747.0,A,609.0,A,39.0,A,12.5,A,7.6,P,1.06,P,0.34,P
2022-02-18 00:00:00+00:00,5.1,A,14159500,737.0,A,746.0,A,603.0,A,39.0,A,12.5,A,7.3,P,1.26,P,0.39,P
2022-02-19 00:00:00+00:00,5.2,A,14159500,733.0,A,744.0,A,613.0,A,40.0,A,12.4,A,7.0,P,1.46,P,0.36,P
2022-02-20 00:00:00+00:00,5.2,A,14159500,729.0,A,741.0,A,612.0,A,40.0,A,12.4,A,7.1,P,2.23,P,0.37,P
2022-02-21 00:00:00+00:00,5.1,A,14159500,725.0,A,739.0,A,613.0,A,40.0,A,12.4,A,6.8,P,2.96,P,0.39,P
2022-02-22 00:00:00+00:00,4.8,A,14159500,730.0,A,738.0,A,615.0,A,41.0,A,12.4,A,7.4,P,1.77,P,0.38,P
2022-02-23 00:00:00+00:00,4.7,A,14159500,735.0,A,740.0,A,589.0,A,41.0,A,12.5,A,7.4,P,2.3,P,0.38,P
2022-02-24 00:00:00+00:00,4.8,A,14159500,737.0,A,744.0,A,588.0,A,41.0,A,12.6,A,7.0,P,2.35,P,0.37,P
2022-02-25 00:00:00+00:00,4.7,A,14159500,736.0,A,742.0,A,599.0,A,41.0,A,12.5,A,7.0,P,2.39,P,0.37,P
2022-02-26 00:00:00+00:00,4.8,A,14159500,734.0,A,741.0,A,607.0,A,41.0,A,12.5,A,6.9,P,2.22,P,0.38,P
2022-02-27 00:00:00+00:00,4.9,A,14159500,734.0,A,742.0,A,613.0,A,40.0,A,12.5,A,6.9,P,2.25,P,0.37,P
2022-02-28 00:00:00+00:00,4.9,A,14159500,731.0,A,740.0,A,611.0,A,40.0,A,12.4,A,7.3,P,2.48,P,0.38,P
2022-03-01 00:00:00+00:00,5.0,A,14159500,732.0,A,747.0,A,744.0,A,40.0,A,12.5,A,7.2,P,2.83,P,0.37,P
2022-03-02 00:00:00+00:00,5.1,A,14159500,729.0,A,746.0,A,1260.0,A,39.0,A,12.4,A,7.4,P,2.11,P,0.33,P
2022-03-03 00:00:00+00:00,5.1,A,14159500,730.0,A,736.0,A,1590.0,A,39.0,A,12.2,A,7.5,P,1.58,P,0.36,P
2022-03-04 00:00:00+00:00,5.1,A,14159500,729.0,A,737.0,A,1620.0,A,39.0,A,12.2,A,7.9,P,1.51,P,0.34,P
2022-03-05 00:00:00+00:00,5.2,A,14159500,733.0,A,741.0,A,1610.0,A,39.0,A,12.2,A,8.3,P,1.65,P,0.33,P
2022-03-06 00:00:00+00:00,5.2,A,14159500,738.0,A,742.0,A,1610.0,A,38.0,A,12.3,A,8.3,P,1.54,P,0.31,P
2022-03-07 00:00:00+00:00,5.4,A,14159500,740.0,A,749.0,A,1400.0,A,38.0,A,12.4,A,8.5,P,1.41,P,0.3,P
2022-03-08 00:00:00+00:00,5.5,A,14159500,736.0,A,754.0,A,1140.0,A,38.0,A,12.4,A,8.2,P,1.28,P,0.31,P
2022-03-09 00:00:00+00:00,5.4,A,14159500,732.0,A,750.0,A,1130.0,A,39.0,A,12.3,A,7.9,P,1.34,P,0.29,P
2022-03-10 00:00:00+00:00,5.1,A,14159500,736.0,A,749.0,A,1120.0,A,39.0,A,12.4,A,7.7,P,1.21,P,0.29,P
2022-03-11 00:00:00+00:00,5.3,A,14159500,735.0,A,758.0,A,1070.0,A,38.0,A,12.5,A,7.4,P,1.48,P,0.29,P
2022-03-12 00:00:00+00:00,5.4,A,14159500,727.0,A,752.0,A,1090.0,A,38.0,A,12.4,A,7.1,P,1.47,P,0.28,P
2022-03-13 00:00:00+00:00,5.4,A,14159500,730.0,A,747.0,A,1140.0,A,39.0,A,12.3,A,7.0,P,1.56,P,0.3,P
2022-03-14 00:00:00+00:00,5.4,A,14159500,732.0,A,748.0,A,1100.0,A,39.0,A,12.3,A,6.8,P,1.34,P,0.29,P
2022-03-15 00:00:00+00:00,5.7,A,14159500,733.0,A,762.0,A,1050.0,A,39.0,A,12.4,A,6.8,P,1.38,P,0.3,P
2022-03-16 00:00:00+00:00,5.8,A,14159500,736.0,A,793.0,A,1000.0,A,39.0,A,13.0,A,6.6,P,1.13,P,0.29,P
2022-03-17 00:00:00+00:00,6.0,A,14159500,733.0,A,805.0,A,813.0,A,39.0,A,13.2,A,6.4,P,1.12,P,0.3,P
2022-03-18 00:00:00+00:00,5.9,A,14159500,730.0,A,782.0,A,917.0,A,39.0,A,12.8,A,6.5,P,0.98,P,0.29,P
2022-03-19 00:00:00+00:00,6.0,A,14159500,729.0,A,749.0,A,1100.0,A,39.0,A,12.1,A,6.6,P,1.43,P,0.32,P
2022-03-20 00:00:00+00:00,6.0,A,14159500,736.0,A,751.0,A,1060.0,A,39.0,A,12.2,A,6.8,P,1.54,P,0.33,P
2022-03-21 00:00:00+00:00,6.0,A,14159500,738.0,A,752.0,A,1050.0,A,39.0,A,12.2,A,6.8,P,1.61,P,0.34,P
2022-03-22 00:00:00+00:00,6.3,A,14159500,736.0,A,754.0,A,1040.0,A,39.0,A,12.1,A,6.7,P,1.7,P,0.33,P
2022-03-23 00:00:00+00:00,6.6,A,14159500,734.0,A,757.0,"A, [4]",1020.0,A,39.0,"A, [4]",12.1,"A, [4]",6.5,"P, [4]",1.42,"P, [4]",0.3,"P, [4]"
2022-03-24 00:00:00+00:00,6.8,A,14159500,731.0,A,758.0,A,1030.0,A,39.0,A,12.1,A,6.4,P,1.61,P,0.31,P
2022-03-25 00:00:00+00:00,7.2,A,14159500,729.0,A,757.0,A,1030.0,A,39.0,A,12.0,A,6.1,P,1.7,P,0.34,P
2022-03-26 00:00:00+00:00,7.5,A,14159500,725.0,A,757.0,A,1030.0,A,38.0,A,12.0,A,6.0,P,1.6,P,0.32,P
2022-03-27 00:00:00+00:00,7.8,A,14159500,720.0,A,755.0,A,1030.0,A,39.0,A,11.8,A,5.9,P,1.74,P,0.32,P
2022-03-28 00:00:00+00:00,7.3,A,14159500,723.0,A,752.0,A,1030.0,A,38.0,A,11.9,A,6.3,P,2.19,P,0.34,P
2022-03-29 00:00:00+00:00,7.3,A,14159500,729.0,A,754.0,A,1030.0,A,38.0,A,12.0,A,6.4,P,1.95,P,0.35,P
