datetime,00060_Mean,00060_Mean_cd,site_no,30208_m^3/s_Mean,30208_m^3/s_Mean_cd,99065_meters_Mean,99065_meters_Mean_cd
2022-01-20 00:00:00+00:00,72.6,A,12321500,2.06,P,3.062,P
2022-01-21 00:00:00+00:00,71.9,A,12321500,2.04,P,3.061,P
2022-01-22 00:00:00+00:00,69.2,A,12321500,1.96,P,3.054,P
2022-01-23 00:00:00+00:00,67.6,A,12321500,1.91,P,3.051,P
2022-01-24 00:00:00+00:00,67.4,A,12321500,1.91,P,3.05,P
2022-01-25 00:00:00+00:00,61.0,A,12321500,1.73,P,3.034,P
2022-01-26 00:00:00+00:00,68.0,A,12321500,1.93,P,3.052,P
2022-01-27 00:00:00+00:00,63.9,A,12321500,1.81,P,3.041,P
2022-01-28 00:00:00+00:00,55.0,"A, e",12321500,1.56,"P, e",3.027,P
2022-01-29 00:00:00+00:00,55.5,"A, e",12321500,1.57,"P, e",3.051,P
2022-01-30 00:00:00+00:00,57.2,"A, e",12321500,1.62,"P, e",3.044,P
2022-01-31 00:00:00+00:00,56.3,"A, e",12321500,1.59,"P, e",3.04,P
2022-02-01 00:00:00+00:00,53.7,"A, e",12321500,1.52,"P, e",3.027,P
2022-02-02 00:00:00+00:00,52.4,"A, e",12321500,1.48,"P, e",3.039,P
2022-02-03 00:00:00+00:00,55.2,"A, e",12321500,1.56,"P, e",3.158,P
2022-02-04 00:00:00+00:00,57.6,"A, e",12321500,1.63,"P, e",3.203,P
2022-02-05 00:00:00+00:00,57.1,"A, e",12321500,1.62,"P, e",3.085,P
2022-02-06 00:00:00+00:00,56.5,"A, e",12321500,1.6,"P, e",3.022,P
2022-02-07 00:00:00+00:00,55.8,A,12321500,1.58,P,3.02,P
2022-02-08 00:00:00+00:00,54.8,A,12321500,1.55,P,3.017,P
2022-02-09 00:00:00+00:00,54.9,A,12321500,1.56,P,3.018,P
2022-02-10 00:00:00+00:00,55.3,A,12321500,1.56,P,3.018,P
2022-02-11 00:00:00+00:00,53.9,A,12321500,1.53,P,3.014,P
2022-02-12 00:00:00+00:00,48.9,A,12321500,1.39,P,2.999,P
2022-02-13 00:00:00+00:00,52.3,"A, e",12321500,1.48,"P, e",3.016,P
2022-02-14 00:00:00+00:00,52.4,"A, e",12321500,1.48,"P, e",3.024,P
2022-02-15 00:00:00+00:00,52.7,"A, e",12321500,1.49,"P, e",3.021,P
2022-02-16 00:00:00+00:00,52.0,"A, e",12321500,1.47,"P, e",3.015,P
2022-02-17 00:00:00+00:00,52.2,A,12321500,1.48,P,3.009,P
2022-02-18 00:00:00+00:00,54.0,A,12321500,1.53,P,3.015,P
2022-02-19 00:00:00+00:00,54.8,A,12321500,1.55,P,3.017,P
2022-02-20 00:00:00+00:00,56.0,A,12321500,1.59,P,3.021,P
2022-02-21 00:00:00+00:00,48.6,A,12321500,1.38,P,2.998,P
2022-02-22 00:00:00+00:00,39.4,"A, e",12321500,1.12,"P, e",2.985,P
2022-02-23 00:00:00+00:00,45.2,"A, e",12321500,1.28,"P, e",3.203,P
2022-02-24 00:00:00+00:00,56.1,"A, e",12321500,1.59,"P, e",3.312,P
2022-02-25 00:00:00+00:00,56.2,"A, e",12321500,1.59,"P, e",3.306,P
2022-02-26 00:00:00+00:00,49.8,"A, e",12321500,1.41,"P, e",3.288,P
2022-02-27 00:00:00+00:00,50.8,"A, e",12321500,1.44,"P, e",3.244,P
2022-02-28 00:00:00+00:00,62.7,"A, e",12321500,1.78,"P, e",3.218,P
2022-03-01 00:00:00+00:00,73.9,"A, e",12321500,2.09,"P, e",3.181,P
2022-03-02 00:00:00+00:00,78.3,"A, e",12321500,2.22,"P, e",3.104,P
2022-03-03 00:00:00+00:00,95.7,A,12321500,2.71,P,3.134,P
2022-03-04 00:00:00+00:00,101.0,A,12321500,2.86,P,3.144,P
2022-03-05 00:00:00+00:00,90.7,A,12321500,2.57,P,3.125,P
2022-03-06 00:00:00+00:00,82.5,A,12321500,2.34,P,3.108,P
2022-03-07 00:00:00+00:00,79.0,A,12321500,2.24,P,3.101,P
2022-03-08 00:00:00+00:00,76.0,A,12321500,2.15,P,3.094,P
2022-03-09 00:00:00+00:00,68.3,A,12321500,1.93,P,3.076,P
2022-03-10 00:00:00+00:00,68.7,A,12321500,1.95,P,3.078,P
2022-03-11 00:00:00+00:00,69.4,A,12321500,1.96,P,3.079,P
2022-03-12 00:00:00+00:00,68.5,A,12321500,1.94,P,3.077,P
2022-03-13 00:00:00+00:00,66.4,A,12321500,1.88,P,3.072,P
2022-03-14 00:00:00+00:00,66.6,A,12321500,1.89,P,3.072,P
2022-03-15 00:00:00+00:00,75.1,A,12321500,2.13,P,3.092,P
2022-03-16 00:00:00+00:00,81.1,A,12321500,2.3,P,3.105,P
2022-03-17 00:00:00+00:00,78.2,A,12321500,2.21,P,3.099,P
2022-03-18 00:00:00+00:00,78.5,A,12321500,2.22,P,3.1,P
2022-03-19 00:00:00+00:00,82.2,A,12321500,2.33,P,3.108,P
2022-03-20 00:00:00+00:00,85.6,A,12321500,2.42,P,3.115,P
2022-03-21 00:00:00+00:00,80.4,A,12321500,2.28,P,3.104,P
2022-03-22 00:00:00+00:00,78.7,A,12321500,2.23,P,3.1,P
2022-03-23 00:00:00+00:00,82.9,A,12321500,2.35,P,3.109,P
2022-03-24 00:00:00+00:00,100.0,A,12321500,2.84,P,3.142,P
2022-03-25 00:00:00+00:00,101.0,A,12321500,2.86,P,3.144,P
2022-03-26 00:00:00+00:00,102.0,A,12321500,2.88,P,3.145,P
2022-03-27 00:00:00+00:00,111.0,A,12321500,3.13,P,3.161,P
2022-03-28 00:00:00+00:00,135.0,A,12321500,3.81,P,3.198,P
2022-03-29 00:00:00+00:00,165.0,A,12321500,4.67,P,3.241,P
2022-03-30 00:00:00+00:00,176.0,A,12321500,4.98,P,3.257,P
2022-03-31 00:00:00+00:00,168.0,A,12321500,4.76,P,3.246,P
2022-04-01 00:00:00+00:00,156.0,A,12321500,4.43,P,3.23,P
2022-04-02 00:00:00+00:00,150.0,A,12321500,4.25,P,3.221,P
2022-04-03 00:00:00+00:00,143.0,A,12321500,4.05,P,3.211,P
2022-04-04 00:00:00+00:00,148.0,A,12321500,4.2,P,3.219,P
2022-04-05 00:00:00+00:00,140.0,A,12321500,3.95,P,3.206,P
2022-04-06 00:00:00+00:00,131.0,A,12321500,3.72,P,3.193,P
2022-04-07 00:00:00+00:00,128.0,A,12321500,3.63,P,3.189,P
2022-04-08 00:00:00+00:00,133.0,A,12321500,3.76,P,3.196,P
2022-04-09 00:00:00+00:00,139.0,A,12321500,3.94,P,3.205,P
2022-04-10 00:00:00+00:00,134.0,A,12321500,3.78,P,3.197,P
2022-04-11 00:00:00+00:00,128.0,A,12321500,3.62,P,3.188,P
2022-04-12 00:00:00+00:00,120.0,A,12321500,3.41,P,3.176,P
2022-04-13 00:00:00+00:00,114.0,A,12321500,3.23,P,3.164,P
2022-04-14 00:00:00+00:00,112.0,A,12321500,3.16,P,3.16,P
2022-04-15 00:00:00+00:00,109.0,A,12321500,3.08,P,3.157,P
2022-04-16 00:00:00+00:00,105.0,A,12321500,2.98,P,3.15,P
2022-04-17 00:00:00+00:00,103.0,A,12321500,2.91,P,3.147,P
2022-04-18 00:00:00+00:00,99.8,A,12321500,2.83,P,3.142,P
2022-04-19 00:00:00+00:00,101.0,A,12321500,2.86,P,3.144,P
2022-04-20 00:00:00+00:00,95.1,A,12321500,2.69,P,3.133,P
2022-04-21 00:00:00+00:00,98.0,A,12321500,2.78,P,3.139,P
2022-04-22 00:00:00+00:00,102.0,A,12321500,2.9,P,3.147,P
2022-04-23 00:00:00+00:00,107.0,A,12321500,3.03,P,3.155,P
2022-04-24 00:00:00+00:00,113.0,A,12321500,3.2,P,3.165,P
2022-04-25 00:00:00+00:00,132.0,A,12321500,3.75,P,3.195,P
2022-04-26 00:00:00+00:00,166.0,A,12321500,4.7,P,3.243,P
2022-04-27 00:00:00+00:00,177.0,A,12321500,5.0,P,3.258,P
2022-04-28 00:00:00+00:00,167.0,A,12321500,4.72,P,3.244,P
2022-04-29 00:00:00+00:00,165.0,A,12321500,4.66,P,3.241,P
2022-04-30 00:00:00+00:00,165.0,A,12321500,4.67,P,3.241,P
2022-05-01 00:00:00+00:00,173.0,A,12321500,4.89,P,3.252,P
2022-05-02 00:00:00+00:00,207.0,A,12321500,5.88,P,3.298,P
2022-05-03 00:00:00+00:00,273.0,A,12321500,7.73,P,3.37,P
2022-05-04 00:00:00+00:00,418.0,A,12321500,11.8,P,3.5,P
2022-05-05 00:00:00+00:00,670.0,A,12321500,19.0,P,3.661,P
2022-05-06 00:00:00+00:00,1090.0,A,12321500,31.0,P,3.878,P
2022-05-07 00:00:00+00:00,841.0,A,12321500,23.8,P,3.761,P
2022-05-08 00:00:00+00:00,688.0,A,12321500,19.5,P,3.676,P
2022-05-09 00:00:00+00:00,559.0,A,12321500,15.8,P,3.597,P
2022-05-10 00:00:00+00:00,486.0,A,12321500,13.8,P,3.545,P
2022-05-11 00:00:00+00:00,446.0,A,12321500,12.6,P,3.515,P
2022-05-12 00:00:00+00:00,428.0,A,12321500,12.1,P,3.5,P
2022-05-13 00:00:00+00:00,418.0,A,12321500,11.8,P,3.491,P
2022-05-14 00:00:00+00:00,391.0,A,12321500,11.1,P,3.468,P
2022-05-15 00:00:00+00:00,388.0,A,12321500,11.0,P,3.464,P
2022-05-16 00:00:00+00:00,529.0,A,12321500,15.0,P,3.565,P
2022-05-17 00:00:00+00:00,644.0,A,12321500,18.2,P,3.64,P
2022-05-18 00:00:00+00:00,615.0,A,12321500,17.4,P,3.621,P
2022-05-19 00:00:00+00:00,585.0,A,12321500,16.6,P,3.6,P
2022-05-20 00:00:00+00:00,533.0,A,12321500,15.1,P,3.566,P
2022-05-21 00:00:00+00:00,538.0,A,12321500,15.2,P,3.568,P
2022-05-22 00:00:00+00:00,512.0,A,12321500,14.5,P,3.549,P
2022-05-23 00:00:00+00:00,532.0,A,12321500,15.1,P,3.561,P
2022-05-24 00:00:00+00:00,599.0,A,12321500,17.0,P,3.603,P
2022-05-25 00:00:00+00:00,658.0,A,12321500,18.6,P,3.638,P
2022-05-26 00:00:00+00:00,741.0,A,12321500,21.0,P,3.684,P
2022-05-27 00:00:00+00:00,1270.0,A,12321500,35.8,P,3.916,P
2022-05-28 00:00:00+00:00,1220.0,A,12321500,34.6,P,3.903,P
2022-05-29 00:00:00+00:00,972.0,A,12321500,27.5,P,3.796,P
2022-05-30 00:00:00+00:00,981.0,A,12321500,27.8,P,3.799,P
2022-05-31 00:00:00+00:00,1050.0,A,12321500,29.8,P,3.83,P
2022-06-01 00:00:00+00:00,1070.0,A,12321500,30.2,P,3.835,P
2022-06-02 00:00:00+00:00,1170.0,A,12321500,33.2,P,3.877,P
2022-06-03 00:00:00+00:00,1370.0,A,12321500,38.9,P,3.953,P
2022-06-04 00:00:00+00:00,1560.0,A,12321500,44.2,P,4.025,P
2022-06-05 00:00:00+00:00,1450.0,A,12321500,41.2,P,3.985,P
2022-06-06 00:00:00+00:00,1360.0,A,12321500,38.6,P,3.951,P
2022-06-07 00:00:00+00:00,1240.0,A,12321500,35.0,P,3.902,P
2022-06-08 00:00:00+00:00,1220.0,A,12321500,34.5,P,3.895,P
2022-06-09 00:00:00+00:00,1250.0,A,12321500,35.4,P,3.907,P
2022-06-10 00:00:00+00:00,1850.0,A,12321500,52.3,P,4.123,P
2022-06-11 00:00:00+00:00,1810.0,A,12321500,51.1,P,4.109,P
2022-06-12 00:00:00+00:00,1500.0,A,12321500,42.5,P,4.002,P
2022-06-13 00:00:00+00:00,1610.0,A,12321500,45.7,P,4.042,P
2022-06-14 00:00:00+00:00,1410.0,A,12321500,39.8,P,3.967,P
2022-06-15 00:00:00+00:00,1140.0,A,12321500,32.4,P,3.865,P
2022-06-16 00:00:00+00:00,1080.0,A,12321500,30.7,P,3.84,P
2022-06-17 00:00:00+00:00,1120.0,A,12321500,31.7,P,3.855,P
2022-06-18 00:00:00+00:00,1050.0,A,12321500,29.8,P,3.826,P
2022-06-19 00:00:00+00:00,992.0,A,12321500,28.1,P,3.8,P
2022-06-20 00:00:00+00:00,863.0,A,12321500,24.4,P,3.739,P
2022-06-21 00:00:00+00:00,857.0,A,12321500,24.3,P,3.736,P
2022-06-22 00:00:00+00:00,840.0,A,12321500,23.8,P,3.727,P
2022-06-23 00:00:00+00:00,772.0,A,12321500,21.9,P,3.692,P
2022-06-24 00:00:00+00:00,619.0,A,12321500,17.5,P,3.603,P
2022-06-25 00:00:00+00:00,537.0,A,12321500,15.2,P,3.551,P
2022-06-26 00:00:00+00:00,519.0,A,12321500,14.7,P,3.539,P
2022-06-27 00:00:00+00:00,520.0,A,12321500,14.7,P,3.539,P
2022-06-28 00:00:00+00:00,510.0,A,12321500,14.4,P,3.533,P
2022-06-29 00:00:00+00:00,451.0,A,12321500,12.8,P,3.49,P
2022-06-30 00:00:00+00:00,394.0,A,12321500,11.2,P,3.446,P
2022-07-01 00:00:00+00:00,359.0,A,12321500,10.2,P,3.416,P
2022-07-02 00:00:00+00:00,336.0,A,12321500,9.52,P,3.396,P
2022-07-03 00:00:00+00:00,339.0,A,12321500,9.59,P,3.397,P
2022-07-04 00:00:00+00:00,379.0,A,12321500,10.7,P,3.432,P
2022-07-05 00:00:00+00:00,346.0,A,12321500,9.8,P,3.404,P
2022-07-06 00:00:00+00:00,297.0,A,12321500,8.4,P,3.359,P
2022-07-07 00:00:00+00:00,271.0,A,12321500,7.66,P,3.332,P
2022-07-08 00:00:00+00:00,247.0,A,12321500,7.0,P,3.307,P
2022-07-09 00:00:00+00:00,226.0,A,12321500,6.41,P,3.284,P
2022-07-10 00:00:00+00:00,207.0,A,12321500,5.85,P,3.26,P
2022-07-11 00:00:00+00:00,188.0,A,12321500,5.34,P,3.237,P
2022-07-12 00:00:00+00:00,166.0,A,12321500,4.71,P,3.207,P
2022-07-13 00:00:00+00:00,143.0,A,12321500,4.05,P,3.174,P
2022-07-14 00:00:00+00:00,130.0,A,12321500,3.68,P,3.155,P
2022-07-15 00:00:00+00:00,119.0,A,12321500,3.36,P,3.137,P
2022-07-16 00:00:00+00:00,107.0,A,12321500,3.04,P,3.119,P
2022-07-17 00:00:00+00:00,98.0,A,12321500,2.78,P,3.102,P
2022-07-18 00:00:00+00:00,90.3,A,12321500,2.56,P,3.088,P
2022-07-19 00:00:00+00:00,84.9,A,12321500,2.4,P,3.077,P
2022-07-20 00:00:00+00:00,77.5,A,12321500,2.19,P,3.061,P
2022-07-21 00:00:00+00:00,70.8,A,12321500,2.01,P,3.046,P
